evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9884685413716366,0.16474475689527276,0.9772,,0.32948951379054553,,,0.9772,,0.9884685413716366,0.0,,1.0,0.0228,0.6309279315119193
1,5000,10000,5000,1,0,0,0,False,Benign,0.9903069466882067,0.16505115778136778,0.9808,,0.33010231556273556,,,0.9808,,0.9903069466882067,0.0,,1.0,0.0192,0.6358369937466379
2,10000,15000,5000,1,0,0,0,False,Benign,0.9931534434152235,0.16552557390253725,0.9864,,0.3310511478050745,,,0.9864,,0.9931534434152235,0.0,,1.0,0.0136,0.6226061174652402
3,15000,20000,5000,1,0,0,0,False,Benign,0.9849776695087292,0.16416294491812153,0.9704,,0.32832588983624306,,,0.9704,,0.9849776695087292,0.0,,1.0,0.0296,0.6087084384909135
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31718846168743114,0.31718846168743114,0.39642844015001977,0.44775892096874437,0.31718846168743114,,,0.9428,,0.31718846168743114,0.0,,1.0,0.0572,0.5859209844016233
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.29468773635635026,0.29468773635635026,0.3272891492288044,0.452630208937155,0.29468773635635026,,,0.8896,,0.29468773635635026,0.0,,1.0,0.1104,0.5478682990080671
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3254893320883562,0.3254893320883562,0.38465344569487675,0.46020729572639824,0.3254893320883562,,,0.8682,,0.3254893320883562,0.0,,1.0,0.1318,0.5233223326644074
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32596732084260166,0.32596732084260166,0.3818396010703811,0.5142603698904654,0.32596732084260166,,,0.9092,,0.32596732084260166,0.0,,1.0,0.0908,0.5607998090417169
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3351999324453456,0.3351999324453456,0.38869195659632183,0.48807571446424153,0.3351999324453456,,,0.9252,,0.3351999324453456,0.0,,1.0,0.0748,0.5726894431512201
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3127012263644299,0.3127012263644299,0.386590915185505,0.44459409399281935,0.3127012263644299,,,0.8708,,0.3127012263644299,0.0,,1.0,0.1292,0.5284054089157315
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.28609292973558687,0.28609292973558687,0.33036771030220446,0.44289684729508155,0.28609292973558687,,,0.8894,,0.28609292973558687,0.0,,1.0,0.1106,0.5447589130137893
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3063503730096699,0.3063503730096699,0.359669479263321,0.5082330247358402,0.3063503730096699,,,0.9196,,0.3063503730096699,0.0,,1.0,0.0804,0.5721416885661748
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2993181641922197,0.2993181641922197,0.36784295565179637,0.4473501258218063,0.2993181641922197,,,0.8654,,0.2993181641922197,0.0,,1.0,0.1346,0.5230075973277394
13,65000,70000,5000,6,0,21,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3372929813172441,0.3372929813172441,0.38663393378581706,0.49108087185530375,0.3372929813172441,,,0.902,,0.3372929813172441,0.0,,1.0,0.098,0.5512656610126371
14,70000,75000,5000,6,0,15,438,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3254165387803096,0.3254165387803096,0.3683337284879023,0.5305184876617137,0.3254165387803096,,,0.915,,0.3254165387803096,0.0,,1.0,0.085,0.5721788502844618
15,75000,80000,5000,6,0,9,455,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3110547442231471,0.3110547442231471,0.370425908799443,0.4719452453324002,0.3110547442231471,,,0.889,,0.3110547442231471,0.0,,1.0,0.111,0.5423609142393482
16,80000,85000,5000,6,0,16,410,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32453764610590574,0.32453764610590574,0.41063899230390644,0.44545204925096377,0.32453764610590574,,,0.8806,,0.32453764610590574,0.0,,1.0,0.1194,0.5326061830344686
17,85000,90000,5000,6,0,24,393,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3190635783204065,0.3190635783204065,0.3725870339874297,0.4715516196108773,0.3190635783204065,,,0.8988,,0.3190635783204065,0.0,,1.0,0.1012,0.5599639372841323
18,90000,95000,5000,6,0,27,400,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30926848765741716,0.30926848765741716,0.34370796830454076,0.47718951987015074,0.30926848765741716,,,0.9102,,0.30926848765741716,0.0,,1.0,0.0898,0.5548603895513281
19,95000,100000,5000,6,0,20,505,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3292771163416332,0.3292771163416332,0.37716956170021465,0.4854261410072046,0.3292771163416332,,,0.8802,,0.3292771163416332,0.0,,1.0,0.1198,0.5303078085338583
20,100000,105000,5000,6,0,18,331,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3119269136816606,0.3119269136816606,0.34492470756431476,0.49408527150488024,0.3119269136816606,,,0.9206,,0.3119269136816606,0.0,,1.0,0.0794,0.5532360517982886
21,105000,110000,5000,6,0,15,375,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.35196879670143616,0.35196879670143616,0.39974431013146444,0.5157087562214954,0.35196879670143616,,,0.9192,,0.35196879670143616,0.0,,1.0,0.0808,0.5710048953350422
22,110000,115000,5000,6,0,13,527,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30717391674725697,0.30717391674725697,0.32995384163022173,0.47394325694365663,0.30717391674725697,,,0.8774,,0.30717391674725697,0.0,,1.0,0.1226,0.5355713956289532
23,115000,120000,5000,6,0,15,364,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.35590879048625856,0.35590879048625856,0.423639772127788,0.48786403354298485,0.35590879048625856,,,0.904,,0.35590879048625856,0.0,,1.0,0.096,0.5550873137437002
