evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9884685413716366,0.16474475689527276,0.9772,,0.32948951379054553,,,0.9772,,0.9884685413716366,0.0,,1.0,0.0228,0.6309279315119193
1,5000,10000,5000,1,0,0,0,False,Benign,0.9903069466882067,0.16505115778136778,0.9808,,0.33010231556273556,,,0.9808,,0.9903069466882067,0.0,,1.0,0.0192,0.6358369937466379
2,10000,15000,5000,1,0,0,0,False,Benign,0.9931534434152235,0.16552557390253725,0.9864,,0.3310511478050745,,,0.9864,,0.9931534434152235,0.0,,1.0,0.0136,0.6226061174652402
3,15000,20000,5000,1,0,0,0,False,Benign,0.9849776695087292,0.16416294491812153,0.9704,,0.32832588983624306,,,0.9704,,0.9849776695087292,0.0,,1.0,0.0296,0.6087084384909135
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3217549122399483,0.3217549122399483,0.39691495669158217,0.4578759309673813,0.3217549122399483,,,0.9456,,0.3217549122399483,0.0,,1.0,0.0544,0.5874786525988398
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2975482781531647,0.2975482781531647,0.3260078284603041,0.4604862826935448,0.2975482781531647,,,0.8932,,0.2975482781531647,0.0,,1.0,0.1068,0.5497035274627097
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3227364194826785,0.3227364194826785,0.3781582108318784,0.45746811867079,0.3227364194826785,,,0.87,,0.3227364194826785,0.0,,1.0,0.13,0.5233904902456157
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3216694183013349,0.3216694183013349,0.37742931640345273,0.5128915088971073,0.3216694183013349,,,0.9102,,0.3216694183013349,0.0,,1.0,0.0898,0.5598641416580072
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3302718412086325,0.3302718412086325,0.38142867659529367,0.49077651836606173,0.3302718412086325,,,0.928,,0.3302718412086325,0.0,,1.0,0.072,0.5737058475732345
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3122845252021395,0.3122845252021395,0.38487128922545644,0.4441417286417558,0.3122845252021395,,,0.8722,,0.3122845252021395,0.0,,1.0,0.1278,0.5281302727305351
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.292072653092835,0.292072653092835,0.33646223516238954,0.45628139175678734,0.292072653092835,,,0.8948,,0.292072653092835,0.0,,1.0,0.1052,0.5466988001033375
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30272736407030415,0.30272736407030415,0.3540956578411265,0.5137517868817743,0.30272736407030415,,,0.9224,,0.30272736407030415,0.0,,1.0,0.0776,0.5728512136904635
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2939904397121142,0.2939904397121142,0.3583530132503329,0.441829256892504,0.2939904397121142,,,0.8668,,0.2939904397121142,0.0,,1.0,0.1332,0.5225723637118624
13,65000,70000,5000,6,0,21,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3391971889142875,0.3391971889142875,0.3799455017060855,0.49487835773058914,0.3391971889142875,,,0.905,,0.3391971889142875,0.0,,1.0,0.095,0.5522601975827586
14,70000,75000,5000,6,0,15,438,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30289057422862925,0.30289057422862925,0.345650162709253,0.5164860264911174,0.30289057422862925,,,0.9142,,0.30289057422862925,0.0,,1.0,0.0858,0.5675839650027137
15,75000,80000,5000,6,0,9,455,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3073133056253779,0.3073133056253779,0.3645025107257888,0.4732886952030676,0.3073133056253779,,,0.8914,,0.3073133056253779,0.0,,1.0,0.1086,0.5425067382280159
16,80000,85000,5000,6,0,16,410,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3258438309087806,0.3258438309087806,0.4020592232717675,0.44057895406988073,0.3258438309087806,,,0.883,,0.3258438309087806,0.0,,1.0,0.117,0.5335198216214636
17,85000,90000,5000,6,0,24,393,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31756650712381945,0.31756650712381945,0.3666197839100529,0.4793383724167623,0.31756650712381945,,,0.9036,,0.31756650712381945,0.0,,1.0,0.0964,0.5632027684112738
18,90000,95000,5000,6,0,27,400,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.298104874490869,0.298104874490869,0.3284177292163477,0.4722840772158978,0.298104874490869,,,0.9116,,0.298104874490869,0.0,,1.0,0.0884,0.5543342618884998
19,95000,100000,5000,6,0,20,505,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3182349376950733,0.3182349376950733,0.35662286663897635,0.4724355496570687,0.3182349376950733,,,0.8804,,0.3182349376950733,0.0,,1.0,0.1196,0.5284723643371629
20,100000,105000,5000,6,0,18,331,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.315802564557402,0.315802564557402,0.34299313366872286,0.5024790222043858,0.315802564557402,,,0.9242,,0.315802564557402,0.0,,1.0,0.0758,0.5551949053341974
21,105000,110000,5000,6,0,15,375,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.34668494883097994,0.34668494883097994,0.39346858340435503,0.5150744580061625,0.34668494883097994,,,0.9222,,0.34668494883097994,0.0,,1.0,0.0778,0.5720310376758686
22,110000,115000,5000,6,0,13,527,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2994297098039124,0.2994297098039124,0.3173312486085677,0.46601253507673074,0.2994297098039124,,,0.8788,,0.2994297098039124,0.0,,1.0,0.1212,0.5349281822273092
23,115000,120000,5000,6,0,15,364,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3556450564783047,0.3556450564783047,0.41293639996787995,0.4907850023107885,0.3556450564783047,,,0.907,,0.3556450564783047,0.0,,1.0,0.093,0.5563097940906109
