window,start_row,stop_row,n_rows,shift_score,dominant_shift_feature,dominant_shift_contribution_percent,maximum_absolute_standardized_change,predicted_unknown_rate,novel_prevalence_posthoc,labels_present_posthoc,phase,normalized_shift_score
0,0,500,500,0.06524178281930669,pca_component_25,14.868233593986584,0.14230838734229104,0.064,0.0,Backdoor|Benign,pre_change,-0.2843306080373091
1,500,1000,500,0.061866850278864474,pca_component_20,33.49294261153331,0.2025394600722794,0.06,0.0,Backdoor|Benign,pre_change,-0.4266998933935361
2,1000,1500,500,0.047519284710789526,pca_component_22,10.767514566152913,0.08820691191553336,0.056,0.0,Backdoor|Benign,pre_change,-1.0319424077404424
3,1500,2000,500,0.08827486090131909,pca_component_4,24.010081912486196,0.24468584817025804,0.084,0.0,Backdoor|Benign,pre_change,0.6873044770481568
4,2000,2500,500,0.0524964461851719,pca_component_4,23.207775150562153,0.14306112881715294,0.05,0.0,Backdoor|Benign,pre_change,-0.8219841600661003
5,2500,3000,500,0.04668392682483845,pca_component_0,13.32444224052128,0.09639774796883872,0.068,0.0,Backdoor|Benign,pre_change,-1.0671814247620866
6,3000,3500,500,0.06407444032154656,pca_component_16,14.768666829507636,0.13929337369860237,0.084,0.0,Backdoor|Benign,pre_change,-0.33357417518436855
7,3500,4000,500,0.050631883358794164,pca_component_20,23.70917374063419,0.13946244696332222,0.046,0.0,Backdoor|Benign,pre_change,-0.9006395032210194
8,4000,4500,500,0.058337410308756804,pca_component_23,18.340566397915495,0.14132809567907617,0.038,0.0,Backdoor|Benign,pre_change,-0.5755869719441764
9,4500,5000,500,0.047487985948588766,pca_component_23,16.863615621342976,0.11031487754159135,0.044,0.0,Backdoor|Benign,pre_change,-1.0332627252145432
10,5000,5500,500,0.05513243456667511,pca_component_26,21.892124492587882,0.1459237945739757,0.068,0.0,Backdoor|Benign,pre_change,-0.7107867427592773
11,5500,6000,500,0.04839817607947774,pca_component_4,19.583892223819593,0.12115838888195027,0.026,0.0,Backdoor|Benign,pre_change,-0.9948669596932642
