evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9901030094930318,0.16501716824883864,0.9804,,0.33003433649767727,,,0.9804,,0.9901030094930318,0.0,,1.0,0.0196,0.639810223144315
1,5000,10000,5000,1,0,0,0,False,Benign,0.9912236457177444,0.1652039409529574,0.9826,,0.3304078819059148,,,0.9826,,0.9912236457177444,0.0,,1.0,0.0174,0.6433323424062669
2,10000,15000,5000,1,0,0,0,False,Benign,0.9934574735782586,0.16557624559637643,0.987,,0.33115249119275286,,,0.987,,0.9934574735782586,0.0,,1.0,0.013,0.6288938017917374
3,15000,20000,5000,1,0,0,0,False,Benign,0.9883662114314619,0.16472770190524363,0.977,,0.32945540381048727,,,0.977,,0.9883662114314619,0.0,,1.0,0.023,0.6203877156248097
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.37500200562808383,0.37500200562808383,0.43911470803273756,0.4889188278520105,0.37500200562808383,,,0.9496,,0.37500200562808383,0.0,,1.0,0.0504,0.5973125296877873
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.28617167456682474,0.28617167456682474,0.32969345195361993,0.4265740767084634,0.28617167456682474,,,0.8856,,0.28617167456682474,0.0,,1.0,0.1144,0.5465474261427523
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30835201652439076,0.30835201652439076,0.3605879311404334,0.417432277420141,0.30835201652439076,,,0.863,,0.30835201652439076,0.0,,1.0,0.137,0.5210743503537845
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.34591356901962217,0.34591356901962217,0.3998773106751667,0.5197047119249639,0.34591356901962217,,,0.9124,,0.34591356901962217,0.0,,1.0,0.0876,0.56763294358717
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3199439579215951,0.3199439579215951,0.3918957535902324,0.46380371023839023,0.3199439579215951,,,0.9248,,0.3199439579215951,0.0,,1.0,0.0752,0.5755896433753205
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2975293128161759,0.2975293128161759,0.362356856432651,0.4024739413440629,0.2975293128161759,,,0.8662,,0.2975293128161759,0.0,,1.0,0.1338,0.5272764882750853
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32340285923060236,0.32340285923060236,0.36494013755376903,0.4705530442562176,0.32340285923060236,,,0.9004,,0.32340285923060236,0.0,,1.0,0.0996,0.5579266025868701
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30795725530189844,0.30795725530189844,0.3675517419127466,0.49265660950143597,0.30795725530189844,,,0.9182,,0.30795725530189844,0.0,,1.0,0.0818,0.5754649210891979
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30626984134093643,0.30626984134093643,0.363273948458849,0.4206908925180119,0.30626984134093643,,,0.8652,,0.30626984134093643,0.0,,1.0,0.1348,0.5272855984020718
13,65000,70000,5000,6,0,21,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.33780813402450094,0.33780813402450094,0.388246587370427,0.44572497287283463,0.33780813402450094,,,0.8976,,0.33780813402450094,0.0,,1.0,0.1024,0.550364604562046
14,70000,75000,5000,6,0,15,438,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3356921932725388,0.3356921932725388,0.36228633965384777,0.5296632528952393,0.3356921932725388,,,0.9158,,0.3356921932725388,0.0,,1.0,0.0842,0.5756619793114174
15,75000,80000,5000,6,0,9,455,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31927211245961973,0.31927211245961973,0.39768407055158433,0.46757515976867386,0.31927211245961973,,,0.8916,,0.31927211245961973,0.0,,1.0,0.1084,0.5479592018559428
