evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9884685413716366,0.16474475689527276,0.9772,,0.32948951379054553,,,0.9772,,0.9884685413716366,0.0,,1.0,0.0228,0.6309279315119193
1,5000,10000,5000,1,0,0,0,False,Benign,0.9903069466882067,0.16505115778136778,0.9808,,0.33010231556273556,,,0.9808,,0.9903069466882067,0.0,,1.0,0.0192,0.6358369937466379
2,10000,15000,5000,1,0,0,0,False,Benign,0.9931534434152235,0.16552557390253725,0.9864,,0.3310511478050745,,,0.9864,,0.9931534434152235,0.0,,1.0,0.0136,0.6226061174652402
3,15000,20000,5000,1,0,0,0,False,Benign,0.9849776695087292,0.16416294491812153,0.9704,,0.32832588983624306,,,0.9704,,0.9849776695087292,0.0,,1.0,0.0296,0.6087084384909135
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31814692689074336,0.31814692689074336,0.39632418660539925,0.44558441557724043,0.31814692689074336,,,0.9422,,0.31814692689074336,0.0,,1.0,0.0578,0.5830224724396578
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2934155375864596,0.2934155375864596,0.32473819590862035,0.44573417798945897,0.2934155375864596,,,0.8874,,0.2934155375864596,0.0,,1.0,0.1126,0.5432959719680818
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3233434781980779,0.3233434781980779,0.38219742303536575,0.4539728688398002,0.3233434781980779,,,0.8658,,0.3233434781980779,0.0,,1.0,0.1342,0.5188776287688798
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32259573319644835,0.32259573319644835,0.3787771096424697,0.5046523451014173,0.32259573319644835,,,0.9068,,0.32259573319644835,0.0,,1.0,0.0932,0.5561773558690956
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3313831539579291,0.3313831539579291,0.3846746743607059,0.47684317422486755,0.3313831539579291,,,0.923,,0.3313831539579291,0.0,,1.0,0.077,0.5677008547602362
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31072522592493784,0.31072522592493784,0.38504112686645414,0.43957142448960207,0.31072522592493784,,,0.8686,,0.31072522592493784,0.0,,1.0,0.1314,0.5241560599402527
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2847678331238901,0.2847678331238901,0.32821828417811144,0.44063339137826574,0.2847678331238901,,,0.8894,,0.2847678331238901,0.0,,1.0,0.1106,0.5411665008633493
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.305232844463927,0.305232844463927,0.3580193142468193,0.5049876077462297,0.305232844463927,,,0.9192,,0.305232844463927,0.0,,1.0,0.0808,0.5696692144496305
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30055883187190274,0.30055883187190274,0.36655292504090053,0.4432087463931239,0.30055883187190274,,,0.8644,,0.30055883187190274,0.0,,1.0,0.1356,0.5199983744481483
13,65000,70000,5000,6,0,21,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.33249896423172126,0.33249896423172126,0.3820600668431744,0.48086121624290934,0.33249896423172126,,,0.8994,,0.33249896423172126,0.0,,1.0,0.1006,0.5462483344331028
14,70000,75000,5000,6,0,15,438,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32157026412927686,0.32157026412927686,0.3639006722659663,0.5195509514131259,0.32157026412927686,,,0.9126,,0.32157026412927686,0.0,,1.0,0.0874,0.5662963521168313
15,75000,80000,5000,6,0,9,455,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31080964838473724,0.31080964838473724,0.3686232723954517,0.4709384665922811,0.31080964838473724,,,0.8894,,0.31080964838473724,0.0,,1.0,0.1106,0.5406316602347444
16,80000,85000,5000,6,0,16,410,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32760012165613284,0.32760012165613284,0.41313925166691096,0.44542160991914465,0.32760012165613284,,,0.8802,,0.32760012165613284,0.0,,1.0,0.1198,0.5293942343804
17,85000,90000,5000,6,0,24,393,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3204528523031302,0.3204528523031302,0.37236997299329033,0.4696557829131996,0.3204528523031302,,,0.8976,,0.3204528523031302,0.0,,1.0,0.1024,0.5564796397190349
18,90000,95000,5000,6,0,27,400,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30363440594262336,0.30363440594262336,0.3379324101376782,0.46618723708649423,0.30363440594262336,,,0.9084,,0.30363440594262336,0.0,,1.0,0.0916,0.5500738073517624
19,95000,100000,5000,6,0,20,505,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.33083986968612705,0.33083986968612705,0.3779747146792807,0.4869859024118874,0.33083986968612705,,,0.8804,,0.33083986968612705,0.0,,1.0,0.1196,0.5284342291311649
20,100000,105000,5000,6,0,18,331,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31152442634731814,0.31152442634731814,0.3410278464710519,0.4893318634898027,0.31152442634731814,,,0.9204,,0.31152442634731814,0.0,,1.0,0.0796,0.5491841152065247
21,105000,110000,5000,6,0,15,375,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3498511184896009,0.3498511184896009,0.39630286869002296,0.5079670236794485,0.3498511184896009,,,0.918,,0.3498511184896009,0.0,,1.0,0.082,0.5674897684115419
22,110000,115000,5000,6,0,13,527,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3053154421479031,0.3053154421479031,0.325544670554384,0.46746639323556655,0.3053154421479031,,,0.8764,,0.3053154421479031,0.0,,1.0,0.1236,0.5324193107458958
23,115000,120000,5000,6,0,15,364,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3553803769976976,0.3553803769976976,0.4221313603074947,0.4840974532760797,0.3553803769976976,,,0.9032,,0.3553803769976976,0.0,,1.0,0.0968,0.5517018363487617
