evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9884685413716366,0.16474475689527276,0.9772,,0.32948951379054553,,,0.9772,,0.9884685413716366,0.0,,1.0,0.0228,0.6309279315119193
1,5000,10000,5000,1,0,0,0,False,Benign,0.9903069466882067,0.16505115778136778,0.9808,,0.33010231556273556,,,0.9808,,0.9903069466882067,0.0,,1.0,0.0192,0.6358369937466379
2,10000,15000,5000,1,0,0,0,False,Benign,0.9931534434152235,0.16552557390253725,0.9864,,0.3310511478050745,,,0.9864,,0.9931534434152235,0.0,,1.0,0.0136,0.6226061174652402
3,15000,20000,5000,1,0,0,0,False,Benign,0.9849776695087292,0.16416294491812153,0.9704,,0.32832588983624306,,,0.9704,,0.9849776695087292,0.0,,1.0,0.0296,0.6087084384909135
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.318496278134932,0.318496278134932,0.39646319133155994,0.4486324783860511,0.318496278134932,,,0.943,,0.318496278134932,0.0,,1.0,0.057,0.5846840245466894
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.29349236145960833,0.29349236145960833,0.3248842986188256,0.4474410229392906,0.29349236145960833,,,0.8882,,0.29349236145960833,0.0,,1.0,0.1118,0.5448878879658269
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3254826805094499,0.3254826805094499,0.38442983209917014,0.45806278860392013,0.3254826805094499,,,0.867,,0.3254826805094499,0.0,,1.0,0.133,0.5207973941127251
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3227833659253705,0.3227833659253705,0.378887193306054,0.5062986819707359,0.3227833659253705,,,0.9074,,0.3227833659253705,0.0,,1.0,0.0926,0.5575217587477043
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.334585157609369,0.334585157609369,0.3874124331327902,0.4855241900290476,0.334585157609369,,,0.9248,,0.334585157609369,0.0,,1.0,0.0752,0.570519153159733
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31108937303293566,0.31108937303293566,0.38518822895530375,0.4409971675471805,0.31108937303293566,,,0.8694,,0.31108937303293566,0.0,,1.0,0.1306,0.5256457321639185
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.28554616055912846,0.28554616055912846,0.3292929972401579,0.4418347209896766,0.28554616055912846,,,0.8894,,0.28554616055912846,0.0,,1.0,0.1106,0.5418730023934945
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30625158672081815,0.30625158672081815,0.35888067595983,0.507389483002054,0.30625158672081815,,,0.9196,,0.30625158672081815,0.0,,1.0,0.0804,0.5707452492704707
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30043231921070884,0.30043231921070884,0.36662716409064067,0.44390965929347553,0.30043231921070884,,,0.8648,,0.30043231921070884,0.0,,1.0,0.1352,0.5210700057168806
13,65000,70000,5000,6,0,21,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3340131258497782,0.3340131258497782,0.38326723016469805,0.48380068400141457,0.3340131258497782,,,0.9004,,0.3340131258497782,0.0,,1.0,0.0996,0.5480698027099985
14,70000,75000,5000,6,0,15,438,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3243000956874132,0.3243000956874132,0.3662268014291044,0.5268797978545108,0.3243000956874132,,,0.9144,,0.3243000956874132,0.0,,1.0,0.0856,0.569356561172843
15,75000,80000,5000,6,0,9,455,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3119472682996009,0.3119472682996009,0.3697079422659475,0.4737350112805509,0.3119472682996009,,,0.8902,,0.3119472682996009,0.0,,1.0,0.1098,0.5421365315881581
16,80000,85000,5000,6,0,16,410,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3264847242763857,0.3264847242763857,0.41188912198540867,0.4451618613882903,0.3264847242763857,,,0.8804,,0.3264847242763857,0.0,,1.0,0.1196,0.5306499669475221
17,85000,90000,5000,6,0,24,393,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32036400140480364,0.32036400140480364,0.3724423266580034,0.4698891521138799,0.32036400140480364,,,0.898,,0.32036400140480364,0.0,,1.0,0.102,0.5577738093051867
18,90000,95000,5000,6,0,27,400,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.304682413119524,0.304682413119524,0.3390947681478624,0.4684738267004614,0.304682413119524,,,0.9088,,0.304682413119524,0.0,,1.0,0.0912,0.5516544568238754
19,95000,100000,5000,6,0,20,505,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.33004539752893547,0.33004539752893547,0.37720663993529063,0.4860037743003242,0.33004539752893547,,,0.8804,,0.33004539752893547,0.0,,1.0,0.1196,0.5291229533480327
20,100000,105000,5000,6,0,18,331,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3125299978935145,0.3125299978935145,0.3436733491165545,0.49333321647143885,0.3125299978935145,,,0.9208,,0.3125299978935145,0.0,,1.0,0.0792,0.5510582173602
21,105000,110000,5000,6,0,15,375,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3496304969370368,0.3496304969370368,0.39626683265398704,0.5073587263689366,0.3496304969370368,,,0.9178,,0.3496304969370368,0.0,,1.0,0.0822,0.5680917292719135
22,110000,115000,5000,6,0,13,527,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3058773288081114,0.3058773288081114,0.3273083389847191,0.47051623744941345,0.3058773288081114,,,0.8768,,0.3058773288081114,0.0,,1.0,0.1232,0.5335667339230292
23,115000,120000,5000,6,0,15,364,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3559641140563931,0.3559641140563931,0.42349596999951644,0.48539259639454246,0.3559641140563931,,,0.9032,,0.3559641140563931,0.0,,1.0,0.0968,0.5526483731967808
