run_name,method,seed,selection,budget,update_rule,queried_label,queried_count,labels_queried_total
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,109,uncertainty_diversity,200,source_anchored,Benign,182,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,109,uncertainty_diversity,200,source_anchored,DoS,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,109,uncertainty_diversity,200,source_anchored,Exploits,12,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,109,uncertainty_diversity,200,source_anchored,Generic,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,109,uncertainty_diversity,200,source_anchored,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,109,uncertainty_diversity,200,source_anchored,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,11,uncertainty_diversity,200,source_anchored,Benign,182,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,11,uncertainty_diversity,200,source_anchored,DoS,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,11,uncertainty_diversity,200,source_anchored,Exploits,12,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,11,uncertainty_diversity,200,source_anchored,Generic,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,11,uncertainty_diversity,200,source_anchored,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,11,uncertainty_diversity,200,source_anchored,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,127,uncertainty_diversity,200,source_anchored,Benign,182,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,127,uncertainty_diversity,200,source_anchored,DoS,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,127,uncertainty_diversity,200,source_anchored,Exploits,12,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,127,uncertainty_diversity,200,source_anchored,Generic,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,127,uncertainty_diversity,200,source_anchored,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,127,uncertainty_diversity,200,source_anchored,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,149,uncertainty_diversity,200,source_anchored,Benign,182,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,149,uncertainty_diversity,200,source_anchored,DoS,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,149,uncertainty_diversity,200,source_anchored,Exploits,13,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,149,uncertainty_diversity,200,source_anchored,Generic,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,149,uncertainty_diversity,200,source_anchored,Reconnaissance,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,149,uncertainty_diversity,200,source_anchored,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,23,uncertainty_diversity,200,source_anchored,Benign,182,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,23,uncertainty_diversity,200,source_anchored,DoS,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,23,uncertainty_diversity,200,source_anchored,Exploits,12,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,23,uncertainty_diversity,200,source_anchored,Generic,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,23,uncertainty_diversity,200,source_anchored,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,23,uncertainty_diversity,200,source_anchored,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,37,uncertainty_diversity,200,source_anchored,Benign,182,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,37,uncertainty_diversity,200,source_anchored,DoS,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,37,uncertainty_diversity,200,source_anchored,Exploits,13,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,37,uncertainty_diversity,200,source_anchored,Generic,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,37,uncertainty_diversity,200,source_anchored,Reconnaissance,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,37,uncertainty_diversity,200,source_anchored,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,53,uncertainty_diversity,200,source_anchored,Benign,182,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,53,uncertainty_diversity,200,source_anchored,DoS,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,53,uncertainty_diversity,200,source_anchored,Exploits,12,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,53,uncertainty_diversity,200,source_anchored,Generic,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,53,uncertainty_diversity,200,source_anchored,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,53,uncertainty_diversity,200,source_anchored,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,71,uncertainty_diversity,200,source_anchored,Benign,182,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,71,uncertainty_diversity,200,source_anchored,DoS,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,71,uncertainty_diversity,200,source_anchored,Exploits,13,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,71,uncertainty_diversity,200,source_anchored,Generic,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,71,uncertainty_diversity,200,source_anchored,Reconnaissance,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,71,uncertainty_diversity,200,source_anchored,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,83,uncertainty_diversity,200,source_anchored,Benign,182,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,83,uncertainty_diversity,200,source_anchored,DoS,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,83,uncertainty_diversity,200,source_anchored,Exploits,13,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,83,uncertainty_diversity,200,source_anchored,Generic,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,83,uncertainty_diversity,200,source_anchored,Reconnaissance,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,83,uncertainty_diversity,200,source_anchored,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,97,uncertainty_diversity,200,source_anchored,Benign,182,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,97,uncertainty_diversity,200,source_anchored,DoS,1,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,97,uncertainty_diversity,200,source_anchored,Exploits,12,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,97,uncertainty_diversity,200,source_anchored,Generic,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,97,uncertainty_diversity,200,source_anchored,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_anchored_B200,unsw_reconnaissance_ud_anchored_B200,97,uncertainty_diversity,200,source_anchored,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,109,uncertainty_diversity,50,replay,Benign,42,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,109,uncertainty_diversity,50,replay,Exploits,5,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,109,uncertainty_diversity,50,replay,Generic,2,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,109,uncertainty_diversity,50,replay,Shellcode,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,11,uncertainty_diversity,50,replay,Benign,40,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,11,uncertainty_diversity,50,replay,Exploits,6,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,11,uncertainty_diversity,50,replay,Generic,2,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,11,uncertainty_diversity,50,replay,Reconnaissance,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,11,uncertainty_diversity,50,replay,Shellcode,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,127,uncertainty_diversity,50,replay,Benign,41,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,127,uncertainty_diversity,50,replay,Exploits,5,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,127,uncertainty_diversity,50,replay,Generic,2,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,127,uncertainty_diversity,50,replay,Reconnaissance,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,127,uncertainty_diversity,50,replay,Shellcode,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,149,uncertainty_diversity,50,replay,Benign,42,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,149,uncertainty_diversity,50,replay,DoS,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,149,uncertainty_diversity,50,replay,Exploits,4,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,149,uncertainty_diversity,50,replay,Generic,2,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,149,uncertainty_diversity,50,replay,Shellcode,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,23,uncertainty_diversity,50,replay,Benign,41,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,23,uncertainty_diversity,50,replay,DoS,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,23,uncertainty_diversity,50,replay,Exploits,5,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,23,uncertainty_diversity,50,replay,Generic,2,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,23,uncertainty_diversity,50,replay,Shellcode,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,37,uncertainty_diversity,50,replay,Benign,42,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,37,uncertainty_diversity,50,replay,Exploits,5,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,37,uncertainty_diversity,50,replay,Generic,2,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,37,uncertainty_diversity,50,replay,Shellcode,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,53,uncertainty_diversity,50,replay,Benign,42,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,53,uncertainty_diversity,50,replay,DoS,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,53,uncertainty_diversity,50,replay,Exploits,4,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,53,uncertainty_diversity,50,replay,Generic,2,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,53,uncertainty_diversity,50,replay,Shellcode,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,71,uncertainty_diversity,50,replay,Benign,41,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,71,uncertainty_diversity,50,replay,Exploits,6,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,71,uncertainty_diversity,50,replay,Generic,2,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,71,uncertainty_diversity,50,replay,Shellcode,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,83,uncertainty_diversity,50,replay,Benign,40,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,83,uncertainty_diversity,50,replay,Exploits,6,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,83,uncertainty_diversity,50,replay,Generic,2,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,83,uncertainty_diversity,50,replay,Reconnaissance,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,83,uncertainty_diversity,50,replay,Shellcode,1,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,97,uncertainty_diversity,50,replay,Benign,41,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,97,uncertainty_diversity,50,replay,Exploits,6,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,97,uncertainty_diversity,50,replay,Generic,2,50
E23_UNSW_Reconnaissance_ud_replay_B050,unsw_reconnaissance_ud_replay_B050,97,uncertainty_diversity,50,replay,Shellcode,1,50
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,109,uncertainty_diversity,200,replay,Benign,182,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,109,uncertainty_diversity,200,replay,DoS,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,109,uncertainty_diversity,200,replay,Exploits,12,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,109,uncertainty_diversity,200,replay,Generic,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,109,uncertainty_diversity,200,replay,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,109,uncertainty_diversity,200,replay,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,11,uncertainty_diversity,200,replay,Benign,182,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,11,uncertainty_diversity,200,replay,DoS,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,11,uncertainty_diversity,200,replay,Exploits,12,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,11,uncertainty_diversity,200,replay,Generic,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,11,uncertainty_diversity,200,replay,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,11,uncertainty_diversity,200,replay,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,127,uncertainty_diversity,200,replay,Benign,182,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,127,uncertainty_diversity,200,replay,DoS,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,127,uncertainty_diversity,200,replay,Exploits,12,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,127,uncertainty_diversity,200,replay,Generic,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,127,uncertainty_diversity,200,replay,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,127,uncertainty_diversity,200,replay,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,149,uncertainty_diversity,200,replay,Benign,182,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,149,uncertainty_diversity,200,replay,DoS,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,149,uncertainty_diversity,200,replay,Exploits,13,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,149,uncertainty_diversity,200,replay,Generic,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,149,uncertainty_diversity,200,replay,Reconnaissance,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,149,uncertainty_diversity,200,replay,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,23,uncertainty_diversity,200,replay,Benign,182,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,23,uncertainty_diversity,200,replay,DoS,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,23,uncertainty_diversity,200,replay,Exploits,12,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,23,uncertainty_diversity,200,replay,Generic,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,23,uncertainty_diversity,200,replay,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,23,uncertainty_diversity,200,replay,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,37,uncertainty_diversity,200,replay,Benign,182,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,37,uncertainty_diversity,200,replay,DoS,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,37,uncertainty_diversity,200,replay,Exploits,13,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,37,uncertainty_diversity,200,replay,Generic,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,37,uncertainty_diversity,200,replay,Reconnaissance,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,37,uncertainty_diversity,200,replay,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,53,uncertainty_diversity,200,replay,Benign,182,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,53,uncertainty_diversity,200,replay,DoS,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,53,uncertainty_diversity,200,replay,Exploits,12,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,53,uncertainty_diversity,200,replay,Generic,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,53,uncertainty_diversity,200,replay,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,53,uncertainty_diversity,200,replay,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,71,uncertainty_diversity,200,replay,Benign,182,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,71,uncertainty_diversity,200,replay,DoS,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,71,uncertainty_diversity,200,replay,Exploits,13,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,71,uncertainty_diversity,200,replay,Generic,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,71,uncertainty_diversity,200,replay,Reconnaissance,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,71,uncertainty_diversity,200,replay,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,83,uncertainty_diversity,200,replay,Benign,182,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,83,uncertainty_diversity,200,replay,DoS,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,83,uncertainty_diversity,200,replay,Exploits,13,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,83,uncertainty_diversity,200,replay,Generic,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,83,uncertainty_diversity,200,replay,Reconnaissance,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,83,uncertainty_diversity,200,replay,Shellcode,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,97,uncertainty_diversity,200,replay,Benign,182,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,97,uncertainty_diversity,200,replay,DoS,1,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,97,uncertainty_diversity,200,replay,Exploits,12,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,97,uncertainty_diversity,200,replay,Generic,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,97,uncertainty_diversity,200,replay,Reconnaissance,2,200
E23_UNSW_Reconnaissance_ud_replay_B200,unsw_reconnaissance_ud_replay_B200,97,uncertainty_diversity,200,replay,Shellcode,1,200
