run_name,method,seed,selection,budget,update_rule,primary_normalized_recovery_area,global_acquisition_macro_f1,global_novel_auroc,global_novel_auprc,global_novel_exact_recall,mean_source_forgetting,trigger_delay_windows,false_trigger_count,labels_queried,updates,fit_seconds,prediction_seconds,update_seconds,seconds_per_target_observation,peak_process_memory_mb,model_size_mb,summary_path
E23_UNSW_Reconnaissance_random_anchored_B200,unsw_reconnaissance_random_anchored_B200,109,random_nested,200,source_anchored,0.25735980555534144,0.12534481859401697,0.47244095112783013,0.02554275105274049,0.0,8.903740346501907e-05,7,0,200,1,2.140437399968505,1.1965325023047626,0.004328399896621704,9.971104185873021e-06,1285.21875,1.1261930465698242,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed109\summary.json
E23_UNSW_Reconnaissance_random_anchored_B200,unsw_reconnaissance_random_anchored_B200,11,random_nested,200,source_anchored,0.35046814911188356,0.15494568581022716,0.5692320614142282,0.027360432455737084,0.0,0.00015542611511985455,7,0,200,1,2.2607388000469655,1.2450431988108903,0.004279999993741512,1.0375359990090753e-05,1317.17578125,1.1261777877807617,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed11\summary.json
E23_UNSW_Reconnaissance_random_anchored_B200,unsw_reconnaissance_random_anchored_B200,127,random_nested,200,source_anchored,0.29546187337572,0.1612973200564964,0.6290451600836111,0.028224300426481424,0.0,0.00019768726462905187,7,0,200,1,2.2161161999683827,1.2424469992984086,0.004743000026792288,1.0353724994153405e-05,1310.84375,1.1261777877807617,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed127\summary.json
E23_UNSW_Reconnaissance_random_anchored_B200,unsw_reconnaissance_random_anchored_B200,149,random_nested,200,source_anchored,0.30445320881297167,0.16007379947051087,0.605172146167031,0.02734130527543275,0.0,8.218287911721776e-05,7,0,200,1,2.2075827000662684,1.2904769000597298,0.004891999997198582,1.0753974167164415e-05,1312.65625,1.1264371871948242,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed149\summary.json
E23_UNSW_Reconnaissance_random_anchored_B200,unsw_reconnaissance_random_anchored_B200,23,random_nested,200,source_anchored,0.3169696191473144,0.1649175304851189,0.6160610663588942,0.02610554891924298,0.0,6.15814404867234e-05,7,0,200,1,3.598265300039202,2.3496206977870315,0.011465599993243814,1.9580172481558596e-05,1317.09375,1.1266660690307617,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed23\summary.json
E23_UNSW_Reconnaissance_random_anchored_B200,unsw_reconnaissance_random_anchored_B200,37,random_nested,200,source_anchored,0.3451834405180601,0.16350742700226178,0.617122332499992,0.02794829203214732,0.0,5.5075817664369694e-05,7,0,200,1,2.402384700020775,1.2639048018027097,0.005026999861001968,1.053254001502258e-05,1319.6171875,1.1261777877807617,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed37\summary.json
E23_UNSW_Reconnaissance_random_anchored_B200,unsw_reconnaissance_random_anchored_B200,53,random_nested,200,source_anchored,0.3194357906049822,0.16031446699283333,0.62779899820951,0.028608324035255817,0.0,0.00015012824181270454,7,0,200,1,2.3011686999816447,1.2397352033294737,0.005145799834281206,1.033112669441228e-05,1322.95703125,1.1264371871948242,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed53\summary.json
E23_UNSW_Reconnaissance_random_anchored_B200,unsw_reconnaissance_random_anchored_B200,71,random_nested,200,source_anchored,0.3091136693096389,0.1744928458029389,0.6259012616653745,0.027725396551675482,0.0,3.96405995719847e-05,7,0,200,1,2.3507936999667436,1.3227660949341953,0.004162499913945794,1.1023050791118294e-05,1324.921875,1.1264371871948242,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed71\summary.json
E23_UNSW_Reconnaissance_random_anchored_B200,unsw_reconnaissance_random_anchored_B200,83,random_nested,200,source_anchored,0.2978336948724622,0.16167263392128914,0.6430241578948108,0.026979397005485604,0.0,0.0002707419968251595,7,0,200,1,2.5385154001414776,1.2320235997904092,0.005176000064238906,1.0266863331586743e-05,1307.23828125,1.1264371871948242,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed83\summary.json
E23_UNSW_Reconnaissance_random_anchored_B200,unsw_reconnaissance_random_anchored_B200,97,random_nested,200,source_anchored,0.2730289594359978,0.1226735471027888,0.5201680855592558,0.02771325242689221,0.0,7.390590578884523e-05,7,0,200,1,3.022629000013694,1.8470291013363749,0.010258000111207366,1.5391909177803124e-05,1318.1953125,1.1266813278198242,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_anchored_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_anchored_B200__seed97\summary.json
E23_UNSW_Reconnaissance_random_replay_B050,unsw_reconnaissance_random_replay_B050,109,random_nested,50,replay,0.2813258191741514,0.13268666391816536,0.322833587118184,0.02332120421902154,0.22470238095238096,0.016113822121036316,7,0,50,1,2.1279379001352936,1.2058388001751155,0.005233099916949868,1.0048656668125962e-05,1311.03515625,1.1251096725463867,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed109\summary.json
E23_UNSW_Reconnaissance_random_replay_B050,unsw_reconnaissance_random_replay_B050,11,random_nested,50,replay,0.36091858801766774,0.16908071879386938,0.39437050245487554,0.02368732599788783,0.22470238095238096,0.01769497083757551,7,0,50,1,2.4544174999464303,1.2395750998985022,0.004867999814450741,1.0329792499154185e-05,1326.57421875,1.1250944137573242,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed11\summary.json
E23_UNSW_Reconnaissance_random_replay_B050,unsw_reconnaissance_random_replay_B050,127,random_nested,50,replay,0.35329838650420137,0.18158849879198452,0.44910084965502517,0.024343598723651688,0.22470238095238096,0.0034541792123787846,7,0,50,1,2.2321937000378966,1.2678043972700834,0.004793000174686313,1.0565036643917362e-05,1312.76953125,1.1251096725463867,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed127\summary.json
E23_UNSW_Reconnaissance_random_replay_B050,unsw_reconnaissance_random_replay_B050,149,random_nested,50,replay,0.36292445523611516,0.1829998697096123,0.44627807008936604,0.024190817889291803,0.22470238095238096,0.010786597561562543,7,0,50,1,2.257973700063303,1.4125245991162956,0.008112899959087372,1.1771038325969129e-05,1314.4453125,1.1253538131713867,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed149\summary.json
E23_UNSW_Reconnaissance_random_replay_B050,unsw_reconnaissance_random_replay_B050,23,random_nested,50,replay,0.39750260769459617,0.1827501557910359,0.46364087426999856,0.023121816308924216,0.22470238095238096,0.0,7,0,50,1,3.3209706000052392,2.344311799155548,0.00887769996188581,1.953593165962957e-05,1323.50390625,1.1255826950073242,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed23\summary.json
E23_UNSW_Reconnaissance_random_replay_B050,unsw_reconnaissance_random_replay_B050,37,random_nested,50,replay,0.4196772432446009,0.18715850745038304,0.45028353396332577,0.024209600922125964,0.22470238095238096,0.0,7,0,50,1,2.4958494000602514,1.325493900803849,0.00680510001257062,1.1045782506698742e-05,1320.6953125,1.1251096725463867,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed37\summary.json
E23_UNSW_Reconnaissance_random_replay_B050,unsw_reconnaissance_random_replay_B050,53,random_nested,50,replay,0.3890367254176981,0.1834652257625263,0.44892630672861444,0.023846184068918322,0.22470238095238096,0.0,7,0,50,1,2.3055207999423146,1.253046098863706,0.0042952001094818115,1.0442050823864217e-05,1324.08203125,1.1253385543823242,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed53\summary.json
E23_UNSW_Reconnaissance_random_replay_B050,unsw_reconnaissance_random_replay_B050,71,random_nested,50,replay,0.3687372995676218,0.1968412645451447,0.4678999662289066,0.024495889195463243,0.22470238095238096,0.0,7,0,50,1,2.3929297998547554,1.33154739998281,0.0045721998903900385,1.1096228333190083e-05,1325.1875,1.1253538131713867,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed71\summary.json
E23_UNSW_Reconnaissance_random_replay_B050,unsw_reconnaissance_random_replay_B050,83,random_nested,50,replay,0.34633597119642756,0.1783341021477239,0.4626657414731501,0.023097505366828062,0.22470238095238096,0.0,7,0,50,1,2.244228499941528,1.2624054001644254,0.0044513000175356865,1.0520045001370212e-05,1326.14453125,1.1253538131713867,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed83\summary.json
E23_UNSW_Reconnaissance_random_replay_B050,unsw_reconnaissance_random_replay_B050,97,random_nested,50,replay,0.28972524820840484,0.13558364979847595,0.33187249024390636,0.022978579978942367,0.22470238095238096,0.018560433546959607,7,0,50,1,2.871323199942708,1.7943584979511797,0.009275800082832575,1.4952987482926497e-05,1318.34375,1.1255979537963867,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B050__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B050__seed97\summary.json
E23_UNSW_Reconnaissance_random_replay_B200,unsw_reconnaissance_random_replay_B200,109,random_nested,200,replay,0.28096906337914485,0.13263738406980374,0.3112431153522628,0.023209275250452382,0.22470238095238096,0.017917107883041957,7,0,200,1,2.104697600007057,1.2076204963959754,0.00548029993660748,1.0063504136633128e-05,1311.0546875,1.1258726119995117,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B200__seed109\summary.json
E23_UNSW_Reconnaissance_random_replay_B200,unsw_reconnaissance_random_replay_B200,11,random_nested,200,replay,0.3609024553882422,0.1691395396178828,0.3940674053867602,0.02373787146343395,0.22470238095238096,0.01780318182144302,7,0,200,1,2.303597099846229,1.3600998977199197,0.004982300102710724,1.1334165814332664e-05,1318.18359375,1.1258573532104492,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B200__seed11\summary.json
E23_UNSW_Reconnaissance_random_replay_B200,unsw_reconnaissance_random_replay_B200,127,random_nested,200,replay,0.35354523233344537,0.18179990102037477,0.4524159424843967,0.024382366855016095,0.22470238095238096,0.0033273938332122536,7,0,200,1,2.2002552999183536,1.2303550015203655,0.0049165000673383474,1.0252958346003045e-05,1312.7890625,1.1258726119995117,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B200__seed127\summary.json
E23_UNSW_Reconnaissance_random_replay_B200,unsw_reconnaissance_random_replay_B200,149,random_nested,200,replay,0.3629993888897812,0.18307006915437318,0.44608033838113864,0.02416977934983009,0.22470238095238096,0.010584062502427145,7,0,200,1,2.520437599858269,1.2908612980972975,0.005139600019901991,1.0757177484144146e-05,1307.9609375,1.1261167526245117,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B200__seed149\summary.json
E23_UNSW_Reconnaissance_random_replay_B200,unsw_reconnaissance_random_replay_B200,23,random_nested,200,replay,0.39610357588153955,0.1827480729480984,0.46783626919113114,0.023226080073922337,0.22470238095238096,0.0,7,0,200,1,3.6164101001340896,2.319774396950379,0.011494999984279275,1.9331453307919825e-05,1315.2109375,1.1263456344604492,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B200__seed23\summary.json
E23_UNSW_Reconnaissance_random_replay_B200,unsw_reconnaissance_random_replay_B200,37,random_nested,200,replay,0.4198120994484846,0.18728471333113653,0.45296967654797227,0.024222230401641055,0.22470238095238096,0.0,7,0,200,1,2.267734199995175,1.2639087992720306,0.004571900004521012,1.0532573327266921e-05,1320.2890625,1.1258726119995117,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B200__seed37\summary.json
E23_UNSW_Reconnaissance_random_replay_B200,unsw_reconnaissance_random_replay_B200,53,random_nested,200,replay,0.3888720967425614,0.18347901993852447,0.4377709851828575,0.023686307876313838,0.22470238095238096,0.0,7,0,200,1,2.2935765001457185,1.3384019024670124,0.004819600144401193,1.1153349187225103e-05,1323.19921875,1.1261014938354492,evidence\v023_unsw_reconnaissance_gate4\gate4\runs\E23_UNSW_Reconnaissance_random_replay_B200__NF-UNSW-NB15-v3-Reconnaissance-V023-Historical-Source-to-NF-UNSW-NB15-v3-Reconnaissance-V023-Heldout-Target__NF-UNSW-NB15-v3-Reconnaissance-v023-full-adaptive__unsw_reconnaissance_random_replay_B200__seed53\summary.json
