window,start_row,stop_row,n_rows,shift_score,dominant_shift_feature,dominant_shift_contribution_percent,maximum_absolute_standardized_change,predicted_unknown_rate,novel_prevalence_posthoc,labels_present_posthoc,phase,normalized_shift_score
0,0,500,500,0.0611617222186474,pca_component_25,20.25371170950472,0.1557065948114365,0.064,0.0,Backdoor|Benign,pre_change,-0.18356964420206145
1,500,1000,500,0.05941571021219324,pca_component_20,32.014430295698396,0.19017313716053807,0.06,0.0,Backdoor|Benign,pre_change,-0.27123519795090206
2,1000,1500,500,0.04004542432979926,pca_component_22,12.427259712697268,0.07985747539779603,0.058,0.0,Backdoor|Benign,pre_change,-1.243798291375425
3,1500,2000,500,0.08651289369496117,pca_component_4,27.1361162741622,0.2549351230882329,0.088,0.0,Backdoor|Benign,pre_change,1.0892878604643619
4,2000,2500,500,0.049074096550641155,pca_component_4,22.370930247293636,0.13130139009885045,0.052,0.0,Backdoor|Benign,pre_change,-0.7904774969415532
5,2500,3000,500,0.047430254252709976,pca_component_0,12.058691367224332,0.09317095173851128,0.07,0.0,Backdoor|Benign,pre_change,-0.8730132096349394
6,3000,3500,500,0.0653255280611829,pca_component_5,13.045654705603127,0.13347221197380638,0.084,0.0,Backdoor|Benign,pre_change,0.0254909713831816
7,3500,4000,500,0.049015237735658336,pca_component_20,18.907327087470062,0.12056497800285895,0.044,0.0,Backdoor|Benign,pre_change,-0.7934327404275062
8,4000,4500,500,0.05691905654039191,pca_component_22,19.953435660298215,0.14382736516162226,0.04,0.0,Backdoor|Benign,pre_change,-0.39658973494634164
9,4500,5000,500,0.04367477143977395,pca_component_2,15.781400196324512,0.09814730899900195,0.046,0.0,Backdoor|Benign,pre_change,-1.0615723255936496
10,5000,5500,500,0.051241912467162025,pca_component_5,21.380459359686498,0.134032104071524,0.068,0.0,Backdoor|Benign,pre_change,-0.6816335817537674
11,5500,6000,500,0.04426521576670973,pca_component_4,21.025377021258805,0.11481786597770713,0.024,0.0,Backdoor|Benign,pre_change,-1.0319266938984786
12,6000,6500,500,0.053238333885020916,pca_component_4,16.071179169559006,0.1207322560715323,0.04,0.0,Backdoor|Benign,pre_change,-0.5813952165731784
13,6500,7000,500,0.058398137269138416,pca_component_5,38.34444272124453,0.2045621120081825,0.042,0.0,Backdoor|Benign,pre_change,-0.3223265393637828
14,7000,7500,500,0.051315263356718564,pca_component_4,19.635222159082847,0.12862916812194905,0.066,0.0,Backdoor|Benign,pre_change,-0.6779507053891295
15,7500,8000,500,0.078182577003365,pca_component_5,20.60893320602857,0.20077642929772074,0.074,0.0,Backdoor|Benign,pre_change,0.6710308135640608
16,8000,8500,500,0.06487983067078704,pca_component_5,39.07962053620181,0.22943510369191256,0.052,0.0,Backdoor|Benign,pre_change,0.003112941685198347
17,8500,9000,500,0.07866249107918795,pca_component_5,60.925417071851214,0.3473297151049706,0.088,0.0,Backdoor|Benign,pre_change,0.6951268295441124
18,9000,9500,500,0.0803435690095459,pca_component_5,61.49301656960692,0.356401077362236,0.052,0.0,Backdoor|Benign,pre_change,0.7795321068933053
19,9500,10000,500,0.05857661740746383,pca_component_5,45.269430885330245,0.22294708357396947,0.024,0.0,Backdoor|Benign,pre_change,-0.31336522632490943
20,10000,10500,500,0.06475583137287992,pca_component_5,27.397777284453866,0.1917394768656177,0.068,0.0,Backdoor|Benign,pre_change,-0.0031129416851976505
21,10500,11000,500,0.06324689777228101,pca_component_5,54.519210722081574,0.2641733463598115,0.048,0.0,Backdoor|Benign,pre_change,-0.07887502074178744
