evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9884685413716366,0.16474475689527276,0.9772,,0.32948951379054553,,,0.9772,,0.9884685413716366,0.0,,1.0,0.0228,0.6309279315119193
1,5000,10000,5000,1,0,0,0,False,Benign,0.9903069466882067,0.16505115778136778,0.9808,,0.33010231556273556,,,0.9808,,0.9903069466882067,0.0,,1.0,0.0192,0.6358369937466379
2,10000,15000,5000,1,0,0,0,False,Benign,0.9931534434152235,0.16552557390253725,0.9864,,0.3310511478050745,,,0.9864,,0.9931534434152235,0.0,,1.0,0.0136,0.6226061174652402
3,15000,20000,5000,1,0,0,0,False,Benign,0.9849776695087292,0.16416294491812153,0.9704,,0.32832588983624306,,,0.9704,,0.9849776695087292,0.0,,1.0,0.0296,0.6087084384909135
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31920034116459345,0.31920034116459345,0.3965326936946403,0.4502221038670186,0.31920034116459345,,,0.9434,,0.31920034116459345,0.0,,1.0,0.0566,0.5849289015269717
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.29349236145960833,0.29349236145960833,0.3248842986188256,0.4474410229392906,0.29349236145960833,,,0.8882,,0.29349236145960833,0.0,,1.0,0.1118,0.5448122994776219
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32650930813532786,0.32650930813532786,0.38461617676225907,0.45997768004527684,0.32650930813532786,,,0.868,,0.32650930813532786,0.0,,1.0,0.132,0.5215768175486966
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3238688059669592,0.3238688059669592,0.3797979401184402,0.5078776112558939,0.3238688059669592,,,0.9076,,0.3238688059669592,0.0,,1.0,0.0924,0.5574836810038949
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.33520590532533023,0.33520590532533023,0.38751966023980283,0.48756426235938427,0.33520590532533023,,,0.9254,,0.33520590532533023,0.0,,1.0,0.0746,0.5709335843485412
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31151733224406647,0.31151733224406647,0.38526177999972866,0.44174387256159786,0.31151733224406647,,,0.8698,,0.31151733224406647,0.0,,1.0,0.1302,0.5258490655346313
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2864679989463849,0.2864679989463849,0.3294385894364162,0.44365222800702364,0.2864679989463849,,,0.8902,,0.2864679989463849,0.0,,1.0,0.1098,0.542366607046632
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30659938275198584,0.30659938275198584,0.3589532343693496,0.508768271713453,0.30659938275198584,,,0.92,,0.30659938275198584,0.0,,1.0,0.08,0.5708618140966918
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3007996574141418,0.3007996574141418,0.3667385226652509,0.4455184974108189,0.3007996574141418,,,0.8654,,0.3007996574141418,0.0,,1.0,0.1346,0.5214229786267955
13,65000,70000,5000,6,0,21,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3355996327725322,0.3355996327725322,0.3844379954371571,0.48691945795802655,0.3355996327725322,,,0.9012,,0.3355996327725322,0.0,,1.0,0.0988,0.5486194512335602
14,70000,75000,5000,6,0,15,438,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32461046885466033,0.32461046885466033,0.3662998687972178,0.5280929999349552,0.32461046885466033,,,0.9148,,0.32461046885466033,0.0,,1.0,0.0852,0.5696236445964823
15,75000,80000,5000,6,0,9,455,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31242468517204175,0.31242468517204175,0.36978128293334755,0.4746731370197991,0.31242468517204175,,,0.8906,,0.31242468517204175,0.0,,1.0,0.1094,0.5422528164981724
16,80000,85000,5000,6,0,16,410,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3270641767741911,0.3270641767741911,0.4119980544472823,0.4469594758042696,0.3270641767741911,,,0.881,,0.3270641767741911,0.0,,1.0,0.119,0.5311226458948018
17,85000,90000,5000,6,0,24,393,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3210270120663277,0.3210270120663277,0.3725508571550731,0.47129551777498074,0.3210270120663277,,,0.8986,,0.3210270120663277,0.0,,1.0,0.1014,0.5581911343300935
18,90000,95000,5000,6,0,27,400,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3038374801901587,0.3038374801901587,0.3380773376739101,0.46836875532036276,0.3038374801901587,,,0.9092,,0.3038374801901587,0.0,,1.0,0.0908,0.5518383923000533
19,95000,100000,5000,6,0,20,505,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.33102976267351547,0.33102976267351547,0.3773549528755947,0.4877578023213799,0.33102976267351547,,,0.8812,,0.33102976267351547,0.0,,1.0,0.1188,0.5296289710755934
20,100000,105000,5000,6,0,18,331,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31367215963283385,0.31367215963283385,0.3437804384290411,0.4951799526134423,0.31367215963283385,,,0.9214,,0.31367215963283385,0.0,,1.0,0.0786,0.5515513091616036
21,105000,110000,5000,6,0,15,375,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3505217727340823,0.3505217727340823,0.39641097679813103,0.5098028998132024,0.3505217727340823,,,0.9186,,0.3505217727340823,0.0,,1.0,0.0814,0.5686289942774742
22,110000,115000,5000,6,0,13,527,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30678457528515884,0.30678457528515884,0.32742012078664173,0.470871106887944,0.30678457528515884,,,0.8774,,0.30678457528515884,0.0,,1.0,0.1226,0.5339339378567127
23,115000,120000,5000,6,0,15,364,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3573728645405579,0.3573728645405579,0.423639772127788,0.4873439429710698,0.3573728645405579,,,0.904,,0.3573728645405579,0.0,,1.0,0.096,0.553252194586462
