window,start_row,stop_row,n_rows,shift_score,dominant_shift_feature,dominant_shift_contribution_percent,maximum_absolute_standardized_change,predicted_unknown_rate,novel_prevalence_posthoc,labels_present_posthoc,phase,normalized_shift_score
0,0,500,500,0.06380939340706308,pca_component_25,19.36175718372929,0.15882980032438115,0.064,0.0,Backdoor|Benign,pre_change,-0.28707607399414303
1,500,1000,500,0.06057035661648282,pca_component_20,34.274227747095125,0.20059447125612123,0.058,0.0,Backdoor|Benign,pre_change,-0.41753274941193996
2,1000,1500,500,0.04600393727021512,pca_component_22,18.12041995121446,0.110778153278317,0.056,0.0,Backdoor|Benign,pre_change,-1.0042153848738034
3,1500,2000,500,0.09180817014915307,pca_component_4,23.76556903346506,0.2531806026424659,0.088,0.0,Backdoor|Benign,pre_change,0.8406132872878083
4,2000,2500,500,0.050851545666914494,pca_component_4,18.508330667678283,0.12375500506225835,0.05,0.0,Backdoor|Benign,pre_change,-0.8089712687835059
5,2500,3000,500,0.0475338362018586,pca_component_0,12.23341531441084,0.09404846559681708,0.068,0.0,Backdoor|Benign,pre_change,-0.9425965947051086
6,3000,3500,500,0.064138866190162,pca_component_16,16.126173900405362,0.14570080022039636,0.084,0.0,Backdoor|Benign,pre_change,-0.2738061031038051
7,3500,4000,500,0.05020555239305622,pca_component_20,26.791138472758618,0.14700168860845803,0.046,0.0,Backdoor|Benign,pre_change,-0.8349895391208155
8,4000,4500,500,0.05719287786071292,pca_component_22,24.07776389438573,0.15875412368668315,0.04,0.0,Backdoor|Benign,pre_change,-0.5535653659766454
9,4500,5000,500,0.04796583072280101,pca_component_23,16.154611395285,0.10905741950658045,0.044,0.0,Backdoor|Benign,pre_change,-0.9251974193809055
10,5000,5500,500,0.05450555747918437,pca_component_5,18.73887459082878,0.1334711884306028,0.068,0.0,Backdoor|Benign,pre_change,-0.6618009018545493
11,5500,6000,500,0.04643871883749956,pca_component_4,16.031117302328877,0.10518095626566093,0.024,0.0,Backdoor|Benign,pre_change,-0.986703957413078
12,6000,6500,500,0.053875418537295855,pca_component_0,11.722104296578314,0.1043442295743901,0.04,0.0,Backdoor|Benign,pre_change,-0.6871806170986411
