evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9873417721518988,0.16455696202531647,0.975,,0.32911392405063294,,,0.975,,0.9873417721518988,0.0,,1.0,0.025,0.6300518645775183
1,5000,10000,5000,1,0,0,0,False,Benign,0.988979880699626,0.16482998011660432,0.9782,,0.32965996023320865,,,0.9782,,0.988979880699626,0.0,,1.0,0.0218,0.6346461311838875
2,10000,15000,5000,1,0,0,0,False,Benign,0.99000100999899,0.165000168333165,0.9802,,0.33000033666633,,,0.9802,,0.99000100999899,0.0,,1.0,0.0198,0.6174249783664381
3,15000,20000,5000,1,0,0,0,False,Benign,0.9852866565195332,0.16421444275325553,0.971,,0.32842888550651106,,,0.971,,0.9852866565195332,0.0,,1.0,0.029,0.609994043387697
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.322279641893964,0.322279641893964,0.37119394909482667,0.4314914551218767,0.322279641893964,,,0.9422,,0.322279641893964,0.0,,1.0,0.0578,0.5854230635740985
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.26924981085277366,0.26924981085277366,0.3074736668757447,0.40186555391839124,0.26924981085277366,,,0.8792,,0.26924981085277366,0.0,,1.0,0.1208,0.5398057567038499
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.27829188455198955,0.27829188455198955,0.33006884940377906,0.38936047522129513,0.27829188455198955,,,0.8542,,0.27829188455198955,0.0,,1.0,0.1458,0.5110964532370061
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3372093398691854,0.3372093398691854,0.3791217559559514,0.49829752918581777,0.3372093398691854,,,0.9062,,0.3372093398691854,0.0,,1.0,0.0938,0.5581816730755593
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3201051733586675,0.3201051733586675,0.3686259871841562,0.4534258088285623,0.3201051733586675,,,0.9216,,0.3201051733586675,0.0,,1.0,0.0784,0.5674469389076483
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.28235157129038785,0.28235157129038785,0.34215116999827627,0.37807503752678623,0.28235157129038785,,,0.8582,,0.28235157129038785,0.0,,1.0,0.1418,0.5175676202615187
