evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9884685413716366,0.16474475689527276,0.9772,,0.32948951379054553,,,0.9772,,0.9884685413716366,0.0,,1.0,0.0228,0.6309279315119193
1,5000,10000,5000,1,0,0,0,False,Benign,0.9903069466882067,0.16505115778136778,0.9808,,0.33010231556273556,,,0.9808,,0.9903069466882067,0.0,,1.0,0.0192,0.6358369937466379
2,10000,15000,5000,1,0,0,0,False,Benign,0.9931534434152235,0.16552557390253725,0.9864,,0.3310511478050745,,,0.9864,,0.9931534434152235,0.0,,1.0,0.0136,0.6226061174652402
3,15000,20000,5000,1,0,0,0,False,Benign,0.9849776695087292,0.16416294491812153,0.9704,,0.32832588983624306,,,0.9704,,0.9849776695087292,0.0,,1.0,0.0296,0.6087084384909135
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3195599617722813,0.3195599617722813,0.39656744487618045,0.4510225781357758,0.3195599617722813,,,0.9436,,0.3195599617722813,0.0,,1.0,0.0564,0.5849676419084556
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2937537041911265,0.2937537041911265,0.324920824296377,0.44789956344052695,0.2937537041911265,,,0.8884,,0.2937537041911265,0.0,,1.0,0.1116,0.544723888278895
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3265875189272635,0.3265875189272635,0.38457890782964127,0.45962691087487273,0.3265875189272635,,,0.8678,,0.3265875189272635,0.0,,1.0,0.1322,0.5212336237600016
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3216898137424477,0.3216898137424477,0.37797644649366785,0.5047175480536351,0.3216898137424477,,,0.9072,,0.3216898137424477,0.0,,1.0,0.0928,0.556951418602963
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3350808758920987,0.3350808758920987,0.38751966023980283,0.4875335924828247,0.3350808758920987,,,0.9254,,0.3350808758920987,0.0,,1.0,0.0746,0.5707041440176993
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31151733224406647,0.31151733224406647,0.38526177999972866,0.44174387256159786,0.31151733224406647,,,0.8698,,0.31151733224406647,0.0,,1.0,0.1302,0.5257133909181467
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.28670229066831276,0.28670229066831276,0.3294749874854808,0.4441093524306023,0.28670229066831276,,,0.8904,,0.28670229066831276,0.0,,1.0,0.1096,0.542461034761425
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30659938275198584,0.30659938275198584,0.3589532343693496,0.508768271713453,0.30659938275198584,,,0.92,,0.30659938275198584,0.0,,1.0,0.08,0.570761238885912
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30185281613918263,0.30185281613918263,0.36681276171499105,0.44529563225376306,0.30185281613918263,,,0.8658,,0.30185281613918263,0.0,,1.0,0.1342,0.5217170691219559
13,65000,70000,5000,6,0,21,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.33511454181841605,0.33511454181841605,0.3834128223609563,0.48581284863556656,0.33511454181841605,,,0.9012,,0.33511454181841605,0.0,,1.0,0.0988,0.5484853747145872
14,70000,75000,5000,6,0,15,438,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32487794472089426,0.32487794472089426,0.3663364024812745,0.5287201981750802,0.32487794472089426,,,0.915,,0.32487794472089426,0.0,,1.0,0.085,0.5692819875799585
15,75000,80000,5000,6,0,9,455,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3126658440184234,0.3126658440184234,0.3698179532670476,0.4751438432711136,0.3126658440184234,,,0.8908,,0.3126658440184234,0.0,,1.0,0.1092,0.5423228476343341
16,80000,85000,5000,6,0,16,410,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3273002150445299,0.3273002150445299,0.4119980544472823,0.44635213698840476,0.3273002150445299,,,0.881,,0.3273002150445299,0.0,,1.0,0.119,0.5308869923851659
17,85000,90000,5000,6,0,24,393,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3209638607160117,0.3209638607160117,0.3725146803227166,0.4708409447963929,0.3209638607160117,,,0.8984,,0.3209638607160117,0.0,,1.0,0.1016,0.5578264647567107
18,90000,95000,5000,6,0,27,400,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30419521511626707,0.30419521511626707,0.33811356955796806,0.46897536639870646,0.30419521511626707,,,0.9094,,0.30419521511626707,0.0,,1.0,0.0906,0.5518148625720348
19,95000,100000,5000,6,0,20,505,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3302219689667579,0.3302219689667579,0.37654979989652865,0.48639420598185856,0.3302219689667579,,,0.881,,0.3302219689667579,0.0,,1.0,0.119,0.5293359702545927
20,100000,105000,5000,6,0,18,331,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31405970719942716,0.31405970719942716,0.34381613486653667,0.49579944117706937,0.31405970719942716,,,0.9216,,0.31405970719942716,0.0,,1.0,0.0784,0.5514244088573609
21,105000,110000,5000,6,0,15,375,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3505217727340823,0.3505217727340823,0.39641097679813103,0.5098028998132024,0.3505217727340823,,,0.9186,,0.3505217727340823,0.0,,1.0,0.0814,0.5684931461809222
22,110000,115000,5000,6,0,13,527,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3058609282132129,0.3058609282132129,0.3257682341582293,0.46947489204358755,0.3058609282132129,,,0.8776,,0.3058609282132129,0.0,,1.0,0.1224,0.5340071918087557
23,115000,120000,5000,6,0,15,364,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.35663696675396844,0.35663696675396844,0.42223921190369834,0.4848889215127613,0.35663696675396844,,,0.9038,,0.35663696675396844,0.0,,1.0,0.0962,0.5528534238110212
