evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9950758717716812,0.16584597862861353,0.9902,,0.33169195725722705,,,0.9902,,0.9950758717716812,0.0,,1.0,0.0098,0.6392161415496722
1,5000,10000,5000,1,0,0,0,False,Benign,0.9960847304487501,0.16601412174145835,0.9922,,0.3320282434829167,,,0.9922,,0.9960847304487501,0.0,,1.0,0.0078,0.6428804360077489
2,10000,15000,5000,1,0,0,0,False,Benign,0.9968903601163607,0.16614839335272677,0.9938,,0.33229678670545354,,,0.9938,,0.9968903601163607,0.0,,1.0,0.0062,0.6243410500202896
3,15000,20000,5000,1,0,0,0,False,Benign,0.9917322040734019,0.1652887006789003,0.9836,,0.3305774013578006,,,0.9836,,0.9917322040734019,0.0,,1.0,0.0164,0.6168544049795779
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.35797184992137104,0.35797184992137104,0.39550710768201797,0.5042733623838824,0.35797184992137104,,,0.9544,,0.35797184992137104,0.0,,1.0,0.0456,0.5878126602037376
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.279693713586667,0.279693713586667,0.314677078374028,0.44252470132994837,0.279693713586667,,,0.8952,,0.279693713586667,0.0,,1.0,0.1048,0.5470316561089007
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.281874555225721,0.281874555225721,0.3256124285185217,0.4160905536341628,0.281874555225721,,,0.8682,,0.281874555225721,0.0,,1.0,0.1318,0.5170786004126637
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.35822430758592955,0.35822430758592955,0.38535978457274833,0.5645884379895946,0.35822430758592955,,,0.925,,0.35822430758592955,0.0,,1.0,0.075,0.5685887634723771
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32762879759032976,0.32762879759032976,0.37120465574399497,0.4952035159254742,0.32762879759032976,,,0.9332,,0.32762879759032976,0.0,,1.0,0.0668,0.5720695972466253
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2994751669465158,0.2994751669465158,0.3539955963481725,0.41653372803223304,0.2994751669465158,,,0.8738,,0.2994751669465158,0.0,,1.0,0.1262,0.5252096277578179
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3023863882724804,0.3023863882724804,0.33826190673052786,0.48040789069538786,0.3023863882724804,,,0.9062,,0.3023863882724804,0.0,,1.0,0.0938,0.5522468807162259
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3099367868833513,0.3099367868833513,0.3553602248724923,0.5280932655416453,0.3099367868833513,,,0.9278,,0.3099367868833513,0.0,,1.0,0.0722,0.5734413381985389
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2897431768225325,0.2897431768225325,0.340411386471043,0.433981155840935,0.2897431768225325,,,0.8742,,0.2897431768225325,0.0,,1.0,0.1258,0.5248663851662901
