window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,novel_exact_recall,novel_rejection_rate,novel_harmful_acceptance_rate,resilience_score,acquisition_macro_f1,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,queried_label_counts,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
34,17000,17500,500,0.0,0.8249118683901293,0.27497062279670975,0.702,,0.20622796709753233,,,0.702,,,,,0.8249118683901293,0.8249118683901293,0.052,,0.948,0.25949367088607594,0.43512235218204426,False,warmup,0.12540699883321194,0.052,0,{},0,False,0.5193428171074622,0.0
35,17500,18000,500,0.0,0.8998899889988999,0.29996332966629996,0.818,,0.22497249724972498,,,0.818,,,,,0.8998899889988999,0.8998899889988999,0.022,,0.978,0.16359918200409,0.4981584302383826,False,warmup,0.11566445886953873,0.022,0,{},0,False,0.5193428171074622,0.0
36,18000,18500,500,0.0,0.88268156424581,0.29422718808193665,0.79,,0.2206703910614525,,,0.79,,,,,0.88268156424581,0.88268156424581,0.034,,0.966,0.18219461697722567,0.5004839193913917,False,warmup,0.16162901317287873,0.034,0,{},0,False,0.5193428171074622,0.0
37,18500,19000,500,0.0,0.8344988344988346,0.2781662781662782,0.716,,0.20862470862470864,,,0.716,,,,,0.8344988344988346,0.8344988344988346,0.03,,0.97,0.2618556701030928,0.44776790261650745,False,warmup,0.18031439659127574,0.03,0,{},0,False,0.5193428171074622,0.0
38,19000,19500,500,0.0,0.8123515439429929,0.27078384798099764,0.684,,0.20308788598574823,,,0.684,,,,,0.8123515439429929,0.8123515439429929,0.05,,0.95,0.28,0.394681770333447,False,warmup,0.10475370665223166,0.05,0,{},0,False,0.5193428171074622,0.0
39,19500,20000,500,0.0,0.7639060568603214,0.2546353522867738,0.618,,0.19097651421508036,,,0.618,,,,,0.7639060568603214,0.7639060568603214,0.04,,0.96,0.35625,0.3339473489020954,False,warmup,0.11651651806599886,0.04,0,{},0,False,0.5193428171074622,0.0
40,20000,20500,500,0.204,0.8579626972740315,0.2859875657580105,0.7512562814070352,,0.15139240506329116,0.24862649373844709,0.5850576411469111,0.7512562814070352,0.08823529411764706,0.0,0.08823529411764706,0.9117647058823529,0.4730989956958393,0.37848101265822787,0.05025125628140704,0.9117647058823529,0.942,0.3651804670912951,0.3062130749205175,False,persistence_pending,0.24950243761626117,0.058,0,{},0,False,0.5193428171074622,0.0
41,20500,21000,500,0.486,0.8449438202247191,0.2816479400749064,0.7315175097276264,,0.10930232558139534,0.4385329137649002,0.49821460024659336,0.7315175097276264,0.0,0.0,0.0,1.0,0.42247191011235957,0.27325581395348836,0.04669260700389105,1.0,0.976,0.6147540983606558,0.21401539487185084,True,persistent_mean_shift,0.40403557706987536,0.024,50,{'Benign': 50},50,True,0.5260686765895524,0.0
42,21000,21500,500,0.624,0.8776119402985074,0.2925373134328358,0.7819148936170213,,0.09088098918083462,0.5532914073664562,0.4824570376432079,0.7819148936170213,0.0,0.0,0.0,1.0,0.4388059701492537,0.22720247295208656,0.005319148936170213,1.0,0.998,0.7054108216432866,0.2768534859617414,False,latched,0.48890508617275336,0.002,0,{},50,False,0.5260686765895524,0.0
43,21500,22000,500,0.774,0.7849462365591398,0.26164874551971323,0.6460176991150443,,0.05095986038394416,0.7018478497998515,0.504424778761062,0.6460176991150443,0.0,0.0,0.0,1.0,0.3924731182795699,0.1273996509598604,0.04424778761061947,1.0,0.99,0.8525252525252526,0.31416518467493126,False,latched,0.5983846420525293,0.01,0,{},50,False,0.5260686765895524,0.0
44,22000,22500,500,0.664,0.7913669064748201,0.26378896882494,0.6547619047619048,,0.07213114754098361,0.6299293638153316,0.5773809523809523,0.6547619047619048,0.0,0.0,0.0,1.0,0.39568345323741005,0.18032786885245902,0.047619047619047616,1.0,0.984,0.7764227642276422,0.24092601152050572,False,latched,0.5093481311681656,0.016,0,{},50,False,0.5260686765895524,0.0
45,22500,23000,500,0.554,0.8737373737373737,0.29124579124579125,0.7757847533632287,,0.10282317979197622,0.5794000174720824,0.6579300966472941,0.7757847533632287,0.0,0.0,0.0,1.0,0.43686868686868685,0.25705794947994054,0.026905829596412557,1.0,0.988,0.6497975708502024,0.1672594026489496,False,latched,0.42304557247450214,0.012,0,{},50,False,0.5260686765895524,0.0
46,23000,23500,500,0.7,0.8142292490118577,0.2714097496706192,0.6866666666666666,,0.06832504145936982,0.6538725109905087,0.5593523809523809,0.6866666666666666,0.0,0.0,0.0,1.0,0.40711462450592883,0.17081260364842454,0.02666666666666667,1.0,0.992,0.7923387096774194,0.24256006328550742,False,latched,0.5420516614857626,0.008,0,{},50,False,0.5260686765895524,0.0
47,23500,24000,500,0.682,0.8642857142857143,0.2880952380952381,0.7610062893081762,,0.07793880837359099,0.6769724183123844,0.627344657776794,0.7610062893081762,0.0,0.0,0.0,1.0,0.43214285714285716,0.19484702093397746,0.006289308176100629,1.0,0.998,0.7575150300601202,0.225372493704816,False,latched,0.5292663208023768,0.002,0,{},50,False,0.5260686765895524,0.0
48,24000,24500,500,0.61,0.8529411764705882,0.28431372549019607,0.7435897435897436,,0.1124031007751938,0.583671824689578,0.5673308112652375,0.7435897435897436,0.0,0.0,0.0,1.0,0.4264705882352941,0.2248062015503876,0.0,1.0,1.0,0.71,0.19115958875166572,False,latched,0.5155272496379721,0.0,0,{},50,False,0.5260686765895524,0.0
49,24500,25000,500,0.706,0.775,0.25833333333333336,0.6326530612244898,,0.0627318718381113,0.7162185719463504,0.5954019001368253,0.6326530612244898,0.0,0.0,0.0,1.0,0.3875,0.15682967959527824,0.013605442176870748,1.0,0.996,0.8132530120481928,0.2163458951606584,False,latched,0.8483574515644331,0.004,0,{},50,False,0.5260686765895524,0.0
50,25000,25500,500,0.708,0.7933884297520661,0.2644628099173554,0.6575342465753424,,0.06442953020134227,0.7233296271385303,0.6166124912932436,0.6575342465753424,0.0,0.0,0.0,1.0,0.39669421487603307,0.1610738255033557,0.02054794520547945,1.0,0.994,0.806841046277666,0.17631316067604005,False,latched,1.0842931221917766,0.006,0,{},50,False,0.5260686765895524,0.0
51,25500,26000,500,0.56,0.8630490956072352,0.2876830318690784,0.759090909090909,,0.10014992503748125,0.6740830656757083,0.7233279220779221,0.759090909090909,0.0,0.0,0.0,1.0,0.4315245478036176,0.25037481259370314,0.022727272727272728,1.0,0.99,0.6626262626262627,0.14968389673402105,False,latched,0.9499293841825628,0.01,0,{},50,False,0.5260686765895524,0.0
52,26000,26500,500,0.48,0.8127853881278538,0.2709284627092846,0.6846153846153846,,0.10501474926253687,0.5354882346666514,0.6619070512820513,0.6846153846153846,0.0,0.0,0.0,1.0,0.4063926940639269,0.26253687315634217,0.023076923076923078,1.0,0.988,0.6396761133603239,0.1659312037578577,False,latched,0.8314117860770236,0.012,0,{},50,False,0.5260686765895524,0.0
53,26500,27000,500,0.462,0.8997955010224948,0.2999318336741649,0.8178438661710037,,0.12222222222222223,0.5514189260749921,0.7166191924556237,0.8178438661710037,0.0,0.0,0.0,1.0,0.4498977505112474,0.3055555555555556,0.01858736059479554,1.0,0.99,0.5555555555555556,0.25550586146137144,False,latched,0.8265045097238803,0.01,0,{},50,False,0.5260686765895524,0.0
54,27000,27500,500,0.572,0.8736842105263158,0.2912280701754386,0.7757009345794392,,0.09969969969969969,0.6975997795883894,0.7645578720345075,0.7757009345794392,0.0,0.0,0.0,1.0,0.4368421052631579,0.24924924924924924,0.028037383177570093,1.0,0.988,0.6639676113360324,0.14949127047943173,False,latched,1.0614448755186694,0.012,0,{},50,False,0.5260686765895524,0.0
55,27500,28000,500,0.668,0.8432055749128919,0.28106852497096396,0.7289156626506024,,0.07793880837359099,0.7539273423745143,0.7652586393478105,0.7289156626506024,0.0,0.0,0.0,1.0,0.42160278745644597,0.19484702093397746,0.04216867469879518,1.0,0.986,0.7545638945233266,0.16896425782521773,False,latched,1.40157939031977,0.014,0,{},50,False,0.5260686765895524,0.0
56,28000,28500,500,0.67,0.8,0.26666666666666666,0.6666666666666666,,0.07213114754098361,0.7964841575252234,0.7872817729534147,0.6666666666666666,0.0,0.0,0.0,1.0,0.4,0.18032786885245902,0.030303030303030304,1.0,0.99,0.7777777777777778,0.12609621026155718,False,latched,1.2782825962592996,0.01,0,{},50,False,0.5260686765895524,0.0
57,28500,29000,500,0.734,0.7393364928909952,0.24644549763033174,0.5864661654135338,,0.05397923875432527,0.8026069152913896,0.7091229435987789,0.5864661654135338,0.0,0.0,0.0,1.0,0.3696682464454976,0.13494809688581316,0.03759398496240601,1.0,0.99,0.8424242424242424,0.12770941401053226,False,latched,1.333940418324906,0.01,0,{},50,False,0.5260686765895524,0.0
58,29000,29500,500,0.724,0.7162790697674418,0.23875968992248062,0.5579710144927537,,0.053379549393414216,0.7381844542043667,0.6546360797501802,0.5579710144927537,0.0,0.0,0.0,1.0,0.3581395348837209,0.13344887348353554,0.036231884057971016,1.0,0.99,0.8444444444444444,0.18531007510933875,False,latched,1.2945577405350377,0.01,0,{},50,False,0.5260686765895524,0.0
59,29500,30000,500,0.71,0.8016528925619835,0.26721763085399447,0.6689655172413793,,0.06499162479061976,0.7308342173334984,0.6615638659543468,0.6689655172413793,0.0,0.0,0.0,1.0,0.40082644628099173,0.1624790619765494,0.027586206896551724,1.0,0.992,0.8044354838709677,0.17249583536838622,False,latched,1.1220776437054991,0.008,0,{},50,False,0.5260686765895524,0.0
60,30000,30500,500,0.716,0.7966101694915254,0.2655367231638418,0.6619718309859155,,0.0632996632996633,0.6872015603770392,0.584428357856637,0.6619718309859155,0.0,0.0,0.0,1.0,0.3983050847457627,0.15824915824915825,0.04929577464788732,1.0,0.986,0.8093306288032455,0.20383936170041403,False,latched,0.984667477564669,0.014,0,{},50,False,0.5260686765895524,0.0
61,30500,31000,500,0.664,0.88,0.29333333333333333,0.7857142857142857,,0.10443037974683544,0.7225685049772788,0.7224792025243834,0.7857142857142857,0.0,0.0,0.0,1.0,0.44,0.2088607594936709,0.02976190476190476,1.0,0.99,0.7333333333333333,0.17464798515365204,False,latched,0.757041477013531,0.01,0,{},50,False,0.5260686765895524,0.0
