window,start_row,stop_row,n_rows,shift_score,dominant_shift_feature,dominant_shift_contribution_percent,maximum_absolute_standardized_change,predicted_unknown_rate,novel_prevalence_posthoc,labels_present_posthoc,phase,normalized_shift_score
0,0,500,500,0.0656025082953085,pca_component_25,17.493848539665958,0.1552165817774631,0.062,0.0,Backdoor|Benign,pre_change,-0.30132924349422274
1,500,1000,500,0.06161994214460756,pca_component_20,35.84281472294859,0.20868792893124083,0.06,0.0,Backdoor|Benign,pre_change,-0.4642610472150518
2,1000,1500,500,0.04732717034209396,pca_component_22,16.384637733924613,0.1083687215700284,0.056,0.0,Backdoor|Benign,pre_change,-1.0489963665628244
3,1500,2000,500,0.08559998670069643,pca_component_4,21.131960800123146,0.22259662974935387,0.08,0.0,Backdoor|Benign,pre_change,0.5167928172993501
4,2000,2500,500,0.05264759137951008,pca_component_4,27.067771483208777,0.15494577796966538,0.05,0.0,Backdoor|Benign,pre_change,-0.8313312322303082
5,2500,3000,500,0.04794046162533434,pca_component_0,13.939252374393996,0.10125044516863545,0.068,0.0,Backdoor|Benign,pre_change,-1.0239058467312756
6,3000,3500,500,0.06553435659133096,pca_component_16,16.344682511819418,0.14987606204791526,0.082,0.0,Backdoor|Benign,pre_change,-0.30411741565145234
7,3500,4000,500,0.05147267955192064,pca_component_20,22.298543721968155,0.13749598509473177,0.044,0.0,Backdoor|Benign,pre_change,-0.8793983568023357
8,4000,4500,500,0.06013971516736791,pca_component_22,20.213316945389472,0.15295199603450907,0.038,0.0,Backdoor|Benign,pre_change,-0.5248189995984515
9,4500,5000,500,0.04880481014416862,pca_component_23,15.648278363922683,0.10921213527793575,0.042,0.0,Backdoor|Benign,pre_change,-0.988544258778164
10,5000,5500,500,0.05341264338893112,pca_component_5,20.255749049041356,0.135985691737371,0.066,0.0,Backdoor|Benign,pre_change,-0.8000319897021518
11,5500,6000,500,0.04971669385976838,pca_component_4,22.9785234138886,0.1348150225074792,0.024,0.0,Backdoor|Benign,pre_change,-0.9512379459777675
12,6000,6500,500,0.0577808984703556,pca_component_4,20.318169220503894,0.14733352050297419,0.038,0.0,Backdoor|Benign,pre_change,-0.6213211654252214
13,6500,7000,500,0.06174813474028673,pca_component_5,34.533017705252156,0.20526556452175784,0.04,0.0,Backdoor|Benign,pre_change,-0.45901652645951174
14,7000,7500,500,0.055181633984481115,pca_component_4,25.53908072331706,0.15775101992139012,0.058,0.0,Backdoor|Benign,pre_change,-0.727660353527969
15,7500,8000,500,0.07515545491256524,pca_component_5,22.296098863093256,0.20074740397420474,0.064,0.0,Backdoor|Benign,pre_change,0.0894938500341766
16,8000,8500,500,0.07130494115096521,pca_component_5,32.62011414104672,0.23037606351470827,0.052,0.0,Backdoor|Benign,pre_change,-0.06803552391456454
17,8500,9000,500,0.2540007814306998,pca_component_14,45.587702059581005,0.9701388408524244,0.088,0.0,Backdoor|Benign,pre_change,7.406281703391396
18,9000,9500,500,0.08693834249317646,pca_component_5,53.18798574820487,0.3586684012911221,0.052,0.0,Backdoor|Benign,pre_change,0.5715466405975798
19,9500,10000,500,0.06066635793013743,pca_component_5,42.365632087284844,0.2233725270392008,0.024,0.0,Backdoor|Benign,pre_change,-0.5032733800135873
20,10000,10500,500,0.06842315991310657,pca_component_5,25.203289682493246,0.19431518106513476,0.068,0.0,Backdoor|Benign,pre_change,-0.18593282862863977
21,10500,11000,500,0.0665743542808945,pca_component_5,49.39490426466831,0.26468115796698455,0.048,0.0,Backdoor|Benign,pre_change,-0.26156979860904367
22,11000,11500,500,0.3914233864143876,pca_component_14,49.15823846035838,1.552458198082483,0.036,0.0,Backdoor|Benign,pre_change,8.0
23,11500,12000,500,0.061058336618784625,pca_component_4,21.26904783339877,0.15929200619640685,0.048,0.0,Backdoor|Benign,pre_change,-0.4872370375286867
24,12000,12500,500,0.07463094587686404,pca_component_5,37.62836085581052,0.258971269185858,0.054,0.0,Backdoor|Benign,pre_change,0.06803552391456454
25,12500,13000,500,0.1018288986824314,pca_component_23,43.73173030160713,0.38092928930044656,0.038,0.0,Backdoor|Benign,pre_change,1.180738073085061
26,13000,13500,500,0.10274881483449662,pca_component_23,47.3297311376276,0.3998700058499606,0.04,0.0,Backdoor|Benign,pre_change,1.2183730029911293
27,13500,14000,500,0.12193936433989132,pca_component_5,25.55183094228696,0.3486823213274859,0.084,0.0,Backdoor|Benign,pre_change,2.003482584851434
28,14000,14500,500,0.1231540448476026,pca_component_5,37.650743910698026,0.4274747334698214,0.02,0.0,Backdoor|Benign,pre_change,2.0531766962803424
29,14500,15000,500,0.10510192684207197,pca_component_5,47.69686988437078,0.4106110257379402,0.042,0.0,Backdoor|Benign,pre_change,1.3146417827787327
30,15000,15500,500,0.06587872951458622,pca_component_5,19.37113658852667,0.16402035818981756,0.04,0.0,Backdoor|Benign,pre_change,-0.2900286850653405
31,15500,16000,500,0.08637345393148375,pca_component_5,20.381603961185643,0.22058422716226547,0.014,0.0,Backdoor|Benign,pre_change,0.5484363371462088
32,16000,16500,500,0.10399476133273476,pca_component_5,32.22620944994922,0.3339573947620223,0.056,0.0,Backdoor|Benign,pre_change,1.2693462455226718
33,16500,17000,500,0.09555356934270583,pca_component_5,30.971719425154294,0.30081851415606053,0.036,0.0,Backdoor|Benign,pre_change,0.9240064358506681
34,17000,17500,500,0.07567723642120436,pca_component_5,17.597201294589343,0.17958168999586197,0.064,0.0,Backdoor|Benign,pre_change,0.1108405895819387
35,17500,18000,500,0.08946493512058236,pca_component_5,28.687221740726855,0.2710641515922433,0.032,0.0,Backdoor|Benign,pre_change,0.6749127313224099
36,18000,18500,500,0.08766431258513435,pca_component_5,21.589291275663843,0.23041832417140484,0.052,0.0,Backdoor|Benign,pre_change,0.601246992595313
37,18500,19000,500,0.06425231868663228,pca_component_4,15.813188606591332,0.14453516392778012,0.012,0.0,Backdoor|Benign,pre_change,-0.35656720313690654
38,19000,19500,500,0.07012571369137822,pca_component_5,25.74979124072944,0.20129785152220728,0.036,0.0,Backdoor|Benign,pre_change,-0.11627920643414359
39,19500,20000,500,0.1489411549837403,pca_component_4,38.69487749974328,0.524102757300022,0.024,0.0,Backdoor|Benign|Exploits,pre_change,3.108159892601916
40,20000,20500,500,0.093775854511689,pca_component_20,29.147551392734755,0.286396072370746,0.048,0.012,Benign|DoS|Exploits|Reconnaissance,post_change,0.8512778802012255
41,20500,21000,500,0.25867578875294994,pca_component_23,49.76930178085208,1.0323133534578197,0.092,0.028,Backdoor|Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,7.59754214869203
42,21000,21500,500,0.06932724324171725,pca_component_9,18.927320440228137,0.17061746603183225,0.034,0.018,Benign|Exploits|Generic|Reconnaissance|Shellcode,post_change,-0.14894563949719417
43,21500,22000,500,0.08644791668607345,pca_component_23,12.96219061549583,0.17606325336094,0.044,0.01,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,0.5514827023429764
44,22000,22500,500,0.06685918537539977,pca_component_20,20.664022342867476,0.1719267688769682,0.048,0.008,Benign|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,-0.2499169993265126
45,22500,23000,500,0.07042378773194377,pca_component_16,22.55193031323559,0.18918479530283477,0.062,0.002,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,-0.10408462152733614
46,23000,23500,500,0.2852468396641995,pca_component_16,32.72264066987886,0.9230388962044493,0.178,0.012,Backdoor|Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode|Worms,post_change,8.0
47,23500,24000,500,1.185129753486127,pca_component_11,48.67907296347897,4.67748108738615,0.064,0.006,Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,8.0
48,24000,24500,500,0.06266517707657895,pca_component_2,20.94153415004279,0.16222041479912502,0.042,0.012,Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,-0.4214991679809445
49,24500,25000,500,0.0637567745359086,pca_component_5,22.40018698439294,0.1706974954055174,0.05,0.002,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,-0.37684053928387945
50,25000,25500,500,0.06771816153789768,pca_component_18,19.782132888670574,0.17037925138086113,0.082,0.002,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,-0.21477520124631025
51,25500,26000,500,0.0585833910691949,pca_component_5,30.40933820834957,0.18274814635906148,0.044,0.014,Benign|Exploits|Generic|Reconnaissance,post_change,-0.5884901811668708
52,26000,26500,500,0.058403076213326674,pca_component_2,20.067647860098784,0.14799905687911805,0.052,0.01,Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,-0.5958670893191937
53,26500,27000,500,0.06421774809755394,pca_component_5,25.25792631456057,0.18256978636457638,0.046,0.004,Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,-0.35798152953377854
54,27000,27500,500,0.07274727222962674,pca_component_2,20.014742999412526,0.18410547822950507,0.058,0.006,Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,-0.00902794053328901
55,27500,28000,500,0.06342889849615656,pca_component_1,20.826285727043757,0.1637450084185981,0.04,0.01,Benign|DoS|Exploits|Reconnaissance,post_change,-0.3902543615613172
56,28000,28500,500,0.055673010186824044,pca_component_5,24.470199580256207,0.15578959515844423,0.032,0.012,Benign|DoS|Exploits|Reconnaissance|Shellcode,post_change,-0.7075575334055377
57,28500,29000,500,0.05907096283079259,pca_component_1,28.87827194422323,0.17957035440321045,0.036,0.008,Benign|DoS|Exploits|Reconnaissance,post_change,-0.5685430055131853
58,29000,29500,500,0.06856033002189559,pca_component_1,19.253898538498206,0.1701794940111412,0.054,0.012,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,-0.18032102649005072
59,29500,30000,500,0.06393499982050602,pca_component_5,18.430998540087476,0.155270191921347,0.06,0.014,Benign|DoS|Exploits|Reconnaissance,post_change,-0.36954911812744623
60,30000,30500,500,0.06251753978126577,pca_component_5,33.72638347529212,0.2053817051246442,0.018,0.006,Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,-0.42753919592062045
61,30500,31000,500,0.0560368875192173,pca_component_8,25.191048692426758,0.15910071007200197,0.048,0.006,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,-0.6926708528441811
