evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,novel_exact_recall,novel_rejection_rate,novel_harmful_acceptance_rate,resilience_score,acquisition_macro_f1,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.88666221331552,0.44333110665776,0.7964,,0.29555407110517334,,,0.7964,,,,,0.88666221331552,0.88666221331552,0.0616,,0.9384,0.15132139812446718,0.5032907107176285
1,5000,10000,5000,1,0,0,0,False,Benign,0.8699288055147474,0.4349644027573737,0.7698,,0.2899762685049158,,,0.7698,,,,,0.8699288055147474,0.8699288055147474,0.111,,0.889,0.1340832395950506,0.4901216186665993
2,10000,15000,5000,1,0,0,0,False,Benign,0.8796773470759579,0.43983867353797895,0.7852,,0.29322578235865265,,,0.7852,,,,,0.8796773470759579,0.8796773470759579,0.112,,0.888,0.11576576576576576,0.48523460637161314
3,15000,20000,5000,1,0,0,0,False,Benign,0.8720956462891947,0.43604782314459734,0.7732,,0.2906985487630649,,,0.7732,,,,,0.8720956462891947,0.8720956462891947,0.0938,,0.9062,0.14676671816376075,0.47031191806998457
4,20000,25000,5000,1,1,0,2084,True,Benign|DoS,0.8551236749116607,0.4275618374558304,0.7469135802469136,,0.37321500403327335,0.26988586691594313,0.09808334583961936,0.7469135802469136,0.6626679462571977,0.6434740882917467,0.019193857965451054,0.3373320537428023,0.7588958105844292,0.7464300080665467,0.02709190672153635,0.980806142034549,0.9762,0.27904118008604795,0.28552911461960273
5,25000,30000,5000,1,1,0,2483,True,Benign|DoS,0.8790915163660654,0.4395457581830327,0.7842669845053635,,0.45431509074431065,0.3546020687056294,0.10751697158476609,0.7842669845053635,1.0,0.9532823197744664,0.04671768022553363,0.0,0.9395457581830327,0.9086301814886213,0.02820818434644418,0.9532823197744664,0.9626,0.09806773322252234,0.41011615384399963
6,30000,35000,5000,1,1,0,2571,True,Benign|DoS,0.8474495848161329,0.42372479240806643,0.7352820090572252,,0.4470170158208042,0.35082830737435944,0.0687344784809636,0.7352820090572252,1.0,0.9642162582652665,0.035783741734733567,0.0,0.9237247924080665,0.8940340316416084,0.030053519967064634,0.9642162582652665,0.967,0.11789038262668046,0.38813916097092527
7,35000,40000,5000,1,1,0,3182,True,Benign|DoS,0.8566037735849057,0.42830188679245285,0.7491749174917491,,0.454691059584011,0.4606991367704443,0.0787024648410787,0.7491749174917491,1.0,0.9629164047768699,0.03708359522313011,0.0,0.9283018867924528,0.909382119168022,0.034653465346534656,0.9629164047768699,0.9638,0.08155218925088192,0.39724051826571016
8,40000,45000,5000,1,1,0,2458,True,Benign|DoS,0.8661909009812667,0.43309545049063336,0.7639653815892997,,0.42136217454908265,0.39059615617898746,0.1892169245847948,0.7639653815892997,0.886899918633035,0.8291293734743694,0.05777054515866558,0.11310008136696502,0.8765454098071508,0.8427243490981653,0.029110936270653028,0.9422294548413345,0.9568,0.16806020066889632,0.3847626927663028
9,45000,50000,5000,1,1,0,1414,True,Benign|DoS,0.8460176991150442,0.4230088495575221,0.7331288343558282,,0.3729477366579868,0.2553828431584258,0.2859422664439976,0.7331288343558282,0.7595473833097596,0.693069306930693,0.06647807637906648,0.24045261669024046,0.8027825412124019,0.7458954733159736,0.03151143335192415,0.9335219236209336,0.9586,0.24702691424994785,0.36696488016906226
