window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,queried_label_counts,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
0,0,500,500,0.0,0.9847715736040609,0.1641285956006768,0.97,,0.49238578680203043,,,0.97,,0.9847715736040609,0.0,,1.0,0.03,0.6123071776819246,False,warmup,0.04758625917657526,0.0,0,{},0,False,0.3195107374980352,0.0
1,500,1000,500,0.0,0.9929506545820745,0.1654917757636791,0.986,,0.49647532729103727,,,0.986,,0.9929506545820745,0.0,,1.0,0.014,0.6352449660084147,False,warmup,0.07588186713129633,0.0,0,{},0,False,0.3195107374980352,0.0
2,1000,1500,500,0.0,0.9878542510121457,0.16464237516869096,0.976,,0.3292847503373819,,,0.976,,0.9878542510121457,0.0,,1.0,0.024,0.6219475073705514,False,warmup,0.0923800832352062,0.0,0,{},0,False,0.3195107374980352,0.0
3,1500,2000,500,0.0,0.9847715736040609,0.1641285956006768,0.97,,0.3282571912013536,,,0.97,,0.9847715736040609,0.0,,1.0,0.03,0.6224155587294431,False,warmup,0.06608381144669323,0.0,0,{},0,False,0.3195107374980352,0.0
4,2000,2500,500,0.0,0.9795918367346939,0.16326530612244897,0.96,,0.32653061224489793,,,0.96,,0.9795918367346939,0.0,,1.0,0.04,0.620096525997529,False,warmup,0.10114284731366578,0.0,0,{},0,False,0.3195107374980352,0.0
5,2500,3000,500,0.0,0.9909182643794148,0.1651530440632358,0.982,,0.4954591321897074,,,0.982,,0.9909182643794148,0.0,,1.0,0.018,0.6277228717761082,False,warmup,0.0727181418338919,0.0,0,{},0,False,0.3195107374980352,0.0
6,3000,3500,500,0.0,0.9858012170385395,0.16430020283975658,0.972,,0.32860040567951315,,,0.972,,0.9858012170385395,0.0,,1.0,0.028,0.6259468190424258,False,warmup,0.032992313285945436,0.0,0,{},0,False,0.3195107374980352,0.0
7,3500,4000,500,0.0,0.9806320081549439,0.163438668025824,0.962,,0.326877336051648,,,0.962,,0.9806320081549439,0.0,,1.0,0.038,0.6065079330010428,False,warmup,0.11325733780971659,0.0,0,{},0,False,0.3195107374980352,0.0
8,4000,4500,500,0.0,0.9888776541961577,0.16481294236602628,0.978,,0.32962588473205257,,,0.978,,0.9888776541961577,0.0,,1.0,0.022,0.6415831606080569,False,warmup,0.07482833108434907,0.0,0,{},0,False,0.3195107374980352,0.0
9,4500,5000,500,0.0,0.9795918367346939,0.16326530612244897,0.96,,0.32653061224489793,,,0.96,,0.9795918367346939,0.0,,1.0,0.04,0.6135758923275774,False,warmup,0.05610997461178405,0.0,0,{},0,False,0.3195107374980352,0.0
10,5000,5500,500,0.0,0.98989898989899,0.16498316498316498,0.98,,0.32996632996632996,,,0.98,,0.98989898989899,0.0,,1.0,0.02,0.6340569515943691,False,warmup,0.06577744785685705,0.0,0,{},0,False,0.3195107374980352,0.0
11,5500,6000,500,0.0,0.9868287740628167,0.16447146234380278,0.974,,0.49341438703140833,,,0.974,,0.9868287740628167,0.0,,1.0,0.026,0.6353822357389853,False,warmup,0.07516591425613602,0.0,0,{},0,False,0.3195107374980352,0.0
12,6000,6500,500,0.0,0.9929506545820745,0.1654917757636791,0.986,,0.49647532729103727,,,0.986,,0.9929506545820745,0.0,,1.0,0.014,0.6267153421755544,False,warmup,0.06207608638977648,0.0,0,{},0,False,0.3195107374980352,0.0
