evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,novel_exact_recall,novel_rejection_rate,novel_harmful_acceptance_rate,resilience_score,acquisition_macro_f1,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.8258776564518022,0.2752925521506007,0.7034,,0.20646941411295056,,,0.7034,,,,,0.8258776564518022,0.8258776564518022,0.0338,,0.9662,0.2719933761126061,0.4070368798597656
1,5000,10000,5000,1,0,0,0,False,Benign,0.8370740783812071,0.2790246927937357,0.7198,,0.20926851959530177,,,0.7198,,,,,0.8370740783812071,0.8370740783812071,0.0476,,0.9524,0.24422511549769005,0.42373746346009045
2,10000,15000,5000,1,0,0,0,False,Benign,0.8532110091743119,0.28440366972477066,0.744,,0.21330275229357798,,,0.744,,,,,0.8532110091743119,0.8532110091743119,0.0238,,0.9762,0.23786109403810696,0.4345890984823858
3,15000,20000,5000,1,0,0,0,False,Benign,0.8374796558939781,0.2791598852979927,0.7204,,0.20936991397349453,,,0.7204,,,,,0.8374796558939781,0.8374796558939781,0.0356,,0.9644,0.2530070510161759,0.4295110285190261
4,20000,25000,5000,1,1,0,3002,True,Benign|DDoS,0.7923844061650045,0.26412813538833485,0.6561561561561562,,0.32498624050089625,0.4181373476956186,0.11772848798165254,0.6561561561561562,0.8880746169220519,0.8850766155896069,0.0029980013324450365,0.11192538307794804,0.8402295115435282,0.8124656012522407,0.02952952952952953,0.997001998667555,0.9864,0.1954582319545823,0.21905923795661197
5,25000,30000,5000,1,1,0,3144,True,Benign|DDoS,0.7438240270727581,0.24794134235758603,0.5921336206896551,,0.33991847618518545,0.6300325523758034,0.5170900579648153,0.5921336206896551,1.0,1.0,0.0,0.0,0.871912013536379,0.8497961904629636,0.028556034482758622,1.0,0.9894,0.14230846977966444,0.49074344872664283
6,30000,35000,5000,1,1,0,4202,True,Benign|DDoS,0.7383399209486166,0.24611330698287218,0.5852130325814536,,0.1745736981586267,0.7467231225233423,0.360201431708734,0.5852130325814536,0.4512137077582104,0.4512137077582104,0.0,0.5487862922417897,0.5947768143534135,0.4364342453965667,0.10150375939849623,1.0,0.9838,0.5196178084976621,0.2838441353824599
7,35000,40000,5000,1,1,0,3541,True,Benign|DDoS,0.7105612019443217,0.23685373398144058,0.5510623714873201,,0.24878909225920917,0.600926990023112,0.34354169767681786,0.5510623714873201,0.6707144874329285,0.6707144874329285,0.0,0.32928551256707145,0.6906378446886251,0.6219727306480229,0.12748457847840988,1.0,0.9628,0.3396343996676361,0.2269246998287757
8,40000,45000,5000,1,1,0,2989,True,Benign|DDoS,0.7063364425860406,0.23544548086201353,0.5459970164097464,,0.33059428772544247,0.4556659987383795,0.2444414535711,0.5459970164097464,1.0,1.0,0.0,0.0,0.8531682212930203,0.8264857193136061,0.147687717553456,1.0,0.9406,0.13098022538805018,0.3931201101670193
9,45000,50000,5000,1,1,0,3101,True,Benign|DDoS,0.7155901251268177,0.23853004170893924,0.5571353343865192,,0.3357024921439604,0.4848278372453838,0.2576190832799693,0.5571353343865192,0.9967752337955498,0.9967752337955498,0.0,0.0032247662044501773,0.8561826794611838,0.839256230359901,0.10479199578725645,1.0,0.9602,0.13580504061653823,0.3957983269040014
10,50000,55000,5000,1,1,0,3118,True,Benign|DDoS,0.7192922762844505,0.23976409209481683,0.5616365568544102,,0.33392246013345217,0.511272352921719,0.29990971487076856,0.5616365568544102,1.0,1.0,0.0,0.0,0.8596461381422252,0.8348061503336304,0.03825717321997875,1.0,0.9856,0.15280032467532467,0.41038599815685933
11,55000,60000,5000,1,1,0,3154,True,Benign|DDoS,0.7117934403349616,0.23726448011165388,0.5525460455037919,,0.3313907527957906,0.5039911107721131,0.2691022973115018,0.5525460455037919,1.0,1.0,0.0,0.0,0.8558967201674808,0.8284768819894766,0.04604550379198267,1.0,0.983,0.15076297049847406,0.40516343832735613
12,60000,65000,5000,1,1,0,3161,True,Benign|DDoS,0.7171259155912103,0.23904197186373677,0.55899945622621,,0.33293357640361376,0.5049874979292905,0.2717974415967855,0.55899945622621,1.0,1.0,0.0,0.0,0.8585629577956051,0.8323339410090345,0.05002718868950517,1.0,0.9816,0.14649551752241238,0.4085375377698661
13,65000,70000,5000,1,1,0,3211,True,Benign|DDoS,0.7576388888888889,0.25254629629629627,0.6098378982671884,,0.34211985375344184,0.5167554648673817,0.27356910870420104,0.6098378982671884,1.0,1.0,0.0,0.0,0.8788194444444444,0.8552996343836046,0.043040804918949134,1.0,0.9846,0.12614259597806216,0.42529663635554404
14,70000,75000,5000,1,1,0,2903,True,Benign|DDoS,0.7588043799940811,0.2529347933313604,0.6113495469718646,,0.3392931757404183,0.4445019999037776,0.2515753768608962,0.6113495469718646,1.0,1.0,0.0,0.0,0.8794021899970406,0.8482329393510457,0.04196471149260849,1.0,0.9824,0.14800488599348535,0.4051911295361038
15,75000,80000,5000,1,1,0,3149,True,Benign|DDoS,0.7749834546657842,0.2583278182219281,0.6326310102647218,,0.3435249340766641,0.5049780308371672,0.26845753301837993,0.6326310102647218,0.9968243886948237,0.9968243886948237,0.0,0.0031756113051762463,0.885903921680304,0.8588123351916603,0.02215018908698001,1.0,0.9918,0.13087315991127244,0.4194011108468751
16,80000,85000,5000,1,1,0,3161,True,Benign|DDoS,0.7421340629274966,0.2473780209758322,0.589994562262099,,0.33453219969176956,0.513732118214457,0.2806115313416521,0.589994562262099,1.0,1.0,0.0,0.0,0.8710670314637483,0.8363304992294239,0.01794453507340946,1.0,0.9934,0.14515804308435676,0.4051260198985637
17,85000,90000,5000,1,1,0,3063,True,Benign|DDoS,0.749515816655907,0.24983860555196902,0.5993804852865255,,0.33650078745545803,0.4888077435630934,0.2762178387404347,0.5993804852865255,1.0,1.0,0.0,0.0,0.8747579083279535,0.841251968638645,0.02581311306143521,1.0,0.99,0.14666666666666667,0.4097037096182696
18,90000,95000,5000,1,1,0,2945,True,Benign|DDoS,0.7642814191220686,0.25476047304068955,0.6184914841849148,,0.3390719019085111,0.47214404229298473,0.28868972525497877,0.6184914841849148,1.0,1.0,0.0,0.0,0.8821407095610343,0.8476797547712778,0.016058394160583942,1.0,0.9934,0.15119790618079323,0.416157932018246
19,95000,100000,5000,1,1,0,2645,True,Benign|DDoS,0.7763055339049104,0.2587685113016368,0.6343949044585987,,0.3413976303559293,0.40979405628699894,0.2770184500660221,0.6343949044585987,1.0,1.0,0.0,0.0,0.8881527669524552,0.8534940758898233,0.019532908704883226,1.0,0.9908,0.16451352442470732,0.415051884549279
20,100000,105000,5000,1,1,0,2973,True,Benign|DDoS,0.7594859241126071,0.2531619747042024,0.6122348297977306,,0.33719335403923417,0.481062227153649,0.2951830410547418,0.6122348297977306,0.9868819374369324,0.9868819374369324,0.0,0.013118062563067608,0.8731839307747697,0.8429833850980855,0.018253576714356193,1.0,0.9926,0.15877493451541405,0.4081916129730725
21,105000,110000,5000,1,1,0,3429,True,Benign|DDoS,0.6669495120916419,0.22231650403054729,0.5003182686187142,,0.31152047033972086,0.5636125138896324,0.2755560233519505,0.5003182686187142,0.9620880723242928,0.9620880723242928,0.0,0.037911927675707204,0.8145187922079673,0.7788011758493021,0.021642266072565246,1.0,0.9932,0.17740636327023762,0.3732036404255406
22,110000,115000,5000,1,1,0,3097,True,Benign|DDoS,0.7111412123264477,0.23704707077548257,0.5517603783499737,,0.3265921904168043,0.4948417350701175,0.27867576830492646,0.5517603783499737,0.9903132063287052,0.9903132063287052,0.0,0.009686793671294802,0.8507272093275764,0.8164804760420108,0.02627430373095113,1.0,0.99,0.16828282828282828,0.3945302668276596
23,115000,120000,5000,1,1,0,3227,True,Benign|DDoS,0.7661795407098121,0.255393180236604,0.6209813874788495,,0.34002728697001194,0.532184442036716,0.28973265791262426,0.6209813874788495,0.9814068794546018,0.9814068794546018,0.0,0.018593120545398203,0.873793210082207,0.8500682174250298,0.021996615905245348,1.0,0.9922,0.13968957871396895,0.41779711041526163
