window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,novel_exact_recall,novel_rejection_rate,novel_harmful_acceptance_rate,resilience_score,acquisition_macro_f1,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,queried_label_counts,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
166,83000,83500,500,0.746,0.8348623853211009,0.2782874617737003,0.7165354330708661,,0.061590524534686976,0.7315628550029107,0.5897912224778873,0.7165354330708661,0.0,0.0,0.0,1.0,0.41743119266055045,0.15397631133671744,0.015748031496062992,1.0,0.996,0.8172690763052208,0.17423549876586236,False,latched,0.8718960095685464,0.004,0,{},50,False,0.5303209661413969,0.0
167,83500,84000,500,0.618,0.8927536231884058,0.2975845410628019,0.806282722513089,,0.09418960244648318,0.7072485673558209,0.7381860078957624,0.806282722513089,0.0,0.0,0.0,1.0,0.4463768115942029,0.23547400611620795,0.005235602094240838,1.0,0.998,0.6913827655310621,0.12292112114153923,False,latched,0.7531841913901921,0.002,0,{},50,False,0.5303209661413969,0.0
168,84000,84500,500,0.414,0.9188191881918819,0.3062730627306273,0.8498293515358362,,0.132977303070761,0.4870961833755745,0.6873423356581095,0.8498293515358362,0.0,0.0,0.0,1.0,0.45940959409594095,0.3324432576769025,0.013651877133105802,1.0,0.992,0.49798387096774194,0.2038491741270565,False,latched,0.588991804447096,0.008,0,{},50,False,0.5303209661413969,0.0
169,84500,85000,500,0.384,0.9324090121317158,0.31080300404390526,0.8733766233766234,,0.1399219765929779,0.4326608064426075,0.6550662878787878,0.8733766233766234,0.0,0.0,0.0,1.0,0.4662045060658579,0.34980494148244473,0.006493506493506494,1.0,0.996,0.4598393574297189,0.24302074678912364,False,latched,0.602237318586277,0.004,0,{},50,False,0.5303209661413969,0.0
170,85000,85500,500,0.566,0.9095477386934674,0.30318257956448913,0.8341013824884793,,0.10631424375917768,0.6130878279039297,0.6630571070329421,0.8341013824884793,0.0,0.0,0.0,1.0,0.4547738693467337,0.2657856093979442,0.013824884792626729,1.0,0.994,0.635814889336016,0.09925602361545853,False,latched,0.9387455390803062,0.006,0,{},50,False,0.5303209661413969,0.0
171,85500,86000,500,0.61,0.8629737609329446,0.28765792031098153,0.7589743589743589,,0.09135802469135802,0.6326097301409859,0.6528289197141657,0.7589743589743589,0.0,0.0,0.0,1.0,0.4314868804664723,0.22839506172839505,0.035897435897435895,1.0,0.986,0.6997971602434077,0.14249371858848026,False,latched,0.9424805894296683,0.014,0,{},50,False,0.5303209661413969,0.0
172,86000,86500,500,0.552,0.8827930174563591,0.2942643391521197,0.7901785714285714,,0.10457902511078287,0.5907733770678105,0.6631567028985507,0.7901785714285714,0.0,0.0,0.0,1.0,0.44139650872817954,0.2614475627769572,0.013392857142857142,1.0,0.994,0.6438631790744467,0.17913272578695763,False,latched,0.782522046297341,0.006,0,{},50,False,0.5303209661413969,0.0
173,86500,87000,500,0.598,0.8986301369863013,0.29954337899543376,0.8159203980099502,,0.09879518072289156,0.61979488428066,0.6569493668779847,0.8159203980099502,0.0,0.0,0.0,1.0,0.44931506849315067,0.2469879518072289,0.024875621890547265,1.0,0.99,0.6686868686868687,0.11886313019128351,False,latched,0.7517027603297021,0.01,0,{},50,False,0.5303209661413969,0.0
174,87000,87500,500,0.644,0.9012345679012346,0.3004115226337449,0.8202247191011236,,0.09040247678018576,0.5865128994928368,0.5186335403726708,0.8202247191011236,0.0,0.0,0.0,1.0,0.4506172839506173,0.2260061919504644,0.033707865168539325,1.0,0.988,0.7044534412955465,0.1503047563152683,False,latched,0.7355953338283369,0.012,0,{},50,False,0.5303209661413969,0.0
175,87500,88000,500,0.598,0.8802228412256268,0.2934076137418756,0.7860696517412935,,0.09604863221884499,0.5771478750182409,0.5754837850879382,0.7860696517412935,0.0,0.0,0.0,1.0,0.4401114206128134,0.24012158054711247,0.029850746268656716,1.0,0.988,0.680161943319838,0.1220611441683505,False,latched,0.7621902053313218,0.012,0,{},50,False,0.5303209661413969,0.0
176,88000,88500,500,0.658,0.8523489932885906,0.2841163310961969,0.7426900584795322,,0.0810207336523126,0.6169706233138053,0.5431486517712721,0.7426900584795322,0.0,0.0,0.0,1.0,0.4261744966442953,0.2025518341307815,0.017543859649122806,1.0,0.994,0.744466800804829,0.19186815840131444,False,latched,0.7373894234787578,0.006,0,{},50,False,0.5303209661413969,0.0
177,88500,89000,500,0.698,0.8517110266159695,0.28390367553865653,0.7417218543046358,,0.07320261437908496,0.6751489979336032,0.5594793070077231,0.7417218543046358,0.0,0.0,0.0,1.0,0.42585551330798477,0.1830065359477124,0.019867549668874173,1.0,0.994,0.7746478873239436,0.15483259412516048,False,latched,0.8221250399350589,0.006,0,{},50,False,0.5303209661413969,0.0
178,89000,89500,500,0.638,0.9030303030303031,0.301010101010101,0.8232044198895028,,0.09183359013867488,0.6356441911198722,0.6009283153501099,0.8232044198895028,0.0,0.0,0.0,1.0,0.45151515151515154,0.2295839753466872,0.027624309392265192,1.0,0.99,0.6989898989898989,0.07665520748727364,False,latched,0.7860163949927117,0.01,0,{},50,False,0.5303209661413969,0.0
179,89500,90000,500,0.564,0.8762886597938144,0.2920962199312715,0.7798165137614679,,0.10149253731343284,0.6304032303041887,0.6974429045481163,0.7798165137614679,0.0,0.0,0.0,1.0,0.4381443298969072,0.2537313432835821,0.045871559633027525,1.0,0.98,0.6530612244897959,0.13106804716728596,False,latched,0.7756267366248601,0.02,0,{},50,False,0.5303209661413969,0.0
180,90000,90500,500,0.532,0.875,0.2916666666666667,0.7777777777777778,,0.10674486803519061,0.6348473572519902,0.7435415461731251,0.7777777777777778,0.0,0.0,0.0,1.0,0.4375,0.2668621700879765,0.01282051282051282,1.0,0.994,0.6338028169014085,0.1654096047825357,False,latched,0.7590329301574145,0.006,0,{},50,False,0.5303209661413969,0.0
