evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9884685413716366,0.16474475689527276,0.9772,,0.32948951379054553,,,0.9772,,0.9884685413716366,0.0,,1.0,0.0228,0.6309279315119193
1,5000,10000,5000,1,0,0,0,False,Benign,0.9903069466882067,0.16505115778136778,0.9808,,0.33010231556273556,,,0.9808,,0.9903069466882067,0.0,,1.0,0.0192,0.6358369937466379
2,10000,15000,5000,1,0,0,0,False,Benign,0.9931534434152235,0.16552557390253725,0.9864,,0.3310511478050745,,,0.9864,,0.9931534434152235,0.0,,1.0,0.0136,0.6226061174652402
3,15000,20000,5000,1,0,0,0,False,Benign,0.9849776695087292,0.16416294491812153,0.9704,,0.32832588983624306,,,0.9704,,0.9849776695087292,0.0,,1.0,0.0296,0.6087084384909135
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31368416850871245,0.31368416850871245,0.39370022057896015,0.4390017173997083,0.31368416850871245,,,0.9408,,0.31368416850871245,0.0,,1.0,0.0592,0.5820583300986304
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2919532582129784,0.2919532582129784,0.32455556752086373,0.44346382798582096,0.2919532582129784,,,0.8864,,0.2919532582129784,0.0,,1.0,0.1136,0.5426712101342279
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32262605314748966,0.32262605314748966,0.3831857237623478,0.4535906264338796,0.32262605314748966,,,0.8648,,0.32262605314748966,0.0,,1.0,0.1352,0.5181199376657142
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32367290535554294,0.32367290535554294,0.3804518250491296,0.5054710333043777,0.32367290535554294,,,0.9064,,0.32367290535554294,0.0,,1.0,0.0936,0.5557910856402913
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3323719788190968,0.3323719788190968,0.3868762975977269,0.4758375118366397,0.3323719788190968,,,0.9218,,0.3323719788190968,0.0,,1.0,0.0782,0.566925607276105
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3081816466347633,0.3081816466347633,0.3846624234471403,0.43787029940662814,0.3081816466347633,,,0.8674,,0.3081816466347633,0.0,,1.0,0.1326,0.5231512675009072
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2821420734870561,0.2821420734870561,0.33113739990689256,0.4373290459526342,0.2821420734870561,,,0.8876,,0.2821420734870561,0.0,,1.0,0.1124,0.5394753282612332
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30395418394075385,0.30395418394075385,0.35744902702654313,0.5012017045066184,0.30395418394075385,,,0.9176,,0.30395418394075385,0.0,,1.0,0.0824,0.5680259897974271
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2946775560427094,0.2946775560427094,0.3644716611145787,0.43909053676262844,0.2946775560427094,,,0.8616,,0.2946775560427094,0.0,,1.0,0.1384,0.517269012652663
13,65000,70000,5000,6,0,21,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32785441301014123,0.32785441301014123,0.3764857458156679,0.4773947921445215,0.32785441301014123,,,0.898,,0.32785441301014123,0.0,,1.0,0.102,0.5449489287816595
14,70000,75000,5000,6,0,15,438,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30664526774836265,0.30664526774836265,0.3531422304371059,0.505631635884158,0.30664526774836265,,,0.9092,,0.30664526774836265,0.0,,1.0,0.0908,0.5634693401588307
15,75000,80000,5000,6,0,9,455,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30738710118158663,0.30738710118158663,0.3677878835934136,0.4654768398036592,0.30738710118158663,,,0.8868,,0.30738710118158663,0.0,,1.0,0.1132,0.5380507791564889
16,80000,85000,5000,6,0,16,410,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3262958571688805,0.3262958571688805,0.4140521685980461,0.44393205053186574,0.3262958571688805,,,0.8782,,0.3262958571688805,0.0,,1.0,0.1218,0.5279620667078841
17,85000,90000,5000,6,0,24,393,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3106276035274361,0.3106276035274361,0.3658142785469581,0.4598040023490336,0.3106276035274361,,,0.8944,,0.3106276035274361,0.0,,1.0,0.1056,0.5537408352272507
18,90000,95000,5000,6,0,27,400,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30094861165790726,0.30094861165790726,0.3351740059534429,0.4644963524212395,0.30094861165790726,,,0.9076,,0.30094861165790726,0.0,,1.0,0.0924,0.5498495250391182
19,95000,100000,5000,6,0,20,505,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32305775985129886,0.32305775985129886,0.3687933192971184,0.48045262502298786,0.32305775985129886,,,0.878,,0.32305775985129886,0.0,,1.0,0.122,0.5260201522131145
20,100000,105000,5000,6,0,18,331,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30998477213806164,0.30998477213806164,0.3433520811790946,0.4887065321857346,0.30998477213806164,,,0.919,,0.30998477213806164,0.0,,1.0,0.081,0.548445298975593
21,105000,110000,5000,6,0,15,375,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3464081648959058,0.3464081648959058,0.39786886338358246,0.5016299010185703,0.3464081648959058,,,0.916,,0.3464081648959058,0.0,,1.0,0.084,0.5656631809387171
22,110000,115000,5000,6,0,13,527,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3030484299269293,0.3030484299269293,0.32621140948403377,0.46955241952434895,0.3030484299269293,,,0.875,,0.3030484299269293,0.0,,1.0,0.125,0.5311547489447892
23,115000,120000,5000,6,0,15,364,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3477975678917034,0.3477975678917034,0.4147075628477572,0.47896171003974397,0.3477975678917034,,,0.9016,,0.3477975678917034,0.0,,1.0,0.0984,0.5504800741686302
