adaptation_enabled,common_feature_count,false_trigger_rate,fit_seconds,initial_degradation,initial_known_classes,label_budget_ceiling,label_budget_fraction,labels_queried,mean_known_macro_f1,mean_novel_auprc,mean_resilience_score,mean_source_forgetting,method,method_type,model_size_mb,normalized_recovery_area,novel_target_classes,peak_process_memory_mb,pre_change_reference,prediction_seconds,primary_normalized_recovery_area,recovery_time_windows,run_name,scenario,seconds_per_target_observation,seed,source_dataset,source_exact_duplicates_removed_before_split,source_reference_macro_f1,stream_mode,target_dataset,target_rows,trigger_delay_windows,true_change_window,update_seconds,updates,window_count,summary_path,integrity_checks.initial_model_saw_novel_target_class_names,integrity_checks.label_budget_respected,integrity_checks.predictions_scored_before_updates,integrity_checks.preprocessing_fit_on_source_only
True,20,0.0,0.021943300002021715,-0.02328879747703272,"['Benign', 'BruteForce', 'DoS', 'Probe']",40,0.01,35,0.9464372358098943,0.4558869088365698,0.938682876532648,0.0,adaptive_prototype_1pct,prototype,0.10921573638916016,0.9862056333989958,"['Botnet', 'WebAttack']",204.05859375,0.9446256410256411,0.054916399996727705,0.9862056333989958,0,E00_smoke_adaptive,synthetic_novel_classes,1.3729099999181926e-05,11,Synthetic-Source-Smoke,0,0.974026216640036,controlled_novelty,Synthetic-Target-Smoke,4000,0,5,0.007226100016850978,2,16,C:\Users\ASUS\raids-nids\results\runs\E00_smoke_adaptive__Synthetic-Source-Smoke-to-Synthetic-Target-Smoke__synthetic_novel_classes__adaptive_prototype_1pct__seed11\summary.json,False,True,True,True
False,20,0.0,0.050908800010802224,-0.011843424549306758,"['Benign', 'BruteForce', 'DoS', 'Probe']",0,0.0,0,0.9678871302269095,0.9865259444491329,0.9555536037597905,0.0,logistic_open_set,logistic,0.005311012268066406,1.0,"['Botnet', 'WebAttack']",202.73828125,0.942871794871795,0.051990799998748116,1.0,0,E00_smoke_static,synthetic_novel_classes,1.2997699999687029e-05,11,Synthetic-Source-Smoke,0,0.9784236160963549,controlled_novelty,Synthetic-Target-Smoke,4000,0,5,0.0,0,16,C:\Users\ASUS\raids-nids\results\runs\E00_smoke_static__Synthetic-Source-Smoke-to-Synthetic-Target-Smoke__synthetic_novel_classes__logistic_open_set__seed11\summary.json,False,True,True,True
