window,start_row,stop_row,n_rows,shift_score,predicted_unknown_rate,novel_prevalence_posthoc,labels_present_posthoc,phase,normalized_shift_score
209,104500,105000,500,15.218985473548669,0.15,0.008,Benign|Exploits|Generic|Reconnaissance|Shellcode,post_change,8.0
210,105000,105500,500,12.443665781766715,0.116,0.006,Benign|Exploits|Generic|Reconnaissance|Shellcode,post_change,8.0
211,105500,106000,500,13.828176797017667,0.1,0.006,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,8.0
212,106000,106500,500,15.405574397790495,0.126,0.012,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,8.0
213,106500,107000,500,16.624317053987223,0.16,0.024,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,8.0
214,107000,107500,500,9.696334251320096,0.082,0.022,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,8.0
215,107500,108000,500,8.131853830722399,0.144,0.026,Benign|Exploits|Fuzzers|Generic|Reconnaissance|Worms,post_change,8.0
216,108000,108500,500,7.793770567372694,0.076,0.01,Benign|Exploits|Fuzzers|Generic|Reconnaissance,post_change,8.0
217,108500,109000,500,5.524012110750888,0.07,0.016,Benign|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,8.0
218,109000,109500,500,7.8108672996852775,0.138,0.034,Backdoor|Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,8.0
219,109500,110000,500,9.49294249512615,0.104,0.018,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,8.0
220,110000,110500,500,9.865816950755306,0.102,0.008,Benign|Exploits|Generic|Reconnaissance,post_change,8.0
221,110500,111000,500,15.718221175534286,0.14,0.008,Benign|DoS|Exploits|Generic|Reconnaissance|Worms,post_change,8.0
222,111000,111500,500,11.536283590417728,0.094,0.006,Benign|Exploits|Generic|Reconnaissance,post_change,8.0
223,111500,112000,500,5.986187760944986,0.084,0.004,Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,8.0
224,112000,112500,500,11.743443566124729,0.104,0.006,Benign|Exploits|Generic|Reconnaissance|Shellcode,post_change,8.0
225,112500,113000,500,15.91203505934575,0.124,0.008,Backdoor|Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,8.0
226,113000,113500,500,11.948729122335763,0.104,0.004,Benign|Exploits|Generic|Reconnaissance,post_change,8.0
227,113500,114000,500,13.653400039658827,0.116,0.0,Benign|DoS|Exploits|Generic,post_change,8.0
228,114000,114500,500,11.260870286284728,0.108,0.004,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,8.0
229,114500,115000,500,12.061429084349696,0.126,0.0,Benign|DoS|Exploits|Fuzzers|Generic|Worms,post_change,8.0
230,115000,115500,500,11.060034120429517,0.11,0.008,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,8.0
231,115500,116000,500,9.87146391405324,0.102,0.006,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,8.0
232,116000,116500,500,9.875592972971333,0.114,0.006,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,8.0
233,116500,117000,500,8.300134274906668,0.07,0.004,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,8.0
234,117000,117500,500,10.861726391862357,0.104,0.004,Backdoor|Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,8.0
235,117500,118000,500,13.666237620476148,0.124,0.012,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,8.0
236,118000,118500,500,11.10358394462936,0.12,0.016,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,8.0
237,118500,119000,500,8.676183183286406,0.09,0.002,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,8.0
238,119000,119500,500,7.920951638847145,0.076,0.01,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,8.0
239,119500,120000,500,8.30281604318117,0.09,0.004,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,8.0
