window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,novel_exact_recall,novel_rejection_rate,novel_harmful_acceptance_rate,resilience_score,acquisition_macro_f1,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,queried_label_counts,queried_target_row_indices,query_selection_sha256,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
109,54500,55000,500,0.0,0.7804878048780488,0.3902439024390244,0.64,,0.1951219512195122,,,0.64,,,,,0.7804878048780488,0.7804878048780488,0.03,,0.97,0.3402061855670103,0.34134395275462187,False,latched,0.08452972224691932,0.03,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
110,55000,55500,500,0.0,0.8235294117647058,0.4117647058823529,0.7,,0.20588235294117646,,,0.7,,,,,0.8235294117647058,0.8235294117647058,0.04,,0.96,0.2708333333333333,0.38698445124352354,False,latched,0.14375226416234133,0.04,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
111,55500,56000,500,0.0,0.8505747126436781,0.42528735632183906,0.74,,0.21264367816091953,,,0.74,,,,,0.8505747126436781,0.8505747126436781,0.044,,0.956,0.22594142259414227,0.41798578923154256,False,latched,0.09544864261498616,0.044,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
112,56000,56500,500,0.0,0.7864077669902912,0.3932038834951456,0.648,,0.1966019417475728,,,0.648,,,,,0.7864077669902912,0.7864077669902912,0.038,,0.962,0.3264033264033264,0.35048755723471225,False,latched,0.10431846147662664,0.038,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
113,56500,57000,500,0.0,0.7878787878787878,0.3939393939393939,0.65,,0.19696969696969696,,,0.65,,,,,0.7878787878787878,0.7878787878787878,0.056,,0.944,0.3114406779661017,0.34491442493958036,False,latched,0.12342127975350856,0.056,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
114,57000,57500,500,0.0,0.7593052109181141,0.37965260545905705,0.612,,0.18982630272952852,,,0.612,,,,,0.7593052109181141,0.7593052109181141,0.068,,0.932,0.34334763948497854,0.31710607294977805,False,latched,0.10899690448625832,0.068,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
115,57500,58000,500,0.0,0.8193624557260921,0.40968122786304606,0.694,,0.20484061393152303,,,0.694,,,,,0.8193624557260921,0.8193624557260921,0.054,,0.946,0.266384778012685,0.38789594699471464,False,latched,0.15012796747775595,0.054,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
116,58000,58500,500,0.0,0.7804878048780488,0.3902439024390244,0.64,,0.1951219512195122,,,0.64,,,,,0.7804878048780488,0.7804878048780488,0.062,,0.938,0.31769722814498935,0.34637525862192997,False,latched,0.09186599559763853,0.062,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
117,58500,59000,500,0.0,0.8290398126463701,0.41451990632318503,0.708,,0.20725995316159251,,,0.708,,,,,0.8290398126463701,0.8290398126463701,0.036,,0.964,0.26556016597510373,0.396515637345844,False,latched,0.07855370781962248,0.036,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
118,59000,59500,500,0.0,0.8465974625144176,0.4232987312572088,0.734,,0.2116493656286044,,,0.734,,,,,0.8465974625144176,0.8465974625144176,0.044,,0.956,0.23221757322175732,0.4191559057277099,False,latched,0.13854269588274115,0.044,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
119,59500,60000,500,0.0,0.7699876998769988,0.3849938499384994,0.626,,0.1924969249692497,,,0.626,,,,,0.7699876998769988,0.7699876998769988,0.038,,0.962,0.3492723492723493,0.3282889006607651,False,latched,0.16132830914753452,0.038,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
120,60000,60500,500,0.0,0.817966903073286,0.408983451536643,0.692,,0.2044917257683215,,,0.692,,,,,0.817966903073286,0.817966903073286,0.038,,0.962,0.2806652806652807,0.3935285083840804,False,latched,0.12625727359180752,0.038,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
121,60500,61000,500,0.0,0.7922705314009661,0.3961352657004831,0.656,,0.19806763285024154,,,0.656,,,,,0.7922705314009661,0.7922705314009661,0.032,,0.968,0.32231404958677684,0.3704089068553869,False,latched,0.09143276796159401,0.032,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
122,61000,61500,500,0.0,0.8151658767772512,0.4075829383886256,0.688,,0.2037914691943128,,,0.688,,,,,0.8151658767772512,0.8151658767772512,0.028,,0.972,0.29218106995884774,0.38915438820436404,False,latched,0.08995934815934183,0.028,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
123,61500,62000,500,0.0,0.8221436984687868,0.4110718492343934,0.698,,0.2055359246171967,,,0.698,,,,,0.8221436984687868,0.8221436984687868,0.026,,0.974,0.28336755646817247,0.3989982565098074,False,latched,0.07202848520758298,0.026,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
124,62000,62500,500,0.0,0.8221436984687868,0.4110718492343934,0.698,,0.2055359246171967,,,0.698,,,,,0.8221436984687868,0.8221436984687868,0.034,,0.966,0.2774327122153209,0.3912367226613862,False,latched,0.05675739286005289,0.034,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
125,62500,63000,500,0.0,0.8358556461001164,0.4179278230500582,0.718,,0.2089639115250291,,,0.718,,,,,0.8358556461001164,0.8358556461001164,0.022,,0.978,0.2658486707566462,0.4121620967200482,False,latched,0.08628006512393155,0.022,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
126,63000,63500,500,0.0,0.7864077669902912,0.3932038834951456,0.648,,0.1966019417475728,,,0.648,,,,,0.7864077669902912,0.7864077669902912,0.026,,0.974,0.3347022587268994,0.35778233115924407,False,latched,0.09842067153088274,0.026,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
127,63500,64000,500,0.0,0.8452655889145496,0.4226327944572748,0.732,,0.2113163972286374,,,0.732,,,,,0.8452655889145496,0.8452655889145496,0.018,,0.982,0.2545824847250509,0.41745760690869743,False,latched,0.08503137344095699,0.018,0,{},[],,50,False,0.6269493300820264,0.021116203298251368
