evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9950758717716812,0.16584597862861353,0.9902,,0.33169195725722705,,,0.9902,,0.9950758717716812,0.0,,1.0,0.0098,0.6392161415496722
1,5000,10000,5000,1,0,0,0,False,Benign,0.9960847304487501,0.16601412174145835,0.9922,,0.3320282434829167,,,0.9922,,0.9960847304487501,0.0,,1.0,0.0078,0.6428804360077489
2,10000,15000,5000,1,0,0,0,False,Benign,0.9968903601163607,0.16614839335272677,0.9938,,0.33229678670545354,,,0.9938,,0.9968903601163607,0.0,,1.0,0.0062,0.6243410500202896
3,15000,20000,5000,1,0,0,0,False,Benign,0.9917322040734019,0.1652887006789003,0.9836,,0.3305774013578006,,,0.9836,,0.9917322040734019,0.0,,1.0,0.0164,0.6168544049795779
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3522549022489651,0.3522549022489651,0.3938350412163735,0.49574035881211526,0.3522549022489651,,,0.9534,,0.3522549022489651,0.0,,1.0,0.0466,0.5887391543726616
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2838117611112978,0.2838117611112978,0.3200279075069084,0.44735831810727433,0.2838117611112978,,,0.8962,,0.2838117611112978,0.0,,1.0,0.1038,0.5500455435107097
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.28746611666849164,0.28746611666849164,0.33076970870054206,0.42365142368455905,0.28746611666849164,,,0.87,,0.28746611666849164,0.0,,1.0,0.13,0.5209533192689858
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3525783630472441,0.3525783630472441,0.3799151999390568,0.5585457488237546,0.3525783630472441,,,0.9238,,0.3525783630472441,0.0,,1.0,0.0762,0.5699820277056472
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.33098071313720084,0.33098071313720084,0.37398568070902805,0.49975670545662926,0.33098071313720084,,,0.9338,,0.33098071313720084,0.0,,1.0,0.0662,0.5751843102900773
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2989402195441294,0.2989402195441294,0.3534028107644132,0.4180728096510454,0.2989402195441294,,,0.874,,0.2989402195441294,0.0,,1.0,0.126,0.5272981970244119
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2940841100498029,0.2940841100498029,0.33007362451812877,0.47096878135621306,0.2940841100498029,,,0.9044,,0.2940841100498029,0.0,,1.0,0.0956,0.5544067601598713
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31057353695888157,0.31057353695888157,0.35650164016770053,0.5291727244904411,0.31057353695888157,,,0.9282,,0.31057353695888157,0.0,,1.0,0.0718,0.5767629697012205
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.29454654804137553,0.29454654804137553,0.3480783562800495,0.43808140963221703,0.29454654804137553,,,0.8742,,0.29454654804137553,0.0,,1.0,0.1258,0.5273112714484065
