window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
40,20000,20500,500,0.0,0.3368969067537466,0.39718728162124384,0.43039411179610726,0.3368969067537466,,,0.936,,0.936,0.0,,1.0,0.064,0.5968364577456492,False,none,0.0818195757109346,0.0,0,0,False,0.3402745331018427,0.0
41,20500,21000,500,0.0,0.37243767788880566,0.42594562647754136,0.49518509484142154,0.37243767788880566,,,0.932,,0.932,0.0,,1.0,0.068,0.5884646384652402,False,none,0.08327817793151394,0.0,0,0,False,0.3402745331018427,0.0
42,21000,21500,500,0.0,0.3007392750158024,0.30921690250048456,0.5509159941112023,0.3007392750158024,,,0.942,,0.942,0.0,,1.0,0.058,0.5923743499728953,False,none,0.07320548558678619,0.0,0,0,False,0.3402745331018427,0.0
43,21500,22000,500,0.0,0.36096256684491984,0.34759804812996303,0.4740301268992137,0.36096256684491984,,,0.934,,0.934,0.0,,1.0,0.066,0.5882635076663483,False,none,0.066368839788304,0.0,0,0,False,0.3402745331018427,0.0
44,22000,22500,500,0.0,0.3145005865594101,0.3009259259259259,0.4976217989206172,0.3145005865594101,,,0.938,,0.938,0.0,,1.0,0.062,0.5776773881779487,False,none,0.07298827597937597,0.0,0,0,False,0.3402745331018427,0.0
45,22500,23000,500,0.0,0.2542201007053376,0.24038420817737297,0.45544374866522486,0.2542201007053376,,,0.918,,0.918,0.0,,1.0,0.082,0.5759182195133122,False,none,0.0635047671667429,0.0,0,0,False,0.3402745331018427,0.0
46,23000,23500,500,0.0,0.24998425630731688,0.31055354631304,0.373461530465047,0.24998425630731688,,,0.928,,0.928,0.0,,1.0,0.072,0.5734868508707264,False,none,0.07902853117104584,0.0,0,0,False,0.3402745331018427,0.0
47,23500,24000,500,0.0,0.3879812572936941,0.5020078288452453,0.5631617028980235,0.3879812572936941,,,0.908,,0.908,0.0,,1.0,0.092,0.548952948201062,False,none,0.07861911695257404,0.0,0,0,False,0.3402745331018427,0.0
48,24000,24500,500,0.0,0.2749585749792875,0.309856697051819,0.4108332348229616,0.2749585749792875,,,0.83,,0.83,0.0,,1.0,0.17,0.5115682325393798,False,none,0.09558488667651016,0.0,0,0,False,0.3402745331018427,0.0
49,24500,25000,500,0.0,0.16531153465057993,0.24340198321891685,0.2963105795154643,0.16531153465057993,,,0.758,,0.758,0.0,,1.0,0.242,0.4391024495627257,False,none,0.1017883031275946,0.0,0,0,False,0.3402745331018427,0.0
50,25000,25500,500,0.0,0.22549733340367217,0.3244047619047619,0.40846126646954506,0.22549733340367217,,,0.848,,0.848,0.0,,1.0,0.152,0.5108540308271083,False,none,0.07484585688710407,0.0,0,0,False,0.3402745331018427,0.0
51,25500,26000,500,0.0,0.39344083965300714,0.5457894158981115,0.584566802613751,0.39344083965300714,,,0.89,,0.89,0.0,,1.0,0.11,0.5412897274208396,False,none,0.07362792143720898,0.0,0,0,False,0.3402745331018427,0.0
52,26000,26500,500,0.0,0.41452601865170385,0.4577115522237474,0.5845796260561431,0.41452601865170385,,,0.91,,0.91,0.0,,1.0,0.09,0.5637174534316887,False,none,0.04368088983344534,0.0,0,0,False,0.3402745331018427,0.0
53,26500,27000,500,0.0,0.26946337415444965,0.3978174603174603,0.397565670223325,0.26946337415444965,,,0.856,,0.856,0.0,,1.0,0.144,0.518180010698869,False,none,0.058639310270279375,0.0,0,0,False,0.3402745331018427,0.0
54,27000,27500,500,0.0,0.3328963285123988,0.3867353735609577,0.44438253026519453,0.3328963285123988,,,0.854,,0.854,0.0,,1.0,0.146,0.5163094680639343,False,none,0.05325026472806298,0.0,0,0,False,0.3402745331018427,0.0
55,27500,28000,500,0.0,0.279711547375402,0.324114369809734,0.40254862339927056,0.279711547375402,,,0.852,,0.852,0.0,,1.0,0.148,0.5093177317649142,False,none,0.06992391229874571,0.0,0,0,False,0.3402745331018427,0.0
56,28000,28500,500,0.0,0.23074430921794006,0.4810357403355215,0.3135298651242016,0.23074430921794006,,,0.826,,0.826,0.0,,1.0,0.174,0.49157012489018337,False,none,0.10153923201405436,0.0,0,0,False,0.3402745331018427,0.0
57,28500,29000,500,0.0,0.24348952842402624,0.41588050314465413,0.2819405221251403,0.24348952842402624,,,0.878,,0.878,0.0,,1.0,0.122,0.5334366167250832,False,none,0.07415189090467415,0.0,0,0,False,0.3402745331018427,0.0
58,29000,29500,500,0.0,0.27300852295005135,0.42461191525068176,0.4225744430957763,0.27300852295005135,,,0.87,,0.87,0.0,,1.0,0.13,0.5185480804157073,False,none,0.08199971465388868,0.0,0,0,False,0.3402745331018427,0.0
59,29500,30000,500,0.0,0.4553159519168291,0.5072003160238455,0.616626287414769,0.4553159519168291,,,0.902,,0.902,0.0,,1.0,0.098,0.547073603196662,False,none,0.07283549266644218,0.0,0,0,False,0.3402745331018427,0.0
60,30000,30500,500,0.0,0.3520963888536269,0.3501037848461139,0.5714400398621513,0.3520963888536269,,,0.884,,0.884,0.0,,1.0,0.116,0.5249774130217807,False,none,0.0657281455830535,0.0,0,0,False,0.3402745331018427,0.0
61,30500,31000,500,0.0,0.3961731572164425,0.40327337249143413,0.604023990297064,0.3961731572164425,,,0.926,,0.926,0.0,,1.0,0.074,0.5802581649860116,False,none,0.07097868403527409,0.0,0,0,False,0.3402745331018427,0.0
62,31000,31500,500,0.0,0.3216574543942682,0.4221160651096956,0.4813624798347767,0.3216574543942682,,,0.928,,0.928,0.0,,1.0,0.072,0.5877887846931827,False,none,0.09596901885880478,0.0,0,0,False,0.3402745331018427,0.0
63,31500,32000,500,0.0,0.3822817020377996,0.38367827106813895,0.5571501793032845,0.3822817020377996,,,0.918,,0.918,0.0,,1.0,0.082,0.5812144825162668,False,none,0.11375985733977588,0.0,0,0,False,0.3402745331018427,0.0
64,32000,32500,500,0.0,0.3987259816207185,0.4209827103991864,0.5456563497810301,0.3987259816207185,,,0.924,,0.924,0.0,,1.0,0.076,0.5665965544256807,False,none,0.08023701577647006,0.0,0,0,False,0.3402745331018427,0.0
65,32500,33000,500,0.0,0.27421760311182175,0.47653655615439056,0.3806317787582963,0.27421760311182175,,,0.918,,0.918,0.0,,1.0,0.082,0.5620713270347825,False,none,0.13461722848625265,0.0,0,0,False,0.3402745331018427,0.0
66,33000,33500,500,0.0,0.2742620517179781,0.2934084434084434,0.4722044552998082,0.2742620517179781,,,0.932,,0.932,0.0,,1.0,0.068,0.5893050908261351,False,none,0.09132435981564656,0.0,0,0,False,0.3402745331018427,0.0
67,33500,34000,500,0.0,0.37780593958013314,0.37889370802084277,0.5388600253983139,0.37780593958013314,,,0.938,,0.938,0.0,,1.0,0.062,0.5955375069573501,False,none,0.10991452237485252,0.0,0,0,False,0.3402745331018427,0.0
68,34000,34500,500,0.0,0.26728772957146657,0.3018756031178391,0.49424716838566946,0.26728772957146657,,,0.874,,0.874,0.0,,1.0,0.126,0.5272913742901186,False,none,0.11102371143835509,0.0,0,0,False,0.3402745331018427,0.0
69,34500,35000,500,0.0,0.34186413372332725,0.5308759581205402,0.564587261612274,0.34186413372332725,,,0.9,,0.9,0.0,,1.0,0.1,0.5488475704640433,False,none,0.04455276908856414,0.0,0,0,False,0.3402745331018427,0.0
70,35000,35500,500,0.0,0.3737414599065085,0.5035766994970031,0.5626188503412624,0.3737414599065085,,,0.938,,0.938,0.0,,1.0,0.062,0.5843451031376964,False,none,0.06484515570823969,0.0,0,0,False,0.3402745331018427,0.0
71,35500,36000,500,0.0,0.3106732348111659,0.3173992673992674,0.5262182426416393,0.3106732348111659,,,0.91,,0.91,0.0,,1.0,0.09,0.5431684132286808,False,none,0.061499348660065456,0.0,0,0,False,0.3402745331018427,0.0
72,36000,36500,500,0.0,0.39369157554237194,0.4519038887941327,0.573479102756971,0.39369157554237194,,,0.904,,0.904,0.0,,1.0,0.096,0.5554163704641736,False,none,0.10863002161767733,0.0,0,0,False,0.3402745331018427,0.0
73,36500,37000,500,0.0,0.25237361139521475,0.39152538308433843,0.47733513301499414,0.25237361139521475,,,0.878,,0.878,0.0,,1.0,0.122,0.5262152925115848,False,none,0.031181657528746125,0.0,0,0,False,0.3402745331018427,0.0
74,37000,37500,500,0.0,0.3430584430584431,0.4622153209109731,0.5201820522181861,0.3430584430584431,,,0.964,,0.964,0.0,,1.0,0.036,0.5781802798953338,False,none,0.07930607847082828,0.0,0,0,False,0.3402745331018427,0.0
75,37500,38000,500,0.0,0.33936191238171437,0.45596002855103496,0.41448410582135276,0.33936191238171437,,,0.896,,0.896,0.0,,1.0,0.104,0.5283958906634417,False,none,0.06259379595963498,0.0,0,0,False,0.3402745331018427,0.0
76,38000,38500,500,0.0,0.3109423676012461,0.3392561983471074,0.5352100438618891,0.3109423676012461,,,0.966,,0.966,0.0,,1.0,0.034,0.6101896901209184,False,none,0.08321273063373542,0.0,0,0,False,0.3402745331018427,0.0
77,38500,39000,500,0.0,0.27094743094743096,0.28218828208029073,0.4003315878849258,0.27094743094743096,,,0.914,,0.914,0.0,,1.0,0.086,0.5401114253352315,False,none,0.06194695271202052,0.0,0,0,False,0.3402745331018427,0.0
78,39000,39500,500,0.0,0.2917083517083517,0.3346436058700209,0.2714514043084626,0.2917083517083517,,,0.892,,0.892,0.0,,1.0,0.108,0.5577824740789783,False,none,0.09608716083747666,0.0,0,0,False,0.3402745331018427,0.0
79,39500,40000,500,0.0,0.29101087812809034,0.3190643274853801,0.45689374556348644,0.29101087812809034,,,0.944,,0.944,0.0,,1.0,0.056,0.5990308647942165,False,none,0.07372145724810145,0.0,0,0,False,0.3402745331018427,0.0
80,40000,40500,500,0.0,0.28372652277170607,0.3047211242863417,0.47381888591059174,0.28372652277170607,,,0.924,,0.924,0.0,,1.0,0.076,0.5790206027682514,False,none,0.06976765414884073,0.0,0,0,False,0.3402745331018427,0.0
81,40500,41000,500,0.0,0.3382679089289872,0.30975877192982454,0.4160051315567065,0.3382679089289872,,,0.894,,0.894,0.0,,1.0,0.106,0.5683088460283484,False,none,0.07872789652542853,0.0,0,0,False,0.3402745331018427,0.0
82,41000,41500,500,0.0,0.3523348968531255,0.374315454193503,0.5560387294276594,0.3523348968531255,,,0.918,,0.918,0.0,,1.0,0.082,0.5578152591426989,False,none,0.05095182634130567,0.0,0,0,False,0.3402745331018427,0.0
83,41500,42000,500,0.0,0.27972094526893937,0.3066816816816817,0.44039672489429815,0.27972094526893937,,,0.848,,0.848,0.0,,1.0,0.152,0.518241253931814,False,none,0.08431038809774327,0.0,0,0,False,0.3402745331018427,0.0
84,42000,42500,500,0.0,0.2050436123016768,0.26600403341976375,0.3722495436307086,0.2050436123016768,,,0.832,,0.832,0.0,,1.0,0.168,0.49408602181184774,False,none,0.10422467195724273,0.0,0,0,False,0.3402745331018427,0.0
85,42500,43000,500,0.0,0.2732755791762003,0.28864226657506836,0.44013639148986133,0.2732755791762003,,,0.844,,0.844,0.0,,1.0,0.156,0.4881981754113052,False,none,0.05832363001261333,0.0,0,0,False,0.3402745331018427,0.0
86,43000,43500,500,0.0,0.2824034605790786,0.3009374281113411,0.4336935780214843,0.2824034605790786,,,0.88,,0.88,0.0,,1.0,0.12,0.5331712304049402,False,none,0.06849604438588362,0.0,0,0,False,0.3402745331018427,0.0
87,43500,44000,500,0.0,0.35530996365781303,0.4198662378333679,0.527147998345795,0.35530996365781303,,,0.89,,0.89,0.0,,1.0,0.11,0.5811953571638068,False,none,0.08470069293203042,0.0,0,0,False,0.3402745331018427,0.0
88,44000,44500,500,0.0,0.3789847294599569,0.45235507246376816,0.5408119148978805,0.3789847294599569,,,0.908,,0.908,0.0,,1.0,0.092,0.5559992807801644,False,none,0.09309143949697386,0.0,0,0,False,0.3402745331018427,0.0
89,44500,45000,500,0.0,0.41953341723162696,0.4595370370370371,0.5805806506772004,0.41953341723162696,,,0.906,,0.906,0.0,,1.0,0.094,0.5538286760442233,False,none,0.043124337578521084,0.0,0,0,False,0.3402745331018427,0.0
90,45000,45500,500,0.0,0.28637276837888687,0.3870317810715162,0.3796125666749972,0.28637276837888687,,,0.846,,0.846,0.0,,1.0,0.154,0.4941752577492887,False,none,0.07330745884694571,0.0,0,0,False,0.3402745331018427,0.0
91,45500,46000,500,0.0,0.231834698768646,0.424963924963925,0.33104577093793475,0.231834698768646,,,0.828,,0.828,0.0,,1.0,0.172,0.49522212249905057,False,none,0.09654995892264069,0.0,0,0,False,0.3402745331018427,0.0
