window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
14,7000,7500,500,0.0,0.16430020283975658,0.162,,0.32860040567951315,,,0.972,,0.972,0.0,,1.0,0.028,0.6236634926100355,False,none,0.10856951094751685,0.0,0,0,False,0.3402745331018427,0.0
15,7500,8000,500,0.0,0.16566063044936283,0.16466666666666666,,0.4969818913480885,,,0.988,,0.988,0.0,,1.0,0.012,0.6366414051119736,False,none,0.1326977461907752,0.0,0,0,False,0.3402745331018427,0.0
16,8000,8500,500,0.0,0.16616516215312604,0.16566666666666666,,0.49849548645937813,,,0.994,,0.994,0.0,,1.0,0.006,0.5957045891246212,False,none,0.11286178129894069,0.0,0,0,False,0.3402745331018427,0.0
17,8500,9000,500,0.0,0.1658291457286432,0.165,,0.3316582914572864,,,0.99,,0.99,0.0,,1.0,0.01,0.5821287462989633,False,none,0.10722840279778949,0.0,0,0,False,0.3402745331018427,0.0
18,9000,9500,500,0.0,0.16532258064516128,0.164,,0.33064516129032256,,,0.984,,0.984,0.0,,1.0,0.016,0.6232944063159923,False,none,0.123031965021906,0.0,0,0,False,0.3402745331018427,0.0
19,9500,10000,500,0.0,0.16566063044936283,0.16466666666666666,,0.33132126089872566,,,0.988,,0.988,0.0,,1.0,0.012,0.6476452258784808,False,none,0.1072227338695442,0.0,0,0,False,0.3402745331018427,0.0
20,10000,10500,500,0.0,0.16616516215312604,0.16566666666666666,,0.49849548645937813,,,0.994,,0.994,0.0,,1.0,0.006,0.6590320934352156,False,none,0.12825729559297855,0.0,0,0,False,0.3402745331018427,0.0
21,10500,11000,500,0.0,0.1651530440632358,0.16366666666666665,,0.3303060881264716,,,0.982,,0.982,0.0,,1.0,0.018,0.6425861477792266,False,none,0.1132721214308328,0.0,0,0,False,0.3402745331018427,0.0
22,11000,11500,500,0.0,0.16498316498316498,0.16333333333333333,,0.32996632996632996,,,0.98,,0.98,0.0,,1.0,0.02,0.6442998019894516,False,none,0.10617618372560203,0.0,0,0,False,0.3402745331018427,0.0
23,11500,12000,500,0.0,0.16481294236602628,0.163,,0.32962588473205257,,,0.978,,0.978,0.0,,1.0,0.022,0.5859061649096887,False,none,0.10287967445612031,0.0,0,0,False,0.3402745331018427,0.0
24,12000,12500,500,0.0,0.16599732262382863,0.16533333333333333,,0.33199464524765726,,,0.992,,0.992,0.0,,1.0,0.008,0.5927313184920784,False,none,0.10701722968534766,0.0,0,0,False,0.3402745331018427,0.0
25,12500,13000,500,0.0,0.16361167684996605,0.16066666666666665,,0.3272233536999321,,,0.964,,0.964,0.0,,1.0,0.036,0.589901741492299,False,none,0.10893385746644933,0.0,0,0,False,0.3402745331018427,0.0
26,13000,13500,500,0.0,0.16532258064516128,0.164,,0.33064516129032256,,,0.984,,0.984,0.0,,1.0,0.016,0.644414720573259,False,none,0.11382378991840307,0.0,0,0,False,0.3402745331018427,0.0
27,13500,14000,500,0.0,0.1629175187457396,0.15933333333333333,,0.3258350374914792,,,0.956,,0.956,0.0,,1.0,0.044,0.5988706728384535,False,none,0.10862706040986925,0.0,0,0,False,0.3402745331018427,0.0
28,14000,14500,500,0.0,0.1658291457286432,0.165,,0.3316582914572864,,,0.99,,0.99,0.0,,1.0,0.01,0.6241981795728251,False,none,0.1145204800063497,0.0,0,0,False,0.3402745331018427,0.0
29,14500,15000,500,0.0,0.16532258064516128,0.164,,0.33064516129032256,,,0.984,,0.984,0.0,,1.0,0.016,0.6351752093140934,False,none,0.10040243878868393,0.0,0,0,False,0.3402745331018427,0.0
30,15000,15500,500,0.0,0.16532258064516128,0.164,,0.33064516129032256,,,0.984,,0.984,0.0,,1.0,0.016,0.625444086033714,False,none,0.10863187370496225,0.0,0,0,False,0.3402745331018427,0.0
31,15500,16000,500,0.0,0.1658291457286432,0.165,,0.49748743718592964,,,0.99,,0.99,0.0,,1.0,0.01,0.6356413444797865,False,none,0.1104140083259209,0.0,0,0,False,0.3402745331018427,0.0
32,16000,16500,500,0.0,0.3530340070470222,0.37170675830469646,0.3410176633801868,0.42364080845642665,,,0.888,,0.888,0.0,,1.0,0.112,0.5034165366501782,False,none,0.4048831457440021,0.0,0,0,False,0.3402745331018427,0.0
33,16500,17000,500,0.0,0.25177675371223757,0.28082437275985667,0.4631081995312973,0.25177675371223757,,,0.928,,0.928,0.0,,1.0,0.072,0.5498995468543809,False,none,0.059785253477944236,0.0,0,0,False,0.3402745331018427,0.0
34,17000,17500,500,0.0,0.2989243658336604,0.33798399586990197,0.5377202006261764,0.2989243658336604,,,0.906,,0.906,0.0,,1.0,0.094,0.5492847856586164,False,none,0.07293577500772203,0.0,0,0,False,0.3402745331018427,0.0
35,17500,18000,500,0.0,0.30856531668256587,0.36331845238095245,0.5419287059799403,0.30856531668256587,,,0.902,,0.902,0.0,,1.0,0.098,0.5315194825598016,False,none,0.05410197506048533,0.0,0,0,False,0.3402745331018427,0.0
36,18000,18500,500,0.0,0.1651469098277609,0.1636546184738956,0.21074772594291735,0.24772036474164133,,,0.978,,0.978,0.0,,1.0,0.022,0.6201004152347724,False,none,0.11366941330174468,0.0,0,0,False,0.3402745331018427,0.0
37,18500,19000,500,0.0,0.1654917757636791,0.16433333333333333,,0.3309835515273582,,,0.986,,0.986,0.0,,1.0,0.014,0.6204185620909133,False,none,0.11407624342288618,0.0,0,0,False,0.3402745331018427,0.0
38,19000,19500,500,0.0,0.16395663956639567,0.16133333333333333,,0.32791327913279134,,,0.968,,0.968,0.0,,1.0,0.032,0.6237605459585899,False,none,0.10492037833810566,0.0,0,0,False,0.3402745331018427,0.0
39,19500,20000,500,0.0,0.16481294236602628,0.163,,0.32962588473205257,,,0.978,,0.978,0.0,,1.0,0.022,0.6429473031106678,False,none,0.11787298520609685,0.0,0,0,False,0.3402745331018427,0.0
