evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9884685413716366,0.16474475689527276,0.9772,,0.32948951379054553,,,0.9772,,0.9884685413716366,0.0,,1.0,0.0228,0.6309279315119193
1,5000,10000,5000,1,0,0,0,False,Benign,0.9903069466882067,0.16505115778136778,0.9808,,0.33010231556273556,,,0.9808,,0.9903069466882067,0.0,,1.0,0.0192,0.6358369937466379
2,10000,15000,5000,1,0,0,0,False,Benign,0.9931534434152235,0.16552557390253725,0.9864,,0.3310511478050745,,,0.9864,,0.9931534434152235,0.0,,1.0,0.0136,0.6226061174652402
3,15000,20000,5000,1,0,0,0,False,Benign,0.9849776695087292,0.16416294491812153,0.9704,,0.32832588983624306,,,0.9704,,0.9849776695087292,0.0,,1.0,0.0296,0.6087084384909135
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3135862618299166,0.3135862618299166,0.39538520735569,0.43151468996043857,0.3135862618299166,,,0.9384,,0.3135862618299166,0.0,,1.0,0.0616,0.5774702374928002
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2914035530452164,0.2914035530452164,0.32479627173592696,0.44047441646054897,0.2914035530452164,,,0.8842,,0.2914035530452164,0.0,,1.0,0.1158,0.538898115982879
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.316263246910499,0.316263246910499,0.3779525841217366,0.44282490113066336,0.316263246910499,,,0.862,,0.316263246910499,0.0,,1.0,0.138,0.5143277368796135
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.318552913651609,0.318552913651609,0.37720253202546744,0.49688506967159324,0.318552913651609,,,0.9042,,0.318552913651609,0.0,,1.0,0.0958,0.5525443615012902
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3243277950183703,0.3243277950183703,0.3798917547281124,0.46333949429665644,0.3243277950183703,,,0.9194,,0.3243277950183703,0.0,,1.0,0.0806,0.5613542488714668
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3043722372298774,0.3043722372298774,0.38351059490359707,0.4321439038108585,0.3043722372298774,,,0.8648,,0.3043722372298774,0.0,,1.0,0.1352,0.5193458655955112
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.27990966587118093,0.27990966587118093,0.3316365818174088,0.4320715436904663,0.27990966587118093,,,0.886,,0.27990966587118093,0.0,,1.0,0.114,0.5364265905954044
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30157721246682984,0.30157721246682984,0.35678353797839185,0.4925988498383562,0.30157721246682984,,,0.9154,,0.30157721246682984,0.0,,1.0,0.0846,0.5641838815179887
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.29354084410682874,0.29354084410682874,0.36133729390398517,0.43425669135545336,0.29354084410682874,,,0.8608,,0.29354084410682874,0.0,,1.0,0.1392,0.5159056287013151
13,65000,70000,5000,6,0,21,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3246901859642726,0.3246901859642726,0.37308264414548425,0.47039290572045495,0.3246901859642726,,,0.8962,,0.3246901859642726,0.0,,1.0,0.1038,0.5425418190515688
14,70000,75000,5000,6,0,15,438,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30061788412524987,0.30061788412524987,0.3495735714509447,0.49247902876511934,0.30061788412524987,,,0.9052,,0.30061788412524987,0.0,,1.0,0.0948,0.5584646251984468
15,75000,80000,5000,6,0,9,455,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3010694753106941,0.3010694753106941,0.3626397349745294,0.45609267144110643,0.3010694753106941,,,0.8844,,0.3010694753106941,0.0,,1.0,0.1156,0.5339900350348683
16,80000,85000,5000,6,0,16,410,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32309820122160265,0.32309820122160265,0.40779721856021717,0.4318568037581265,0.32309820122160265,,,0.876,,0.32309820122160265,0.0,,1.0,0.124,0.5229541347342971
17,85000,90000,5000,6,0,24,393,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3079721359280024,0.3079721359280024,0.3660613399502632,0.45848947461551204,0.3079721359280024,,,0.8934,,0.3079721359280024,0.0,,1.0,0.1066,0.5509099257587778
18,90000,95000,5000,6,0,27,400,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3002413765072807,0.3002413765072807,0.33441252196305854,0.4613771273482401,0.3002413765072807,,,0.9062,,0.3002413765072807,0.0,,1.0,0.0938,0.5444530198001158
19,95000,100000,5000,6,0,20,505,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31815550749876337,0.31815550749876337,0.3634137364370522,0.4751700146169903,0.31815550749876337,,,0.8756,,0.31815550749876337,0.0,,1.0,0.1244,0.5223181111647082
20,100000,105000,5000,6,0,18,331,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3070036734542439,0.3070036734542439,0.33931243433584957,0.4807375168510966,0.3070036734542439,,,0.918,,0.3070036734542439,0.0,,1.0,0.082,0.5432382026710346
21,105000,110000,5000,6,0,15,375,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.34401653760165823,0.34401653760165823,0.39639739191211093,0.4941093281806492,0.34401653760165823,,,0.9138,,0.34401653760165823,0.0,,1.0,0.0862,0.5617139635604186
22,110000,115000,5000,6,0,13,527,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.29450173234582777,0.29450173234582777,0.31579537794124163,0.4549253838537101,0.29450173234582777,,,0.8726,,0.29450173234582777,0.0,,1.0,0.1274,0.5262226130638268
23,115000,120000,5000,6,0,15,364,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.34611564705906894,0.34611564705906894,0.41305534889919243,0.4733969529253293,0.34611564705906894,,,0.9,,0.34611564705906894,0.0,,1.0,0.1,0.5460725997307679
