evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,novel_exact_recall,novel_rejection_rate,novel_harmful_acceptance_rate,resilience_score,acquisition_macro_f1,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.871841155234657,0.4359205776173285,0.7728,,0.2906137184115523,,,0.7728,,,,,0.871841155234657,0.871841155234657,0.062,,0.938,0.1761194029850746,0.4867368279478653
1,5000,10000,5000,1,0,0,0,False,Benign,0.8588382973867397,0.42941914869336983,0.7526,,0.2862794324622466,,,0.7526,,,,,0.8588382973867397,0.8588382973867397,0.1104,,0.8896,0.15400179856115107,0.4790275952128342
2,10000,15000,5000,1,0,0,0,False,Benign,0.8720956462891947,0.43604782314459734,0.7732,,0.2906985487630649,,,0.7732,,,,,0.8720956462891947,0.8720956462891947,0.1116,,0.8884,0.12967131922557407,0.47833574446801247
3,15000,20000,5000,1,0,0,0,False,Benign,0.8619551610333447,0.43097758051667234,0.7574,,0.2873183870111149,,,0.7574,,,,,0.8619551610333447,0.8619551610333447,0.0932,,0.9068,0.1647551830613145,0.4609739202316786
4,20000,25000,5000,1,1,0,2084,True,Benign|DoS,0.8347652347652348,0.4173826173826174,0.71639231824417,,0.37279838414148025,0.2704091142112678,0.09722255133501312,0.71639231824417,0.6626679462571977,0.6434740882917467,0.019193857965451054,0.3373320537428023,0.7487165905112163,0.7455967682829605,0.0205761316872428,0.980806142034549,0.98,0.3,0.2954229852874373
5,25000,30000,5000,1,1,0,2483,True,Benign|DoS,0.8535641084035527,0.42678205420177634,0.7445371473976957,,0.4409400467087313,0.35688895732962844,0.11584727677807823,0.7445371473976957,0.982279500604108,0.9347563431333065,0.04752315747080145,0.017720499395892066,0.9179218045038303,0.8818800934174627,0.01748112832737386,0.9524768425291985,0.9676,0.13290615957007026,0.4139307852378454
6,30000,35000,5000,1,1,0,2571,True,Benign|DoS,0.8156996587030717,0.40784982935153585,0.6887608069164265,,0.43126644731531383,0.3532433322945812,0.07041391304570614,0.6887608069164265,0.97121742512641,0.9346557759626605,0.036561649163749516,0.028782574873590042,0.8934585419147408,0.8625328946306277,0.019761218608480857,0.9634383508362505,0.9716,0.1609715932482503,0.38608523878326434
7,35000,40000,5000,1,1,0,3182,True,Benign|DoS,0.8233009708737864,0.4116504854368932,0.6996699669966997,,0.43886265552757786,0.4627232746672726,0.08520666648688754,0.6996699669966997,0.9610307982401005,0.9239472030169704,0.03708359522313011,0.03896920175989944,0.8921658845569435,0.8777253110551557,0.028052805280528052,0.9629164047768699,0.9662,0.1281308217760298,0.39576864521786986
8,40000,45000,5000,1,1,0,2458,True,Benign|DoS,0.8347467338986936,0.4173733669493468,0.7163650668764752,,0.4075431077236023,0.39456627103031605,0.20410432640508458,0.7163650668764752,0.8795768917819365,0.8291293734743694,0.05044751830756713,0.12042310821806347,0.8571618128403151,0.8150862154472046,0.016915814319433516,0.9495524816924329,0.9666,0.2015311400786261,0.3852718498464155
9,45000,50000,5000,1,1,0,1414,True,Benign|DoS,0.8192295027988146,0.4096147513994073,0.6938092582264361,,0.3574417993336574,0.25667167125171186,0.3065926662780214,0.6938092582264361,0.7454031117397454,0.6916548797736917,0.05374823196605375,0.2545968882602546,0.78231630726928,0.7148835986673148,0.018962632459564976,0.9462517680339463,0.9712,0.28624382207578253,0.35655939440248197
