evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9950758717716812,0.16584597862861353,0.9902,,0.33169195725722705,,,0.9902,,0.9950758717716812,0.0,,1.0,0.0098,0.6392161415496722
1,5000,10000,5000,1,0,0,0,False,Benign,0.9960847304487501,0.16601412174145835,0.9922,,0.3320282434829167,,,0.9922,,0.9960847304487501,0.0,,1.0,0.0078,0.6428804360077489
2,10000,15000,5000,1,0,0,0,False,Benign,0.9968903601163607,0.16614839335272677,0.9938,,0.33229678670545354,,,0.9938,,0.9968903601163607,0.0,,1.0,0.0062,0.6243410500202896
3,15000,20000,5000,1,0,0,0,False,Benign,0.9917322040734019,0.1652887006789003,0.9836,,0.3305774013578006,,,0.9836,,0.9917322040734019,0.0,,1.0,0.0164,0.6168544049795779
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3520628355184745,0.3520628355184745,0.3937655388532932,0.4937571895252249,0.3520628355184745,,,0.953,,0.3520628355184745,0.0,,1.0,0.047,0.5875948733298573
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.28352858668218633,0.28352858668218633,0.31991833047425444,0.4459307055230196,0.28352858668218633,,,0.8956,,0.28352858668218633,0.0,,1.0,0.1044,0.5485301365694857
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.28701580664721965,0.28701580664721965,0.3306579019026888,0.42248219542299825,0.28701580664721965,,,0.8694,,0.28701580664721965,0.0,,1.0,0.1306,0.5197096196838361
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3509685971230669,0.3509685971230669,0.37893106401761445,0.555509011139264,0.3509685971230669,,,0.9232,,0.3509685971230669,0.0,,1.0,0.0768,0.5682219426634906
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.33041155261031213,0.33041155261031213,0.37377122649500266,0.49506929791209126,0.33041155261031213,,,0.9326,,0.33041155261031213,0.0,,1.0,0.0674,0.5718346634732299
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.298443699452283,0.298443699452283,0.353292484197776,0.41748323180736124,0.298443699452283,,,0.8734,,0.298443699452283,0.0,,1.0,0.1266,0.5260859538563498
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.29360212442768624,0.29360212442768624,0.33000082841999956,0.4705543566796305,0.29360212442768624,,,0.904,,0.29360212442768624,0.0,,1.0,0.096,0.5521908434591338
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3099806629249806,0.3099806629249806,0.35617512732486206,0.5223349986892851,0.3099806629249806,,,0.9264,,0.3099806629249806,0.0,,1.0,0.0736,0.5736819479758015
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.29397121968971396,0.29397121968971396,0.347855639130829,0.43517184599543135,0.29397121968971396,,,0.873,,0.29397121968971396,0.0,,1.0,0.127,0.5249822217467962
