evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9873417721518988,0.16455696202531647,0.975,,0.32911392405063294,,,0.975,,0.9873417721518988,0.0,,1.0,0.025,0.6300518645775183
1,5000,10000,5000,1,0,0,0,False,Benign,0.988979880699626,0.16482998011660432,0.9782,,0.32965996023320865,,,0.9782,,0.988979880699626,0.0,,1.0,0.0218,0.6346461311838875
2,10000,15000,5000,1,0,0,0,False,Benign,0.99000100999899,0.165000168333165,0.9802,,0.33000033666633,,,0.9802,,0.99000100999899,0.0,,1.0,0.0198,0.6174249783664381
3,15000,20000,5000,1,0,0,0,False,Benign,0.9852866565195332,0.16421444275325553,0.971,,0.32842888550651106,,,0.971,,0.9852866565195332,0.0,,1.0,0.029,0.609994043387697
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32239350930091654,0.32239350930091654,0.371263451457907,0.4330133786680774,0.32239350930091654,,,0.9426,,0.32239350930091654,0.0,,1.0,0.0574,0.5861781197860926
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2681281303936349,0.2681281303936349,0.30639908144218486,0.40059023215411005,0.2681281303936349,,,0.8792,,0.2681281303936349,0.0,,1.0,0.1208,0.5400630880402607
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.28001646063149266,0.28001646063149266,0.332226720602348,0.3927870922308973,0.28001646063149266,,,0.855,,0.28001646063149266,0.0,,1.0,0.145,0.5120849210222516
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3372972344859085,0.3372972344859085,0.37919514506500757,0.49939097758704387,0.3372972344859085,,,0.9066,,0.3372972344859085,0.0,,1.0,0.0934,0.5588924117017999
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3202627441548774,0.3202627441548774,0.36876895666017306,0.4559429543347059,0.3202627441548774,,,0.9224,,0.3202627441548774,0.0,,1.0,0.0776,0.5686498674621787
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.28170549994741856,0.28170549994741856,0.3411162389901993,0.37789082669892676,0.28170549994741856,,,0.8588,,0.28170549994741856,0.0,,1.0,0.1412,0.5189413677305278
