window,start_row,stop_row,n_rows,shift_score,dominant_shift_feature,dominant_shift_contribution_percent,maximum_absolute_standardized_change,predicted_unknown_rate,novel_prevalence_posthoc,labels_present_posthoc,phase,normalized_shift_score
0,0,500,500,0.06444373749175147,pca_component_25,18.20110315063827,0.15552655940292967,0.064,0.0,Backdoor|Benign,pre_change,-0.34394583828342606
1,500,1000,500,0.06282124714356783,pca_component_20,35.436986376284885,0.2115484919925042,0.06,0.0,Backdoor|Benign,pre_change,-0.4154305820081905
2,1000,1500,500,0.04804291188698823,pca_component_22,15.439907391128298,0.10678903373591478,0.056,0.0,Backdoor|Benign,pre_change,-1.0665441677856973
3,1500,2000,500,0.08522644438955967,pca_component_4,23.616174155904112,0.234290204161115,0.082,0.0,Backdoor|Benign,pre_change,0.5717122906908878
4,2000,2500,500,0.05531254032146184,pca_component_4,25.096625279886975,0.1567495334633475,0.05,0.0,Backdoor|Benign,pre_change,-0.7462541110871356
5,2500,3000,500,0.04739807376452669,pca_component_0,14.154447344591391,0.10087467307989205,0.068,0.0,Backdoor|Benign,pre_change,-1.0949548686442419
6,3000,3500,500,0.06549145551121027,pca_component_16,16.56472695633146,0.1507827891192337,0.082,0.0,Backdoor|Benign,pre_change,-0.2977847907304005
7,3500,4000,500,0.05107537908209261,pca_component_20,24.01293673894589,0.14158238575063692,0.044,0.0,Backdoor|Benign,pre_change,-0.9329377395326912
8,4000,4500,500,0.059342595161049554,pca_component_22,14.248289650745864,0.126713501395129,0.04,0.0,Backdoor|Benign,pre_change,-0.5686953122152745
9,4500,5000,500,0.04985063182204115,pca_component_23,21.229142097292428,0.12993072992147253,0.044,0.0,Backdoor|Benign,pre_change,-0.986898457456467
10,5000,5500,500,0.05690086604283931,pca_component_5,17.72479925386124,0.1355141134555595,0.068,0.0,Backdoor|Benign,pre_change,-0.6762746148939974
11,5500,6000,500,0.050403915787502515,pca_component_4,22.755413555368392,0.13601337989055629,0.026,0.0,Backdoor|Benign,pre_change,-0.9625215096846023
12,6000,6500,500,0.05698184243154776,pca_component_4,19.174558584801893,0.14114781646574773,0.038,0.0,Backdoor|Benign,pre_change,-0.672706904059193
13,6500,7000,500,0.06363093654193863,pca_component_5,32.65142244490354,0.20568108635537238,0.04,0.0,Backdoor|Benign,pre_change,-0.3797567555327408
14,7000,7500,500,0.05555855312344589,pca_component_4,23.13251138932391,0.15116014806480216,0.058,0.0,Backdoor|Benign,pre_change,-0.735415117731934
15,7500,8000,500,0.07240158974877786,pca_component_5,23.98528630785867,0.20058365694193503,0.066,0.0,Backdoor|Benign,pre_change,0.006666434898912582
16,8000,8500,500,0.07209897339410712,pca_component_5,31.979422921902465,0.23064252362204413,0.052,0.0,Backdoor|Benign,pre_change,-0.006666434898912582
17,8500,9000,500,0.2543604617640061,pca_component_12,37.3341720153349,0.8791801132880462,0.088,0.0,Backdoor|Benign,pre_change,8.0
18,9000,9500,500,0.08745975490628294,pca_component_5,52.04014449511164,0.35690488480480653,0.052,0.0,Backdoor|Benign,pre_change,0.6701089499526872
19,9500,10000,500,0.061990085494808854,pca_component_5,40.71828838393498,0.22376490916447858,0.024,0.0,Backdoor|Benign,pre_change,-0.4520504469718887
20,10000,10500,500,0.06758758637601153,pca_component_5,25.749275322322884,0.19401014141784703,0.068,0.0,Backdoor|Benign,pre_change,-0.20543208252992776
21,10500,11000,500,0.06676146115330409,pca_component_5,49.08167546420636,0.26458213223770577,0.048,0.0,Backdoor|Benign,pre_change,-0.24183004933195998
22,11000,11500,500,0.390467514797261,pca_component_12,39.9754384168807,1.3965500836736018,0.038,0.0,Backdoor|Benign,pre_change,8.0
23,11500,12000,500,0.06178203798779266,pca_component_4,19.032797130864207,0.15247144934280615,0.048,0.0,Backdoor|Benign,pre_change,-0.4612167404652695
24,12000,12500,500,0.07596430318347946,pca_component_5,35.30768441009624,0.2553401831974243,0.054,0.0,Backdoor|Benign,pre_change,0.16363479969043856
25,12500,13000,500,0.105793743877508,pca_component_22,45.11977173411244,0.4019929368884474,0.038,0.0,Backdoor|Benign,pre_change,1.4778798587460034
26,13000,13500,500,0.104200946388303,pca_component_22,32.355773823311445,0.33529150329421825,0.04,0.0,Backdoor|Benign,pre_change,1.4077033424735128
27,13500,14000,500,0.13092950477480406,pca_component_5,22.1351011692848,0.3484602709775519,0.084,0.0,Backdoor|Benign,pre_change,2.585327695389031
28,14000,14500,500,0.1306479443136472,pca_component_5,33.26530967117196,0.42625879726644156,0.02,0.0,Backdoor|Benign,pre_change,2.5729225199552563
29,14500,15000,500,0.10811583243844544,pca_component_5,44.73551676800286,0.4090632975128001,0.042,0.0,Backdoor|Benign,pre_change,1.580187959296893
30,15000,15500,500,0.06578702867230911,pca_component_5,19.594543044953735,0.16473384326231486,0.04,0.0,Backdoor|Benign,pre_change,-0.28476223457361194
31,15500,16000,500,0.08631970132874946,pca_component_5,20.56732278756381,0.22144903910308797,0.016,0.0,Backdoor|Benign,pre_change,0.6198797218320292
32,16000,16500,500,0.10926584828693832,pca_component_5,28.977516501471584,0.3327285074120399,0.058,0.0,Backdoor|Benign,pre_change,1.63085611168434
33,16500,17000,500,0.09970028420061831,pca_component_5,28.50982852222186,0.3011401677828728,0.038,0.0,Backdoor|Benign,pre_change,1.209410216453657
34,17000,17500,500,0.07865567250375921,pca_component_5,16.472002992887294,0.18058357398795358,0.064,0.0,Backdoor|Benign,pre_change,0.28221291409603233
35,17500,18000,500,0.09300626135645934,pca_component_5,26.554510554349925,0.2711167356163946,0.034,0.0,Backdoor|Benign,pre_change,0.9144805683123775
36,18000,18500,500,0.09123273018001879,pca_component_5,19.879375886360663,0.23010551808483296,0.052,0.0,Backdoor|Benign,pre_change,0.836341168729716
37,18500,19000,500,0.06438700867599971,pca_component_4,16.8629655991915,0.14956852647290683,0.014,0.0,Backdoor|Benign,pre_change,-0.34644523364831314
38,19000,19500,500,0.07093926745440361,pca_component_5,24.49874834649272,0.1986248750142168,0.044,0.0,Backdoor|Benign,pre_change,-0.0577615196792932
39,19500,20000,500,0.14695054452910347,pca_component_4,40.03948642003507,0.5260056849926044,0.026,0.0,Backdoor|Benign|Exploits,pre_change,3.291193170843146
40,20000,20500,500,0.10205370645018719,pca_component_20,32.6899954621062,0.3300739129129697,0.048,0.012,Benign|DoS|Exploits|Reconnaissance,post_change,1.3130988372056545
41,20500,21000,500,0.26602265245070644,pca_component_23,30.80507544053175,0.8352274265302044,0.094,0.028,Backdoor|Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,8.0
42,21000,21500,500,0.07136429696748765,pca_component_10,19.116895595202415,0.17650811017237522,0.034,0.018,Benign|Exploits|Generic|Reconnaissance|Shellcode,post_change,-0.03903529067442567
43,21500,22000,500,0.08962296302664453,pca_component_23,17.3734709775542,0.2113185313687943,0.046,0.01,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,0.7654169918652273
44,22000,22500,500,0.06829818471774955,pca_component_20,24.457810098152983,0.19107018947893406,0.048,0.008,Benign|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,-0.1741240748075696
45,22500,23000,500,0.06925424156080515,pca_component_16,25.755569362877825,0.19881856922072697,0.064,0.002,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,-0.1320014954722618
46,23000,23500,500,0.28520022804106926,pca_component_16,33.15753954491698,0.9290006240345565,0.178,0.012,Backdoor|Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode|Worms,post_change,8.0
47,23500,24000,500,0.662726154731765,pca_component_11,47.849638178874415,2.5932741367485677,0.066,0.006,Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,8.0
48,24000,24500,500,0.06421730623865816,pca_component_2,19.87878077242299,0.16196528713893155,0.042,0.012,Benign|DoS|Exploits|Generic|Reconnaissance|Shellcode,post_change,-0.35392209491680016
49,24500,25000,500,0.06669815571915899,pca_component_5,19.99301097538226,0.16870498543384183,0.05,0.002,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,-0.2446192016627046
50,25000,25500,500,0.06806267815417286,pca_component_18,22.80073724007111,0.18384781295566008,0.082,0.002,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,-0.1845001774214476
