evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9877517967405608,0.16462529945676013,0.9758,,0.32925059891352026,,,0.9758,,0.9877517967405608,0.0,,1.0,0.0242,0.6342726015893192
1,5000,10000,5000,1,0,0,0,False,Benign,0.9888776541961577,0.16481294236602628,0.978,,0.32962588473205257,,,0.978,,0.9888776541961577,0.0,,1.0,0.022,0.6379223336900075
2,10000,15000,5000,1,0,0,0,False,Benign,0.9907145740815503,0.16511909568025837,0.9816,,0.33023819136051674,,,0.9816,,0.9907145740815503,0.0,,1.0,0.0184,0.6232706919234938
3,15000,20000,5000,1,0,0,0,False,Benign,0.9856983466883051,0.1642830577813842,0.9718,,0.3285661155627684,,,0.9718,,0.9856983466883051,0.0,,1.0,0.0282,0.6150361202895213
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30495542782592694,0.30495542782592694,0.3572357321798885,0.42713307400673173,0.30495542782592694,,,0.9404,,0.30495542782592694,0.0,,1.0,0.0596,0.587632162267656
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.27902557124808874,0.27902557124808874,0.3088316915671027,0.41591605293742545,0.27902557124808874,,,0.8812,,0.27902557124808874,0.0,,1.0,0.1188,0.5429385300564197
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31081318292462573,0.31081318292462573,0.358128107416605,0.4274454462558471,0.31081318292462573,,,0.8608,,0.31081318292462573,0.0,,1.0,0.1392,0.5205695139101996
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3173849095573453,0.3173849095573453,0.3622485670368551,0.4887454473923355,0.3173849095573453,,,0.9036,,0.3173849095573453,0.0,,1.0,0.0964,0.5578055136665279
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3363558085972525,0.3363558085972525,0.3838406617205086,0.4716838876470821,0.3363558085972525,,,0.9232,,0.3363558085972525,0.0,,1.0,0.0768,0.5729012029363504
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.301266529591796,0.301266529591796,0.3631874616892439,0.4129277858546927,0.301266529591796,,,0.8632,,0.301266529591796,0.0,,1.0,0.1368,0.5248493771784585
