evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9855954554676405,0.16426590924460674,0.9716,,0.3285318184892135,,,0.9716,,0.9855954554676405,0.0,,1.0,0.0284,0.6227348412543074
1,5000,10000,5000,1,0,0,0,False,Benign,0.9877517967405608,0.16462529945676013,0.9758,,0.32925059891352026,,,0.9758,,0.9877517967405608,0.0,,1.0,0.0242,0.6289015558448395
2,10000,15000,5000,1,0,0,0,False,Benign,0.9883662114314619,0.16472770190524363,0.977,,0.32945540381048727,,,0.977,,0.9883662114314619,0.0,,1.0,0.023,0.6092699060856209
3,15000,20000,5000,1,0,0,0,False,Benign,0.9815663509522354,0.16359439182537258,0.9638,,0.32718878365074516,,,0.9638,,0.9815663509522354,0.0,,1.0,0.0362,0.5989237862000539
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3091435919115057,0.3091435919115057,0.3705329219599263,0.414944682943242,0.3091435919115057,,,0.9374,,0.3091435919115057,0.0,,1.0,0.0626,0.5737224082115805
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.27682681715024404,0.27682681715024404,0.3086346355367134,0.413054051129168,0.27682681715024404,,,0.879,,0.27682681715024404,0.0,,1.0,0.121,0.5355657932678192
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.27888684287810966,0.27888684287810966,0.33610109343347844,0.4046815519210784,0.27888684287810966,,,0.8542,,0.27888684287810966,0.0,,1.0,0.1458,0.5076715646786022
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.34273276560812377,0.34273276560812377,0.3759916751832347,0.4923133184856567,0.34273276560812377,,,0.903,,0.34273276560812377,0.0,,1.0,0.097,0.5525976111224351
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3142483133246633,0.3142483133246633,0.36285788205741704,0.44417929635812026,0.3142483133246633,,,0.9174,,0.3142483133246633,0.0,,1.0,0.0826,0.5577853345371425
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2777763745060062,0.2777763745060062,0.3625046691839784,0.40533682830701345,0.2777763745060062,,,0.8592,,0.2777763745060062,0.0,,1.0,0.1408,0.5168046260203999
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.26108591137238885,0.26108591137238885,0.298360403433875,0.41965111087423707,0.26108591137238885,,,0.887,,0.26108591137238885,0.0,,1.0,0.113,0.5399577742179621
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3188677670769315,0.3188677670769315,0.37078166518398503,0.4708879028630273,0.3188677670769315,,,0.9092,,0.3188677670769315,0.0,,1.0,0.0908,0.5588957142345966
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.27635859351586395,0.27635859351586395,0.3435212875147915,0.4034999138368068,0.27635859351586395,,,0.853,,0.27635859351586395,0.0,,1.0,0.147,0.5100903768551133
13,65000,70000,5000,6,0,21,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2986927963562479,0.2986927963562479,0.34485817442343375,0.421041118319491,0.2986927963562479,,,0.885,,0.2986927963562479,0.0,,1.0,0.115,0.529316279803682
14,70000,75000,5000,6,0,15,438,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3718769400323408,0.3718769400323408,0.40142489090971073,0.5121547899993194,0.3718769400323408,,,0.9082,,0.3718769400323408,0.0,,1.0,0.0918,0.5654453137318439
15,75000,80000,5000,6,0,9,455,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2883321691147696,0.2883321691147696,0.33013176163446845,0.42907740582290566,0.2883321691147696,,,0.8792,,0.2883321691147696,0.0,,1.0,0.1208,0.5283751268041715
16,80000,85000,5000,6,0,16,410,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2832399639430299,0.2832399639430299,0.34862418031533654,0.38386517558318567,0.2832399639430299,,,0.8728,,0.2832399639430299,0.0,,1.0,0.1272,0.5180825867050102
