window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,novel_exact_recall,novel_rejection_rate,novel_harmful_acceptance_rate,resilience_score,acquisition_macro_f1,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,queried_label_counts,queried_target_row_indices,query_selection_sha256,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
65,32500,33000,500,0.386,0.8326996197718631,0.41634980988593157,0.7133550488599348,,0.4300139854027359,0.22611810558833345,0.0,0.7133550488599348,1.0,1.0,0.0,0.0,0.9163498098859315,0.8600279708054718,0.019543973941368076,1.0,0.988,0.1659919028340081,0.41009600273157687,False,latched,0.2668277366746589,0.012,0,{},[],,200,False,0.644193345493056,0.02551340317931594
66,33000,33500,500,0.68,0.8489208633093526,0.4244604316546763,0.7375,,0.45754046113758345,0.493675556935537,0.11386029411764706,0.7375,1.0,1.0,0.0,0.0,0.9244604316546763,0.9150809222751669,0.03125,1.0,0.99,0.07474747474747474,0.42718300955348903,False,latched,0.5435765371127537,0.01,0,{},[],,200,False,0.644193345493056,0.02551340317931594
67,33500,34000,500,0.464,0.8668076109936576,0.4334038054968288,0.7649253731343284,,0.4434837601998183,0.38535516540590875,0.1580995882655687,0.7649253731343284,1.0,0.9051724137931034,0.09482758620689655,0.0,0.9334038054968288,0.8869675203996366,0.014925373134328358,0.9051724137931034,0.948,0.12447257383966245,0.41438415117146266,False,latched,0.5346554542166884,0.052,0,{},[],,200,False,0.644193345493056,0.02551340317931594
68,34000,34500,500,0.56,0.8601036269430051,0.43005181347150256,0.7545454545454545,,0.45370186492390463,0.3807005991552619,0.028376623376623375,0.7545454545454545,1.0,0.9785714285714285,0.02142857142857143,0.0,0.9300518134715026,0.9074037298478093,0.00909090909090909,0.9785714285714285,0.984,0.10569105691056911,0.4057057086187952,False,latched,0.43715628687425506,0.016,0,{},[],,200,False,0.644193345493056,0.02551340317931594
69,34500,35000,500,0.372,0.8602540834845736,0.4301270417422868,0.7547770700636943,,0.43339236184149377,0.3514360175556235,0.1603314841449216,0.7547770700636943,1.0,0.8709677419354839,0.12903225806451613,0.0,0.9301270417422868,0.8667847236829875,0.012738853503184714,0.8709677419354839,0.944,0.15466101694915255,0.4139199822793536,False,latched,0.5522832173143791,0.056,0,{},[],,200,False,0.644193345493056,0.02551340317931594
70,35000,35500,500,0.872,0.8869565217391304,0.4434782608695652,0.796875,,0.4691852144302423,0.7002304507895692,0.0,0.796875,1.0,1.0,0.0,0.0,0.9434782608695652,0.9383704288604846,0.015625,1.0,0.998,0.02404809619238477,0.4131619112305168,False,latched,0.6031110447984601,0.002,0,{},[],,200,False,0.644193345493056,0.02551340317931594
71,35500,36000,500,0.192,0.8916323731138546,0.4458161865569273,0.8044554455445545,,0.408475103587742,0.3523889062523231,0.284911303630363,0.8044554455445545,1.0,0.75,0.25,0.0,0.9458161865569272,0.816950207175484,0.009900990099009901,0.75,0.944,0.15889830508474576,0.44438545869517576,False,latched,0.45210136622993435,0.056,0,{},[],,200,False,0.644193345493056,0.02551340317931594
72,36000,36500,500,0.888,0.782608695652174,0.391304347826087,0.6428571428571429,,0.4425518356943287,0.7603069922718572,0.08811936936936937,0.6428571428571429,1.0,0.9864864864864865,0.013513513513513514,0.0,0.8913043478260869,0.8851036713886574,0.017857142857142856,0.9864864864864865,0.986,0.038539553752535496,0.41579118226920125,False,latched,0.6346092756291739,0.014,0,{},[],,200,False,0.644193345493056,0.02551340317931594
73,36500,37000,500,0.204,0.8757062146892656,0.4378531073446328,0.7788944723618091,,0.39619928094504364,0.35253491858471825,0.30397083456498175,0.7788944723618091,1.0,0.7647058823529411,0.23529411764705882,0.0,0.9378531073446328,0.7923985618900873,0.01256281407035176,0.7647058823529411,0.942,0.1762208067940552,0.44225233005295805,False,latched,0.47422189361097455,0.058,0,{},[],,200,False,0.644193345493056,0.02551340317931594
74,37000,37500,500,0.688,0.8487084870848709,0.42435424354243545,0.7371794871794872,,0.4520615148348015,0.5930227246776625,0.29274746571258203,0.7371794871794872,1.0,0.9651162790697675,0.03488372093023256,0.0,0.9243542435424354,0.904123029669603,0.038461538461538464,0.9651162790697675,0.964,0.07261410788381743,0.5004226931075456,False,latched,0.6967184456943231,0.036,0,{},[],,200,False,0.644193345493056,0.02551340317931594
75,37500,38000,500,0.752,0.8019323671497585,0.40096618357487923,0.6693548387096774,,0.443869335173683,0.5614248329613934,0.029469800960878516,0.6693548387096774,1.0,0.9787234042553191,0.02127659574468085,0.0,0.9009661835748792,0.887738670347366,0.056451612903225805,0.9787234042553191,0.97,0.07010309278350516,0.4093040952223439,False,latched,0.5649405085833188,0.03,0,{},[],,200,False,0.644193345493056,0.02551340317931594
76,38000,38500,500,0.628,0.7843137254901961,0.39215686274509803,0.6451612903225806,,0.4353811255088406,0.4396841517777274,0.0378056297513869,0.6451612903225806,1.0,0.9617834394904459,0.03821656050955414,0.0,0.892156862745098,0.8707622510176812,0.04838709677419355,0.9617834394904459,0.958,0.11899791231732777,0.41600869592028733,False,latched,0.4692178265428117,0.042,0,{},[],,200,False,0.644193345493056,0.02551340317931594
77,38500,39000,500,0.984,0.8571428571428571,0.42857142857142855,0.75,,0.6190476190476191,0.9346765383289126,0.0,0.75,1.0,1.0,0.0,0.0,0.9285714285714286,0.9285714285714286,0.0,1.0,1.0,0.004,0.42945950043472325,False,latched,0.6905878444681406,0.0,0,{},[],,200,False,0.644193345493056,0.02551340317931594
78,39000,39500,500,0.628,0.7216494845360825,0.36082474226804123,0.5645161290322581,,0.4161718648049067,0.4566980149210063,0.054071638928840496,0.5645161290322581,1.0,0.9490445859872612,0.050955414012738856,0.0,0.8608247422680413,0.8323437296098134,0.08064516129032258,0.9490445859872612,0.938,0.14072494669509594,0.3196606327245751,False,latched,0.5214998441439267,0.062,0,{},[],,200,False,0.644193345493056,0.02551340317931594
