metric,comparison,n_seeds,mean_difference,std_difference,median_difference,minimum_difference,maximum_difference,positive_seed_count,bootstrap_95_low,bootstrap_95_high
primary_normalized_recovery_area,anchored_B050 minus prototype_static,5,0.0007182358512870301,0.00020521165031335645,0.0007747925679197909,0.00037699288231390904,0.0008899333719926128,5,0.0005361127565562618,0.00085299672563115
primary_normalized_recovery_area,anchored_B050 minus naive_B050,5,-0.0004476099292308633,0.0012266466242878225,-9.30672941336641e-05,-0.0020736803599832876,0.0009333184147413132,2,-0.0014451322973457082,0.0004807020349037461
primary_normalized_recovery_area,anchored_B200 minus prototype_static,5,0.00018839026683116212,0.00022544060496126366,0.0002239420103746781,-7.202270452855153e-05,0.000431315075045291,3,1.0242693143780457e-05,0.00036653784051854377
primary_normalized_recovery_area,anchored_B200 minus naive_B200,5,-0.0010584312512743944,0.0018119497327490914,-0.001051752443349263,-0.0032629611363595434,0.001722889584364784,1,-0.002372352830141647,0.0004936672984132806
global_known_macro_f1,anchored_B050 minus prototype_static,5,0.0006223541457583859,0.000141253570698249,0.000625114869501453,0.0004018528573179747,0.0007898513963323084,5,0.0005001020355188234,0.0007239567855999663
global_known_macro_f1,anchored_B050 minus naive_B050,5,-0.0005446911969350876,0.0012768006950710385,-3.605329822636838e-05,-0.002418897174378598,0.0007466925886842057,2,-0.0016543779247780942,0.0003822424483032827
global_known_macro_f1,anchored_B200 minus prototype_static,5,0.00017055008151727334,0.0001487093845450994,0.00021318153752486468,1.212004959366686e-05,0.00036460560347367776,5,5.924043566006843e-05,0.0002818597273744783
global_known_macro_f1,anchored_B200 minus naive_B200,5,-0.0011048544788628267,0.0016050538979569826,-0.0009329076653733503,-0.0031241444021024023,0.0012568223321542948,1,-0.0022476572411067883,0.00020928486749404173
