window,start_row,stop_row,n_rows,shift_score,dominant_shift_feature,dominant_shift_contribution_percent,maximum_absolute_standardized_change,predicted_unknown_rate,novel_prevalence_posthoc,labels_present_posthoc,phase,normalized_shift_score
133,66500,67000,500,1.0664131310714013,pca_component_25,68.22317685525348,4.9827195358692125,0.204,0.01,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode|Worms,post_change,8.0
134,67000,67500,500,0.40312654077806004,pca_component_25,62.62870746333182,1.8046920510330176,0.126,0.03,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,8.0
135,67500,68000,500,0.150919774739896,pca_component_25,41.824763239427625,0.5521255985378133,0.144,0.024,Benign|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,3.242466618208001
136,68000,68500,500,0.09161194182785497,pca_component_25,37.4314840208152,0.31706302634811845,0.122,0.022,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,0.9668035865636511
137,68500,69000,500,0.08819317169720829,pca_component_25,31.00941309933479,0.2778156608835563,0.074,0.02,Benign|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,0.8356241382850237
138,69000,69500,500,0.10512012700240411,pca_component_25,24.95004664662076,0.29702742280208144,0.078,0.006,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,1.485117544720209
139,69500,70000,500,0.1086969915246155,pca_component_25,33.230551392924134,0.3544551469031208,0.106,0.006,Benign|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,1.6223631320689942
140,70000,70500,500,0.12496834153044507,pca_component_25,39.18530087809864,0.4425237544197192,0.102,0.006,Benign|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,2.2467007256905402
141,70500,71000,500,0.10033148133521848,pca_component_25,38.27110291962986,0.3511136411725608,0.07,0.01,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,1.3013754759007328
142,71000,71500,500,0.21306073868413403,pca_component_25,37.585483229274146,0.7389047981154897,0.138,0.008,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,5.626837913790049
143,71500,72000,500,0.3198718105724646,pca_component_25,36.270321445319254,1.0897494537881338,0.186,0.01,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,8.0
144,72000,72500,500,0.38063867686128744,pca_component_25,37.59915292084278,1.3203131068155776,0.2,0.004,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,8.0
145,72500,73000,500,0.2815967722871768,pca_component_25,37.97180041997974,0.9815970769885042,0.144,0.008,Benign|DoS|Exploits|Generic|Reconnaissance,post_change,8.0
146,73000,73500,500,0.24928327183162094,pca_component_25,37.12375363068234,0.8591996000727469,0.134,0.006,Benign|Exploits|Generic|Reconnaissance,post_change,7.016709631384245
147,73500,74000,500,0.2736567805996164,pca_component_25,36.13729959871253,0.9305914343746011,0.172,0.004,Benign|Exploits|Generic|Reconnaissance|Shellcode,post_change,7.9519299915185915
148,74000,74500,500,0.19290653195458585,pca_component_25,31.642850787317652,0.6138464156024673,0.132,0.028,Backdoor|Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,4.8535137012097085
149,74500,75000,500,0.15140311750804727,pca_component_25,29.618298942790066,0.46611154821031286,0.12,0.018,Benign|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,3.26101265530104
150,75000,75500,500,0.10241094254526086,pca_component_25,37.13626310950605,0.3530371857177358,0.062,0.008,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,1.381165155763932
151,75500,76000,500,0.08093955408342406,pca_component_25,28.757718197163562,0.24553477422412612,0.074,0.01,Benign|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,0.5573002029988673
152,76000,76500,500,0.09065427044957869,pca_component_5,40.90708533875239,0.3279914515048941,0.056,0.028,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,0.930057388886198
153,76500,77000,500,0.23343698695299483,pca_component_11,39.665736882997585,0.8316726534768442,0.078,0.012,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,6.408681940662923
154,77000,77500,500,0.12003343454026501,pca_component_25,36.87469175495091,0.4123266649442877,0.088,0.01,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,2.057346556928187
155,77500,78000,500,20.64548983795864,pca_component_12,42.58541340131261,76.21327325976537,0.076,0.014,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,post_change,8.0
156,78000,78500,500,0.20184761348597577,pca_component_25,33.55186238839311,0.6613889337038139,0.132,0.008,Benign|Exploits|Fuzzers|Generic|Reconnaissance|Shellcode,post_change,5.196586238256853
