window,start_row,stop_row,n_rows,shift_score,dominant_shift_feature,dominant_shift_contribution_percent,maximum_absolute_standardized_change,predicted_unknown_rate,novel_prevalence_posthoc,labels_present_posthoc,phase,normalized_shift_score
0,0,500,500,0.06429515542419835,pca_component_25,19.687431945330168,0.16137928040542263,0.062,0.0,Backdoor|Benign,pre_change,-0.1921406401343297
1,500,1000,500,0.06007817674223199,pca_component_20,31.301555677640025,0.19014052755172173,0.06,0.0,Backdoor|Benign,pre_change,-0.3863933412082898
2,1000,1500,500,0.04591194252853176,pca_component_22,16.215800709566164,0.1045851097303834,0.058,0.0,Backdoor|Benign,pre_change,-1.038952784258272
3,1500,2000,500,0.09461361174701688,pca_component_4,21.736919625235952,0.2495327830483132,0.086,0.0,Backdoor|Benign,pre_change,1.204461637768142
4,2000,2500,500,0.04914137413766833,pca_component_4,21.742629412209112,0.12962188042256498,0.052,0.0,Backdoor|Benign,pre_change,-0.8901908719225224
5,2500,3000,500,0.04762205862353806,pca_component_0,12.299786282980417,0.09447827106023059,0.07,0.0,Backdoor|Benign,pre_change,-0.9601772685020181
6,3000,3500,500,0.06462821079554294,pca_component_16,15.051029947566107,0.14183396110305546,0.084,0.0,Backdoor|Benign,pre_change,-0.17679863573493584
7,3500,4000,500,0.05137967828183014,pca_component_20,25.92297481728873,0.1479819646055605,0.044,0.0,Backdoor|Benign,pre_change,-0.7870846770328376
8,4000,4500,500,0.05740235693939961,pca_component_22,26.25352246755899,0.1663789981179456,0.038,0.0,Backdoor|Benign,pre_change,-0.5096534436390204
9,4500,5000,500,0.04716303104078606,pca_component_2,14.140341969954644,0.10032441908658082,0.042,0.0,Backdoor|Benign,pre_change,-0.981322110471067
10,5000,5500,500,0.05274088996892844,pca_component_5,20.237819533108688,0.134216003407407,0.066,0.0,Backdoor|Benign,pre_change,-0.7243812424427939
11,5500,6000,500,0.04671221549719072,pca_component_4,17.175661203520093,0.10951212025443814,0.026,0.0,Backdoor|Benign,pre_change,-1.0020886695727331
