metric,analysis_family,contrast,seed,difference
Novel exact recall,simple_effects,At B200: random minus UD,23,0.011301577669902918
Novel exact recall,simple_effects,At B200: random minus UD,37,0.01418385922330101
Novel exact recall,simple_effects,At B200: random minus UD,53,0.013121966019417508
Novel exact recall,simple_effects,At B200: random minus UD,71,0.008646844660194164
Novel exact recall,simple_effects,At B200: random minus UD,83,0.01653519417475735
Novel exact recall,simple_effects,At B200: random minus UD,97,0.010353458737863974
Novel exact recall,simple_effects,At B200: random minus UD,109,0.0012135922330096527
Novel exact recall,simple_effects,At B200: random minus UD,127,0.00030339805825241317
Novel exact recall,simple_effects,At B200: random minus UD,149,0.0005309466019417508
Novel exact recall,simple_effects,Within UD: B200 minus B50,11,0.8249772451456312
Novel exact recall,simple_effects,Within UD: B200 minus B50,23,0.8157994538834952
Novel exact recall,simple_effects,Within UD: B200 minus B50,37,0.8139790655339807
Novel exact recall,simple_effects,Within UD: B200 minus B50,53,0.8143583131067961
Novel exact recall,simple_effects,Within UD: B200 minus B50,71,0.8153443567961165
Novel exact recall,simple_effects,Within UD: B200 minus B50,83,0.8111726334951456
Novel exact recall,simple_effects,Within UD: B200 minus B50,97,0.8205400485436893
Novel exact recall,simple_effects,Within UD: B200 minus B50,109,0.815647754854369
Novel exact recall,simple_effects,Within UD: B200 minus B50,127,0.8187575849514563
Novel exact recall,simple_effects,Within UD: B200 minus B50,149,0.831879550970874
Novel exact recall,simple_effects,Within random: B200 minus B50,11,0.0003792475728154887
Novel exact recall,simple_effects,Within random: B200 minus B50,23,0.00022754854368933763
Novel exact recall,simple_effects,Within random: B200 minus B50,37,-0.0005309466019417508
Novel exact recall,simple_effects,Within random: B200 minus B50,53,0.00022754854368933763
Novel exact recall,simple_effects,Within random: B200 minus B50,71,0.0005309466019417508
Novel exact recall,simple_effects,Within random: B200 minus B50,83,-0.0003792475728154887
Novel exact recall,simple_effects,Within random: B200 minus B50,97,0.00030339805825241317
Novel exact recall,simple_effects,Within random: B200 minus B50,109,0.0002275485436892266
Novel exact recall,simple_effects,Within random: B200 minus B50,127,0.00030339805825241317
Novel exact recall,simple_effects,Within random: B200 minus B50,149,7.584951456318656e-05
Novel exact recall,static_comparisons,Random B50 minus static,11,0.8435603762135923
Novel exact recall,static_comparisons,Random B50 minus static,23,0.8431052791262136
Novel exact recall,static_comparisons,Random B50 minus static,37,0.8429535800970874
Novel exact recall,static_comparisons,Random B50 minus static,53,0.8431052791262136
Novel exact recall,static_comparisons,Random B50 minus static,71,0.8436362257281553
Novel exact recall,static_comparisons,Random B50 minus static,83,0.8415124393203883
Novel exact recall,static_comparisons,Random B50 minus static,97,0.8418158373786407
Novel exact recall,static_comparisons,Random B50 minus static,109,0.8448498179611651
Novel exact recall,static_comparisons,Random B50 minus static,127,0.8446981189320388
Novel exact recall,static_comparisons,Random B50 minus static,149,0.8409814927184466
Novel exact recall,static_comparisons,UD B50 minus static,11,0.0188106796116504
Novel exact recall,static_comparisons,UD B50 minus static,23,0.0162317961165048
Novel exact recall,static_comparisons,UD B50 minus static,37,0.014259708737864
Novel exact recall,static_comparisons,UD B50 minus static,53,0.0158525485436893
Novel exact recall,static_comparisons,UD B50 minus static,71,0.0201759708737864
Novel exact recall,static_comparisons,UD B50 minus static,83,0.0134253640776699
Novel exact recall,static_comparisons,UD B50 minus static,97,0.0112257281553398
Novel exact recall,static_comparisons,UD B50 minus static,109,0.028216019417475702
Novel exact recall,static_comparisons,UD B50 minus static,127,0.02594053398058245
Novel exact recall,static_comparisons,UD B50 minus static,149,0.0086468446601941
Novel exact recall,static_comparisons,Random B200 minus static,11,0.8439396237864077
Novel exact recall,static_comparisons,Random B200 minus static,23,0.8433328276699029
Novel exact recall,static_comparisons,Random B200 minus static,37,0.8424226334951457
Novel exact recall,static_comparisons,Random B200 minus static,53,0.8433328276699029
Novel exact recall,static_comparisons,Random B200 minus static,71,0.8441671723300971
Novel exact recall,static_comparisons,Random B200 minus static,83,0.8411331917475728
Novel exact recall,static_comparisons,Random B200 minus static,97,0.8421192354368932
Novel exact recall,static_comparisons,Random B200 minus static,109,0.8450773665048543
Novel exact recall,static_comparisons,Random B200 minus static,127,0.8450015169902912
Novel exact recall,static_comparisons,Random B200 minus static,149,0.8410573422330098
Novel exact recall,static_comparisons,UD B200 minus static,11,0.8437879247572816
Novel exact recall,static_comparisons,UD B200 minus static,23,0.83203125
Novel exact recall,static_comparisons,UD B200 minus static,37,0.8282387742718447
Novel exact recall,static_comparisons,UD B200 minus static,53,0.8302108616504854
Novel exact recall,static_comparisons,UD B200 minus static,71,0.8355203276699029
Novel exact recall,static_comparisons,UD B200 minus static,83,0.8245979975728155
Novel exact recall,static_comparisons,UD B200 minus static,97,0.8317657766990292
Novel exact recall,static_comparisons,UD B200 minus static,109,0.8438637742718447
Novel exact recall,static_comparisons,UD B200 minus static,127,0.8446981189320388
Novel exact recall,static_comparisons,UD B200 minus static,149,0.840526395631068
Source forgetting,factorial_effects,Selection main: random minus UD,11,-0.0015164230273337735
Source forgetting,factorial_effects,Selection main: random minus UD,23,0.00025780237981172516
Source forgetting,factorial_effects,Selection main: random minus UD,37,-0.0004107178338350684
Source forgetting,factorial_effects,Selection main: random minus UD,53,-0.003908697633922875
Source forgetting,factorial_effects,Selection main: random minus UD,71,-0.0026757110866160484
Source forgetting,factorial_effects,Selection main: random minus UD,83,0.0007062438667006475
Source forgetting,factorial_effects,Selection main: random minus UD,97,0.004007334141057847
Source forgetting,factorial_effects,Selection main: random minus UD,109,-0.003228199440195499
Source forgetting,factorial_effects,Selection main: random minus UD,127,-0.0013739980700425009
Source forgetting,factorial_effects,Selection main: random minus UD,149,0.0006595771418931966
Source forgetting,factorial_effects,Budget main: B200 minus B50,11,0.0021039925236178737
Source forgetting,factorial_effects,Budget main: B200 minus B50,23,0.001048526075519425
Source forgetting,factorial_effects,Budget main: B200 minus B50,37,0.000518944089761525
Source forgetting,factorial_effects,Budget main: B200 minus B50,53,-0.0043597495080205245
Source forgetting,factorial_effects,Budget main: B200 minus B50,71,-0.0017831885528024997
Source forgetting,factorial_effects,Budget main: B200 minus B50,83,0.004824106852621551
Source forgetting,factorial_effects,Budget main: B200 minus B50,97,0.007241042878584852
Source forgetting,factorial_effects,Budget main: B200 minus B50,109,-0.0010510531583514497
Source forgetting,factorial_effects,Budget main: B200 minus B50,127,-0.00018919971062425142
Source forgetting,factorial_effects,Budget main: B200 minus B50,149,0.0084538757242134
Source forgetting,factorial_effects,Update main: anchored minus naive,11,0.0018492560391570288
Source forgetting,factorial_effects,Update main: anchored minus naive,23,0.001303075560897822
Source forgetting,factorial_effects,Update main: anchored minus naive,37,0.001427310065455871
Source forgetting,factorial_effects,Update main: anchored minus naive,53,0.0015006718979363766
Source forgetting,factorial_effects,Update main: anchored minus naive,71,0.0002671815357924469
Source forgetting,factorial_effects,Update main: anchored minus naive,83,8.385439759524965e-05
Source forgetting,factorial_effects,Update main: anchored minus naive,97,0.00035498318365680126
Source forgetting,factorial_effects,Update main: anchored minus naive,109,-0.00041733938639459955
Source forgetting,factorial_effects,Update main: anchored minus naive,127,0.001091814218389997
Source forgetting,factorial_effects,Update main: anchored minus naive,149,0.0008980386687326009
Source forgetting,factorial_effects,Selection x budget,11,0.00463649685142075
Source forgetting,factorial_effects,Selection x budget,23,0.0007979349496865518
Source forgetting,factorial_effects,Selection x budget,37,0.004368019127546741
Source forgetting,factorial_effects,Selection x budget,53,0.012507215803173051
Source forgetting,factorial_effects,Selection x budget,71,0.012015360046239598
Source forgetting,factorial_effects,Selection x budget,83,-0.0034428432854377994
Source forgetting,factorial_effects,Selection x budget,97,-0.008711494538499398
Source forgetting,factorial_effects,Selection x budget,109,0.0038766387966346974
Source forgetting,factorial_effects,Selection x budget,127,0.0028910190370129984
Source forgetting,factorial_effects,Selection x budget,149,-0.0049620091277148975
Source forgetting,factorial_effects,Selection x update,11,-0.0025395365708859507
Source forgetting,factorial_effects,Selection x update,23,-0.0026425748858318505
Source forgetting,factorial_effects,Selection x update,37,-0.0015135659310167495
Source forgetting,factorial_effects,Selection x update,53,-0.0021102686546417507
Source forgetting,factorial_effects,Selection x update,71,0.001022839889919299
Source forgetting,factorial_effects,Selection x update,83,0.0006314499365008006
Source forgetting,factorial_effects,Selection x update,97,-0.002089838380208299
Source forgetting,factorial_effects,Selection x update,109,0.0009199832645405987
Source forgetting,factorial_effects,Selection x update,127,-0.0017495610089652992
Source forgetting,factorial_effects,Selection x update,149,0.0014299750852501021
Source forgetting,factorial_effects,Budget x update,11,0.00042747781534195183
Source forgetting,factorial_effects,Budget x update,23,0.0004817239495441515
Source forgetting,factorial_effects,Budget x update,37,0.0023966941349648514
Source forgetting,factorial_effects,Budget x update,53,0.00624107562427275
Source forgetting,factorial_effects,Budget x update,71,0.0038598748972641997
Source forgetting,factorial_effects,Budget x update,83,-0.003719175352600401
Source forgetting,factorial_effects,Budget x update,97,-0.004043220111641703
Source forgetting,factorial_effects,Budget x update,109,0.0012350965769097003
Source forgetting,factorial_effects,Budget x update,127,-5.8404845071002506e-05
Source forgetting,factorial_effects,Budget x update,149,-0.0004351504146237004
Source forgetting,factorial_effects,Selection x budget x update,11,-0.0004962165464397015
Source forgetting,factorial_effects,Selection x budget x update,23,0.0005618492284153037
Source forgetting,factorial_effects,Selection x budget x update,37,-0.006519500059948096
Source forgetting,factorial_effects,Selection x budget x update,53,-0.008017852335111899
Source forgetting,factorial_effects,Selection x budget x update,71,-0.017828097394293602
Source forgetting,factorial_effects,Selection x budget x update,83,0.004733509058280202
Source forgetting,factorial_effects,Selection x budget x update,97,0.004597891033071198
Source forgetting,factorial_effects,Selection x budget x update,109,-0.0030859533268213953
Source forgetting,factorial_effects,Selection x budget x update,127,-0.0008473671273297977
Source forgetting,factorial_effects,Selection x budget x update,149,0.0032468360865652024
Source forgetting,simple_effects,At B50: random minus UD,11,-0.0038346714530441486
Source forgetting,simple_effects,At B50: random minus UD,23,-0.00014116509503155072
Source forgetting,simple_effects,At B50: random minus UD,37,-0.0025947273976084442
Source forgetting,simple_effects,At B50: random minus UD,53,-0.0101623055355094
Source forgetting,simple_effects,At B50: random minus UD,71,-0.008683391109735851
Source forgetting,simple_effects,At B50: random minus UD,83,0.0024276655094195507
Source forgetting,simple_effects,At B50: random minus UD,97,0.00836308141030755
Source forgetting,simple_effects,At B50: random minus UD,109,-0.005166518838512848
Source forgetting,simple_effects,At B50: random minus UD,127,-0.002819507588549
Source forgetting,simple_effects,At B50: random minus UD,149,0.003140581705750649
Source forgetting,simple_effects,At B200: random minus UD,11,0.0008018253983766016
Source forgetting,simple_effects,At B200: random minus UD,23,0.000656769854655001
Source forgetting,simple_effects,At B200: random minus UD,37,0.001773291729938297
Source forgetting,simple_effects,At B200: random minus UD,53,0.0023449102676636503
Source forgetting,simple_effects,At B200: random minus UD,71,0.003331968936503747
Source forgetting,simple_effects,At B200: random minus UD,83,-0.0010151777760182487
Source forgetting,simple_effects,At B200: random minus UD,97,-0.0003484131281918483
Source forgetting,simple_effects,At B200: random minus UD,109,-0.0012898800418781504
Source forgetting,simple_effects,At B200: random minus UD,127,7.151144846399837e-05
Source forgetting,simple_effects,At B200: random minus UD,149,-0.0018214274219642487
Source forgetting,simple_effects,Within UD: B200 minus B50,11,-0.0002142559020925014
Source forgetting,simple_effects,Within UD: B200 minus B50,23,0.0006495586006761492
Source forgetting,simple_effects,Within UD: B200 minus B50,37,-0.001665065474011844
Source forgetting,simple_effects,Within UD: B200 minus B50,53,-0.01061335740960705
Source forgetting,simple_effects,Within UD: B200 minus B50,71,-0.007790868575922299
Source forgetting,simple_effects,Within UD: B200 minus B50,83,0.006545528495340451
Source forgetting,simple_effects,Within UD: B200 minus B50,97,0.01159679014783455
Source forgetting,simple_effects,Within UD: B200 minus B50,109,-0.0029893725566687984
Source forgetting,simple_effects,Within UD: B200 minus B50,127,-0.0016347092291307506
Source forgetting,simple_effects,Within UD: B200 minus B50,149,0.01093488028807085
Source forgetting,simple_effects,Within random: B200 minus B50,11,0.004422240949328249
Source forgetting,simple_effects,Within random: B200 minus B50,23,0.001447493550362701
Source forgetting,simple_effects,Within random: B200 minus B50,37,0.0027029536535348973
Source forgetting,simple_effects,Within random: B200 minus B50,53,0.001893858393566001
Source forgetting,simple_effects,Within random: B200 minus B50,71,0.004224491470317299
Source forgetting,simple_effects,Within random: B200 minus B50,83,0.0031026852099026517
Source forgetting,simple_effects,Within random: B200 minus B50,97,0.0028852956093351513
Source forgetting,simple_effects,Within random: B200 minus B50,109,0.000887266239965899
Source forgetting,simple_effects,Within random: B200 minus B50,127,0.0012563098078822478
Source forgetting,simple_effects,Within random: B200 minus B50,149,0.005972871160355952
Source forgetting,static_comparisons,Random B50 minus static,11,0.014655286742574401
Source forgetting,static_comparisons,Random B50 minus static,23,0.0182707281953456
Source forgetting,static_comparisons,Random B50 minus static,37,0.017638789633854353
Source forgetting,static_comparisons,Random B50 minus static,53,0.00932800177350385
Source forgetting,static_comparisons,Random B50 minus static,71,0.0167628536386952
Source forgetting,static_comparisons,Random B50 minus static,83,0.0178060460452854
Source forgetting,static_comparisons,Random B50 minus static,97,0.01932819966860835
Source forgetting,static_comparisons,Random B50 minus static,109,0.0165956584249605
Source forgetting,static_comparisons,Random B50 minus static,127,0.01773789086060435
Source forgetting,static_comparisons,Random B50 minus static,149,0.0137836814386187
Source forgetting,static_comparisons,UD B50 minus static,11,0.01848995819561855
Source forgetting,static_comparisons,UD B50 minus static,23,0.01841189329037715
Source forgetting,static_comparisons,UD B50 minus static,37,0.020233517031462797
Source forgetting,static_comparisons,UD B50 minus static,53,0.01949030730901325
Source forgetting,static_comparisons,UD B50 minus static,71,0.02544624474843105
Source forgetting,static_comparisons,UD B50 minus static,83,0.015378380535865849
Source forgetting,static_comparisons,UD B50 minus static,97,0.0109651182583008
Source forgetting,static_comparisons,UD B50 minus static,109,0.021762177263473348
Source forgetting,static_comparisons,UD B50 minus static,127,0.02055739844915335
Source forgetting,static_comparisons,UD B50 minus static,149,0.01064309973286805
Source forgetting,static_comparisons,Random B200 minus static,11,0.01907752769190265
Source forgetting,static_comparisons,Random B200 minus static,23,0.0197182217457083
Source forgetting,static_comparisons,Random B200 minus static,37,0.02034174328738925
Source forgetting,static_comparisons,Random B200 minus static,53,0.011221860167069851
Source forgetting,static_comparisons,Random B200 minus static,71,0.020987345109012498
Source forgetting,static_comparisons,Random B200 minus static,83,0.02090873125518805
Source forgetting,static_comparisons,Random B200 minus static,97,0.0222134952779435
Source forgetting,static_comparisons,Random B200 minus static,109,0.0174829246649264
Source forgetting,static_comparisons,Random B200 minus static,127,0.0189942006684866
Source forgetting,static_comparisons,Random B200 minus static,149,0.01975655259897465
Source forgetting,static_comparisons,UD B200 minus static,11,0.01827570229352605
Source forgetting,static_comparisons,UD B200 minus static,23,0.0190614518910533
Source forgetting,static_comparisons,UD B200 minus static,37,0.018568451557450953
Source forgetting,static_comparisons,UD B200 minus static,53,0.0088769498994062
Source forgetting,static_comparisons,UD B200 minus static,71,0.01765537617250875
Source forgetting,static_comparisons,UD B200 minus static,83,0.0219239090312063
Source forgetting,static_comparisons,UD B200 minus static,97,0.02256190840613535
Source forgetting,static_comparisons,UD B200 minus static,109,0.01877280470680455
Source forgetting,static_comparisons,UD B200 minus static,127,0.0189226892200226
Source forgetting,static_comparisons,UD B200 minus static,149,0.0215779800209389
