strategy,budget,Benign_selected,DoS_selected,Benign_selection_rate_percent,DoS_selection_rate_percent,Benign_to_DoS_selection_rate_ratio,selected_DoS_percent,DoS_percentage_point_difference_vs_pool
uncertainty_diversity,50,27,23,93.10344827586206,4.883227176220807,19.065967016491754,46.0,-48.2
uncertainty_diversity,200,28,172,96.55172413793103,36.518046709129514,2.643945469125902,86.0,-8.200000000000003
random_nested,50,1,49,3.4482758620689653,10.40339702760085,0.33145672061928216,98.0,3.799999999999997
random_nested,200,12,188,41.37931034482759,39.91507430997877,1.036683785766691,94.0,-0.20000000000000284
