evaluation_window,start_row,stop_row,n_rows,known_classes_present,novel_classes_present,minimum_initial_known_class_count,non_normal_rows,support_eligible,labels_present,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece
0,0,5000,5000,1,0,0,0,False,Benign,0.9884685413716366,0.16474475689527276,0.9772,,0.32948951379054553,,,0.9772,,0.9884685413716366,0.0,,1.0,0.0228,0.6309279315119193
1,5000,10000,5000,1,0,0,0,False,Benign,0.9903069466882067,0.16505115778136778,0.9808,,0.33010231556273556,,,0.9808,,0.9903069466882067,0.0,,1.0,0.0192,0.6358369937466379
2,10000,15000,5000,1,0,0,0,False,Benign,0.9931534434152235,0.16552557390253725,0.9864,,0.3310511478050745,,,0.9864,,0.9931534434152235,0.0,,1.0,0.0136,0.6226061174652402
3,15000,20000,5000,1,0,0,0,False,Benign,0.9849776695087292,0.16416294491812153,0.9704,,0.32832588983624306,,,0.9704,,0.9849776695087292,0.0,,1.0,0.0296,0.6087084384909135
4,20000,25000,5000,6,0,8,204,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3188510200876145,0.3188510200876145,0.3963936889684796,0.44714601665511566,0.3188510200876145,,,0.9426,,0.3188510200876145,0.0,,1.0,0.0574,0.5834301616321403
5,25000,30000,5000,6,0,12,437,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.2939596784778394,0.2939596784778394,0.32484777294127426,0.4470715263606945,0.2939596784778394,,,0.888,,0.2939596784778394,0.0,,1.0,0.112,0.5438178750311811
6,30000,35000,5000,6,0,20,528,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3252321073454099,0.3252321073454099,0.3833881654325035,0.45682559170195824,0.3252321073454099,,,0.8668,,0.3252321073454099,0.0,,1.0,0.1332,0.5197470334584431
7,35000,40000,5000,6,0,18,458,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.32156402448916155,0.32156402448916155,0.3779030573846118,0.5036192464435155,0.32156402448916155,,,0.9068,,0.32156402448916155,0.0,,1.0,0.0932,0.5560283871312831
8,40000,45000,5000,6,0,12,337,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.33339859975799674,0.33339859975799674,0.3860614249312502,0.48158071721195456,0.33339859975799674,,,0.924,,0.33339859975799674,0.0,,1.0,0.076,0.5686966793590258
9,45000,50000,5000,6,0,26,468,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31085219590107166,0.31085219590107166,0.38507790238866657,0.4399316434871911,0.31085219590107166,,,0.8688,,0.31085219590107166,0.0,,1.0,0.1312,0.5242440774519211
10,50000,55000,5000,6,0,23,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.28717559091152517,0.28717559091152517,0.3295477835836099,0.4450269314996559,0.28717559091152517,,,0.8908,,0.28717559091152517,0.0,,1.0,0.1092,0.5423331070586648
11,55000,60000,5000,6,0,14,406,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30659938275198584,0.30659938275198584,0.3589532343693496,0.508768271713453,0.30659938275198584,,,0.92,,0.30659938275198584,0.0,,1.0,0.08,0.5702217455969697
12,60000,65000,5000,6,0,28,510,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.30165025892217595,0.30165025892217595,0.3666642836155108,0.44384774810543187,0.30165025892217595,,,0.865,,0.30165025892217595,0.0,,1.0,0.135,0.5204165114641323
13,65000,70000,5000,6,0,21,421,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.33356265339726154,0.33356265339726154,0.38224205708849723,0.4833075424763858,0.33356265339726154,,,0.9004,,0.33356265339726154,0.0,,1.0,0.0996,0.5471214549741305
14,70000,75000,5000,6,0,15,438,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3246144559799828,0.3246144559799828,0.36611720037693435,0.5251991388177872,0.3246144559799828,,,0.9138,,0.3246144559799828,0.0,,1.0,0.0862,0.5671982178838463
15,75000,80000,5000,6,0,9,455,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31273687823365465,0.31273687823365465,0.36978128293334755,0.47473679941413743,0.31273687823365465,,,0.8906,,0.31273687823365465,0.0,,1.0,0.1094,0.5416008868199681
16,80000,85000,5000,6,0,16,410,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3275042036553207,0.3275042036553207,0.41188912198540867,0.44399235683699134,0.3275042036553207,,,0.8804,,0.3275042036553207,0.0,,1.0,0.1196,0.5297010012433098
17,85000,90000,5000,6,0,24,393,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3208392767317973,0.3208392767317973,0.3724423266580034,0.4699352363601871,0.3208392767317973,,,0.898,,0.3208392767317973,0.0,,1.0,0.102,0.5569278708050817
18,90000,95000,5000,6,0,27,400,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3054633039668924,0.3054633039668924,0.3392034638000363,0.4702280074821817,0.3054633039668924,,,0.9094,,0.3054633039668924,0.0,,1.0,0.0906,0.551166462535411
19,95000,100000,5000,6,0,20,505,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3304318314650095,0.3304318314650095,0.37654979989652865,0.485931977762678,0.3304318314650095,,,0.881,,0.3304318314650095,0.0,,1.0,0.119,0.5287937287856503
20,100000,105000,5000,6,0,18,331,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.31357549606815455,0.31357549606815455,0.34249338354378533,0.49379786403195663,0.31357549606815455,,,0.9214,,0.31357549606815455,0.0,,1.0,0.0786,0.5504256220330548
21,105000,110000,5000,6,0,15,375,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3505217727340823,0.3505217727340823,0.39641097679813103,0.5098028998132024,0.3505217727340823,,,0.9186,,0.3505217727340823,0.0,,1.0,0.0814,0.5679221438191591
22,110000,115000,5000,6,0,13,527,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.3047605402548452,0.3047605402548452,0.3247746181411391,0.467358130671824,0.3047605402548452,,,0.8768,,0.3047605402548452,0.0,,1.0,0.1232,0.5326949483170432
23,115000,120000,5000,6,0,15,364,True,Benign|DoS|Exploits|Fuzzers|Generic|Reconnaissance,0.35663696675396844,0.35663696675396844,0.42223921190369834,0.4848889215127613,0.35663696675396844,,,0.9038,,0.35663696675396844,0.0,,1.0,0.0962,0.5522767525948736
